Date,SOFRRATE Index,CHOVCHOV Index,BZDIOVRA Index,COOVIBR Index,Rate_BRL,Rate_CHI,Rate_COP
2019-01-02,3.15,2.75,6.4,4.1,3.7859,697.48,3238.35
2019-01-03,2.7,2.75,6.4,4.1,3.7594,695.5,3244.0
2019-01-04,2.45,2.75,6.4,4.105,3.7155,682.35,3192.57
2019-01-07,2.41,2.75,6.4,4.105,3.7327,679.91,3208.56
2019-01-08,2.42,2.75,6.4,4.108,3.7139,680.17,3165.96
2019-01-09,2.45,2.75,6.4,4.105,3.6808,676.98,3127.93
2019-01-10,2.43,2.75,6.4,4.105,3.7118,675.78,3136.25
2019-01-11,2.41,2.75,6.4,4.106,3.7136,674.56,3152.78
2019-01-14,2.4,2.75,6.4,4.106,3.6976,673.15,3140.75
2019-01-15,2.46,2.75,6.4,4.105,3.72,674.81,3142.05
2019-01-16,2.43,2.75,6.4,4.105,3.7368,671.13,3117.63
2019-01-17,2.41,2.75,6.4,4.106,3.746,671.15,3133.3
2019-01-18,2.42,2.75,6.4,4.107,3.7544,669.33,3124.75
2019-01-21,2.42,2.75,6.4,4.107,3.7601,672.48,3121.66
2019-01-22,2.41,2.75,6.4,4.108,3.8047,671.93,3145.77
2019-01-23,2.4,2.75,6.4,4.107,3.7593,672.61,3146.1
2019-01-24,2.41,2.75,6.4,4.107,3.7708,670.83,3171.35
2019-01-25,2.4,2.75,6.4,4.107,3.762,667.2,3151.5
2019-01-28,2.39,2.75,6.4,4.107,3.7661,672.44,3159.02
2019-01-29,2.4,2.75,6.4,4.107,3.7257,667.68,3155.43
2019-01-30,2.39,3.0,6.4,4.107,3.6794,667.5,3163.92
2019-01-31,2.58,3.0,6.4,4.107,3.6468,654.45,3107.0
2019-02-01,2.47,3.0,6.4,4.106,3.6568,652.1,3090.42
2019-02-04,2.4,3.0,6.4,4.106,3.6666,651.14,3088.02
2019-02-05,2.4,3.0,6.4,4.107,3.6666,651.8,3089.4
2019-02-06,2.38,3.0,6.4,4.106,3.7006,654.65,3105.13
2019-02-07,2.38,3.0,6.4,4.11,3.7171,655.26,3118.2
2019-02-08,2.37,3.0,6.4,4.111,3.732,658.83,3116.2
2019-02-11,2.4,3.0,6.4,4.11,3.7558,663.05,3139.7
2019-02-12,2.39,3.0,6.4,4.11,3.712,660.65,3126.6
2019-02-13,2.38,3.0,6.4,4.109,3.7592,663.68,3131.1
2019-02-14,2.39,3.0,6.4,4.11,3.7188,666.85,3151.52
2019-02-15,2.43,3.0,6.4,4.109,3.7014,663.89,3141.79
2019-02-18,2.43,3.0,6.4,4.112,3.7354,660.98,3126.35
2019-02-19,2.4,3.0,6.4,4.115,3.7218,656.93,3141.4
2019-02-20,2.39,3.0,6.4,4.111,3.7303,652.79,3110.7
2019-02-21,2.39,3.0,6.4,4.108,3.7627,654.15,3123.55
2019-02-22,2.4,3.0,6.4,4.108,3.747,651.05,3105.75
2019-02-25,2.38,3.0,6.4,4.109,3.7476,649.57,3105.55
2019-02-26,2.38,3.0,6.4,4.11,3.7489,649.05,3083.45
2019-02-27,2.37,3.0,6.4,4.107,3.7295,650.81,3071.18
2019-02-28,2.58,3.0,6.4,4.107,3.7568,654.63,3080.38
2019-03-01,2.38,3.0,6.4,4.109,3.7786,658.47,3096.13
2019-03-04,2.38,3.0,6.4,4.106,3.8464,658.83,3093.71
2019-03-05,2.38,3.0,6.4,4.105,3.8464,656.93,3099.93
2019-03-06,2.38,3.0,6.4,4.105,3.8393,659.15,3106.2
2019-03-07,2.38,3.0,6.4,4.105,3.8759,665.74,3143.35
2019-03-08,2.39,3.0,6.4,4.107,3.8658,671.47,3174.5
2019-03-11,2.38,3.0,6.4,4.109,3.841,670.62,3178.55
2019-03-12,2.39,3.0,6.4,4.108,3.8114,666.48,3150.75
2019-03-13,2.4,3.0,6.4,4.105,3.817,668.69,3145.52
2019-03-14,2.42,3.0,6.4,4.105,3.8447,671.17,3144.65
2019-03-15,2.46,3.0,6.4,4.104,3.8144,668.79,3124.08
2019-03-18,2.41,3.0,6.4,4.104,3.7917,665.88,3102.54
2019-03-19,2.42,3.0,6.4,4.105,3.7891,665.69,3094.65
2019-03-20,2.47,3.0,6.4,4.107,3.7763,665.97,3092.59
2019-03-21,2.44,3.0,6.4,4.11,3.7932,669.53,3082.08
2019-03-22,2.4,3.0,6.4,4.108,3.9065,680.0,3126.06
2019-03-26,2.4,3.0,6.4,4.108,3.8754,680.75,3145.52
2019-03-27,2.4,3.0,6.4,4.109,3.994,683.25,3186.45
2019-03-28,2.43,3.0,6.4,4.108,3.901,683.32,3191.0
2019-03-29,2.65,3.0,6.4,4.11,3.9205,679.7,3186.0
2019-04-01,2.46,3.0,6.4,4.107,3.851,671.79,3146.74
2019-04-02,2.46,3.0,6.4,4.107,3.8537,673.23,3143.2
2019-04-03,2.47,3.0,6.4,4.105,3.8711,666.66,3128.68
2019-04-04,2.46,3.0,6.4,4.107,3.8588,665.57,3132.9
2019-04-05,2.46,3.0,6.4,4.106,3.8735,664.67,3126.35
2019-04-08,2.46,3.0,6.4,4.106,3.8509,663.7,3115.22
2019-04-09,2.45,3.0,6.4,4.106,3.8505,663.96,3105.18
2019-04-10,2.45,3.0,6.4,4.107,3.8251,661.99,3095.67
2019-04-11,2.44,3.0,6.4,4.109,3.8604,665.2,3113.59
2019-04-12,2.44,3.0,6.4,4.108,3.8816,660.99,3109.0
2019-04-15,2.47,3.0,6.4,4.11,3.8723,663.12,3136.17
2019-04-16,2.47,3.0,6.4,4.11,3.9049,662.7,3160.71
2019-04-17,2.5,3.0,6.4,4.105,3.9408,661.08,3160.87
2019-04-18,2.5,3.0,6.4,4.105,3.9271,662.38,3160.48
2019-04-22,2.46,3.0,6.4,4.106,3.9363,663.94,3139.4
2019-04-23,2.46,3.0,6.4,4.106,3.9216,667.84,3177.88
2019-04-24,2.44,3.0,6.4,4.106,3.9922,672.7,3195.23
2019-04-25,2.45,3.0,6.4,4.106,3.9501,675.38,3233.0
2019-04-26,2.46,3.0,6.4,4.108,3.9315,674.51,3237.98
2019-04-29,2.48,3.0,6.4,4.106,3.9431,679.55,3247.87
2019-04-30,2.76,3.0,6.4,4.106,3.921,676.7,3233.95
2019-05-02,2.5,3.0,6.4,4.108,3.966,681.48,3262.9
2019-05-03,2.43,3.0,6.4,4.109,3.938,677.89,3240.52
2019-05-06,2.42,3.0,6.4,4.109,3.9697,678.38,3254.1
2019-05-07,2.44,3.0,6.4,4.11,3.9705,684.88,3297.0
2019-05-08,2.43,3.0,6.4,4.11,3.9286,684.18,3290.09
2019-05-09,2.41,3.0,6.4,4.112,3.9472,684.77,3278.0
2019-05-10,2.4,3.0,6.4,4.11,3.9537,686.53,3274.25
2019-05-13,2.38,3.0,6.4,4.11,3.9937,693.56,3274.3
2019-05-14,2.39,3.0,6.4,4.109,3.9762,690.88,3284.72
2019-05-15,2.48,3.0,6.4,4.11,4.0017,690.9,3296.2
2019-05-16,2.43,3.0,6.4,4.111,4.0449,693.7,3290.14
2019-05-17,2.42,3.0,6.4,4.112,4.0991,695.72,3290.27
2019-05-20,2.39,3.0,6.4,4.112,4.0966,696.22,3341.81
2019-05-21,2.38,3.0,6.4,4.113,4.0392,693.28,3344.45
2019-05-22,2.37,3.0,6.4,4.113,4.0402,697.12,3335.85
2019-05-23,2.37,3.0,6.4,4.115,4.0408,696.87,3378.2
2019-05-24,2.37,3.0,6.4,4.117,4.0227,694.59,3358.77
2019-05-27,2.37,3.0,6.4,4.116,4.0422,698.61,3358.68
2019-05-28,2.41,3.0,6.4,4.117,4.0253,707.18,3379.55
2019-05-29,2.4,3.0,6.4,4.114,3.9732,705.77,3352.8
2019-05-30,2.4,3.0,6.4,4.113,3.982,709.3,3363.98
2019-05-31,2.49,3.0,6.4,4.113,3.9232,710.36,3379.0
2019-06-04,2.39,3.0,6.4,4.115,3.8568,694.24,3292.38
2019-06-05,2.4,3.0,6.4,4.116,3.8812,694.09,3305.98
2019-06-06,2.4,3.0,6.4,4.117,3.8812,692.42,3291.27
2019-06-07,2.39,2.5,6.4,4.118,3.8795,691.92,3268.75
2019-06-10,2.39,2.5,6.4,4.116,3.8888,697.95,3258.72
2019-06-11,2.38,2.5,6.4,4.111,3.8579,692.76,3259.01
2019-06-12,2.37,2.5,6.4,4.112,3.8674,695.69,3269.0
2019-06-13,2.35,2.5,6.4,4.112,3.8491,696.05,3268.13
2019-06-14,2.35,2.5,6.4,4.112,3.8967,699.89,3273.88
2019-06-17,2.41,2.5,6.4,4.112,3.8891,700.38,3285.9
2019-06-18,2.39,2.5,6.4,4.111,3.8606,696.3,3255.7
2019-06-19,2.36,2.5,6.4,4.111,3.8395,692.25,3241.0
2019-06-20,2.36,2.5,6.4,4.11,3.8607,683.55,3193.99
2019-06-21,2.37,2.5,6.4,4.109,3.8216,684.3,3203.05
2019-06-25,2.41,2.5,6.4,4.108,3.8492,681.03,3190.68
2019-06-26,2.43,2.5,6.4,4.109,3.8441,679.9,3183.94
2019-06-27,2.42,2.5,6.4,4.108,3.8197,680.24,3197.65
2019-06-28,2.5,2.5,6.4,4.111,3.8499,678.72,3211.65
2019-07-02,2.51,2.5,6.4,4.114,3.8482,680.38,3209.95
2019-07-03,2.56,2.5,6.4,4.113,3.8295,679.21,3195.35
2019-07-04,2.56,2.5,6.4,4.112,3.8021,679.05,3198.11
2019-07-05,2.59,2.5,6.4,4.112,3.8217,683.47,3210.13
2019-07-08,2.48,2.5,6.4,4.11,3.8071,686.86,3217.98
2019-07-09,2.45,2.5,6.4,4.109,3.791,689.69,3218.5
2019-07-10,2.46,2.5,6.4,4.109,3.7543,686.16,3206.5
2019-07-11,2.41,2.5,6.4,4.11,3.7547,681.52,3199.35
2019-07-12,2.36,2.5,6.4,4.109,3.7369,679.37,3192.9
2019-07-15,2.46,2.5,6.4,4.109,3.757,680.65,3190.9
2019-07-16,2.47,2.5,6.4,4.109,3.7694,687.53,3199.95
2019-07-17,2.47,2.5,6.4,4.11,3.765,682.06,3185.25
2019-07-18,2.46,2.5,6.4,4.109,3.7215,684.14,3176.5
2019-07-19,2.41,2.5,6.4,4.111,3.7492,686.83,3173.4
2019-07-22,2.4,2.5,6.4,4.111,3.7406,688.77,3175.88
2019-07-23,2.4,2.5,6.4,4.111,3.7749,693.04,3188.57
2019-07-24,2.41,2.5,6.4,4.113,3.7755,690.35,3198.8
2019-07-25,2.42,2.5,6.4,4.115,3.7792,696.08,3217.58
2019-07-26,2.41,2.5,6.4,4.117,3.7775,694.93,3237.55
2019-07-29,2.4,2.5,6.4,4.117,3.7818,697.21,3285.01
2019-07-30,2.39,2.5,6.4,4.117,3.7908,701.3,3302.82
2019-07-31,2.55,2.5,6.4,4.118,3.8148,697.1,3280.19
2019-08-01,2.19,2.5,5.9,4.12,3.8404,705.42,3340.85
2019-08-02,2.19,2.5,5.9,4.12,3.8895,713.16,3384.5
2019-08-05,2.13,2.5,5.9,4.119,3.9773,720.7,3456.41
2019-08-06,2.11,2.5,5.9,4.121,3.9618,715.93,3428.23
2019-08-08,2.09,2.5,5.9,4.119,3.9198,709.26,3369.32
2019-08-09,2.11,2.5,5.9,4.119,3.9418,711.53,3395.5
2019-08-12,2.12,2.5,5.9,4.119,3.9845,714.06,3426.76
2019-08-13,2.16,2.5,5.9,4.119,3.9671,705.15,3412.98
2019-08-14,2.13,2.5,5.9,4.119,4.052,711.38,3459.13
2019-08-15,2.18,2.5,5.9,4.121,3.9925,709.5,3471.73
2019-08-16,2.13,2.5,5.9,4.12,4.0059,708.63,3426.75
2019-08-20,2.13,2.5,5.9,4.123,4.0555,710.64,3408.98
2019-08-21,2.1,2.5,5.9,4.121,4.027,711.09,3377.6
2019-08-22,2.09,2.5,5.9,4.119,4.0713,713.62,3390.5
2019-08-23,2.1,2.5,5.9,4.122,4.1223,718.16,3423.0
2019-08-26,2.1,2.5,5.9,4.123,4.1569,719.81,3444.77
2019-08-27,2.15,2.5,5.9,4.123,4.1305,722.34,3469.98
2019-08-28,2.12,2.5,5.9,4.123,4.1682,722.43,3477.05
2019-08-29,2.12,2.5,5.9,4.125,4.1706,721.22,3439.08
2019-08-30,2.16,2.5,5.9,4.124,4.1453,721.7,3442.35
2019-09-02,2.16,2.5,5.9,4.12,4.188,724.87,3459.0
2019-09-03,2.17,2.0,5.9,4.114,4.1677,725.74,3443.23
2019-09-04,2.21,2.0,5.9,4.113,4.0949,723.59,3397.7
2019-09-05,2.21,2.0,5.9,4.114,4.1096,715.09,3380.8
2019-09-06,2.15,2.0,5.9,4.115,4.0605,712.25,3357.25
2019-09-09,2.12,2.0,5.9,4.112,4.0962,715.03,3371.82
2019-09-10,2.14,2.0,5.9,4.11,4.0814,711.74,3362.52
2019-09-11,2.15,2.0,5.9,4.107,4.0679,715.3,3375.05
2019-09-12,2.2,2.0,5.9,4.105,4.062,709.72,3366.6
2019-09-13,2.2,2.0,5.9,4.106,4.0871,707.17,3363.5
2019-09-16,2.43,2.0,5.9,4.105,4.0804,709.18,3364.48
2019-09-17,5.25,2.0,5.9,4.106,4.0775,714.25,3385.48
2019-09-18,2.55,2.0,5.9,4.106,4.1109,715.65,3373.75
2019-09-19,1.95,2.0,5.4,4.106,4.1673,715.65,3384.75
2019-09-20,1.86,2.0,5.4,4.105,4.147,715.65,3416.2
2019-09-23,1.85,2.0,5.4,4.105,4.1646,722.28,3437.0
2019-09-24,1.96,2.0,5.4,4.105,4.1655,724.05,3435.25
2019-09-25,2.01,2.0,5.4,4.105,4.148,727.65,3431.52
2019-09-26,1.85,2.0,5.4,4.106,4.1691,727.13,3448.38
2019-09-27,1.82,2.0,5.4,4.106,4.1597,726.78,3459.8
2019-09-30,2.35,2.0,5.4,4.106,4.1562,728.41,3477.03
2019-10-01,1.88,2.0,5.4,4.106,4.1594,728.82,3496.1
2019-10-02,1.85,2.0,5.4,4.105,4.1297,725.53,3497.36
2019-10-03,1.84,2.0,5.4,4.105,4.0815,717.5,3450.55
2019-10-04,1.82,2.0,5.4,4.106,4.0561,715.8,3436.0
2019-10-07,1.83,2.0,5.4,4.106,4.1074,718.16,3452.48
2019-10-08,1.85,2.0,5.4,4.105,4.0953,724.7,3453.45
2019-10-09,1.85,2.0,5.4,4.106,4.1098,724.15,3467.75
2019-10-10,1.85,2.0,5.4,4.106,4.1083,718.15,3459.13
2019-10-11,1.85,2.0,5.4,4.106,4.1098,710.4,3431.02
2019-10-14,1.85,2.0,5.4,4.106,4.1263,712.55,3431.46
2019-10-15,2.0,2.0,5.4,4.106,4.1803,716.24,3451.7
2019-10-16,2.05,2.0,5.4,4.106,4.1544,717.07,3459.27
2019-10-17,1.95,2.0,5.4,4.105,4.1641,712.08,3451.5
2019-10-18,1.88,2.0,5.4,4.107,4.1127,711.84,3425.65
2019-10-21,1.86,2.0,5.4,4.107,4.1296,727.1,3448.52
2019-10-22,1.87,2.0,5.4,4.107,4.083,723.88,3432.2
2019-10-23,1.87,1.75,5.4,4.109,4.0364,726.22,3393.85
2019-10-24,1.86,1.75,5.4,4.11,4.0429,724.3,3406.07
2019-10-25,1.84,1.75,5.4,4.112,4.0031,727.95,3395.73
2019-10-28,1.82,1.75,5.4,4.113,3.9925,723.95,3395.25
2019-10-29,1.81,1.75,5.4,4.11,3.9992,727.2,3377.02
2019-10-30,1.82,1.75,5.4,4.11,3.992,738.58,3389.65
2019-10-31,1.76,1.75,4.9,4.112,4.0183,740.5,3379.55
2019-11-01,1.58,1.75,4.9,4.11,3.9914,740.5,3325.7
2019-11-04,1.56,1.75,4.9,4.11,4.0173,740.15,3339.19
2019-11-05,1.58,1.75,4.9,4.11,3.9926,748.5,3311.93
2019-11-06,1.57,1.75,4.9,4.107,4.0748,741.13,3338.0
2019-11-07,1.56,1.75,4.9,4.107,4.101,741.63,3319.77
2019-11-08,1.56,1.75,4.9,4.106,4.1676,747.65,3339.41
2019-11-11,1.56,1.75,4.9,4.106,4.1478,760.42,3341.01
2019-11-12,1.57,1.75,4.9,4.105,4.1642,783.83,3409.0
2019-11-13,1.57,1.75,4.9,4.106,4.1768,795.03,3428.85
2019-11-14,1.58,1.75,4.9,4.106,4.1892,803.68,3453.9
2019-11-15,1.59,1.75,4.9,4.106,4.16,777.34,3426.23
2019-11-18,1.56,1.75,4.9,4.105,4.2087,772.77,3442.27
2019-11-19,1.57,1.75,4.9,4.106,4.1994,786.85,3439.5
2019-11-20,1.57,1.75,4.9,4.107,4.2032,795.47,3442.7
2019-11-21,1.58,1.75,4.9,4.109,4.195,795.32,3420.4
2019-11-22,1.58,1.75,4.9,4.111,4.196,798.99,3425.0
2019-11-25,1.56,1.75,4.9,4.11,4.2276,795.64,3435.15
2019-11-26,1.54,1.75,4.9,4.113,4.2386,799.27,3475.95
2019-11-27,1.55,1.75,4.9,4.113,4.2592,818.99,3509.02
2019-11-28,1.55,1.75,4.9,4.113,4.2119,828.61,3513.0
2019-11-29,1.65,1.75,4.9,4.109,4.2372,810.47,3516.93
2019-12-02,1.63,1.75,4.9,4.11,4.2169,803.38,3508.77
2019-12-03,1.55,1.75,4.9,4.111,4.2049,802.85,3504.4
2019-12-04,1.54,1.75,4.9,4.11,4.2069,791.2,3471.0
2019-12-05,1.55,1.75,4.9,4.112,4.1873,783.28,3458.45
2019-12-06,1.55,1.75,4.9,4.113,4.1394,778.23,3425.13
2019-12-09,1.56,1.75,4.9,4.109,4.1399,775.79,3418.88
2019-12-10,1.55,1.75,4.9,4.106,4.1455,778.9,3405.35
2019-12-11,1.54,1.75,4.9,4.105,4.1179,769.67,3376.3
2019-12-12,1.53,1.75,4.4,4.105,4.091,769.46,3373.05
2019-12-13,1.54,1.75,4.4,4.104,4.1076,763.72,3375.85
2019-12-16,1.62,1.75,4.4,4.105,4.0581,762.05,3354.55
2019-12-17,1.54,1.75,4.4,4.105,4.0721,756.26,3343.04
2019-12-18,1.53,1.75,4.4,4.106,4.0674,752.39,3327.55
2019-12-19,1.53,1.75,4.4,4.106,4.0654,753.48,3315.5
2019-12-20,1.53,1.75,4.4,4.106,4.0978,753.15,3331.7
2019-12-23,1.52,1.75,4.4,4.105,4.0785,754.43,3312.75
2019-12-24,1.52,1.75,4.4,4.103,4.0907,751.54,3299.0
2019-12-26,1.52,1.75,4.4,4.107,4.0538,746.01,3286.2
2019-12-27,1.53,1.75,4.4,4.109,4.0469,747.27,3301.25
2019-12-30,1.54,1.75,4.4,4.111,4.0227,751.89,3287.5
2019-12-31,1.55,1.75,4.4,4.111,4.0304,751.75,3277.14
2020-01-02,1.54,1.75,4.4,4.114,4.024,750.97,3255.95
2020-01-03,1.55,1.75,4.4,4.116,4.0588,756.19,3263.95
2020-01-06,1.55,1.75,4.4,4.116,4.0644,772.4,3262.05
2020-01-07,1.56,1.75,4.4,4.112,4.0658,769.09,3273.0
2020-01-08,1.55,1.75,4.4,4.109,4.0649,761.55,3246.88
2020-01-09,1.55,1.75,4.4,4.11,4.0898,767.22,3255.98
2020-01-10,1.55,1.75,4.4,4.112,4.0981,772.09,3271.95
2020-01-13,1.54,1.75,4.4,4.11,4.1425,775.36,3269.45
2020-01-14,1.55,1.75,4.4,4.107,4.1319,771.38,3286.52
2020-01-15,1.56,1.75,4.4,4.107,4.1831,775.09,3298.9
2020-01-16,1.55,1.75,4.4,4.107,4.1839,775.92,3322.4
2020-01-17,1.54,1.75,4.4,4.107,4.1616,772.66,3332.0
2020-01-20,1.54,1.75,4.4,4.105,4.1873,769.51,3332.52
2020-01-21,1.54,1.75,4.4,4.107,4.2136,773.37,3353.52
2020-01-22,1.54,1.75,4.4,4.107,4.1805,772.01,3332.38
2020-01-23,1.54,1.75,4.4,4.108,4.17,776.72,3360.96
2020-01-24,1.53,1.75,4.4,4.108,4.1826,777.62,3366.05
2020-01-27,1.53,1.75,4.4,4.109,4.2108,791.24,3400.13
2020-01-28,1.53,1.75,4.4,4.109,4.1904,788.45,3385.6
2020-01-29,1.53,1.75,4.4,4.109,4.225,791.62,3389.05
2020-01-30,1.58,1.75,4.4,4.107,4.2472,796.15,3414.75
2020-01-31,1.6,1.75,4.4,4.109,4.2829,800.49,3420.65
2020-02-03,1.59,1.75,4.4,4.109,4.2469,788.79,3395.75
2020-02-04,1.6,1.75,4.4,4.107,4.2546,781.56,3361.45
2020-02-05,1.59,1.75,4.4,4.108,4.2412,778.22,3362.48
2020-02-06,1.59,1.75,4.15,4.108,4.2825,783.85,3380.15
2020-02-07,1.58,1.75,4.15,4.108,4.3175,790.86,3414.45
2020-02-10,1.58,1.75,4.15,4.106,4.3255,795.85,3453.7
2020-02-11,1.58,1.75,4.15,4.107,4.3302,792.64,3420.43
2020-02-12,1.57,1.75,4.15,4.105,4.3529,790.07,3388.63
2020-02-13,1.57,1.75,4.15,4.106,4.3537,795.4,3376.52
2020-02-14,1.58,1.75,4.15,4.106,4.2915,791.38,3392.1
2020-02-17,1.58,1.75,4.15,4.108,4.3277,793.17,3397.77
2020-02-18,1.6,1.75,4.15,4.106,4.3622,796.9,3407.73
2020-02-19,1.59,1.75,4.15,4.105,4.3639,798.89,3391.07
2020-02-20,1.6,1.75,4.15,4.108,4.3904,806.74,3403.5
2020-02-21,1.58,1.75,4.15,4.106,4.3885,802.71,3381.61
2020-02-24,1.58,1.75,4.15,4.105,4.3468,807.88,3432.47
2020-02-25,1.59,1.75,4.15,4.105,4.3468,811.33,3430.44
2020-02-26,1.58,1.75,4.15,4.106,4.4496,810.22,3451.74
2020-02-27,1.58,1.75,4.15,4.105,4.4911,814.97,3476.44
2020-02-28,1.6,1.75,4.15,4.108,4.472,820.78,3529.05
2020-03-02,1.59,1.75,4.15,4.108,4.4744,812.78,3495.55
2020-03-03,1.64,1.75,4.15,4.105,4.5078,807.25,3459.59
2020-03-04,1.23,1.75,4.15,4.108,4.5793,816.77,3473.82
2020-03-05,1.12,1.75,4.15,4.107,4.6167,823.2,3522.0
2020-03-06,1.1,1.75,4.15,4.107,4.6274,826.47,3586.14
2020-03-09,1.09,1.75,4.15,4.109,4.722,842.14,3792.83
2020-03-10,1.11,1.75,4.15,4.11,4.6428,835.85,3795.93
2020-03-11,1.15,1.75,4.15,4.107,4.8152,835.8,3849.96
2020-03-12,1.2,1.75,4.15,4.105,4.7955,853.83,3951.57
2020-03-13,1.1,1.75,4.15,4.107,4.8345,838.0,3981.25
2020-03-16,0.26,1.0,4.15,4.107,5.0004,854.6,4090.0
2020-03-17,0.54,1.0,4.15,4.103,5.0092,848.43,4022.8
2020-03-18,0.1,1.0,4.15,4.095,5.1089,867.52,4100.77
2020-03-19,0.06,1.0,3.65,4.087,5.0961,862.0,4106.38
2020-03-20,0.04,1.0,3.65,4.045,5.064,863.72,4092.34
2020-03-24,0.01,1.0,3.65,4.01,5.0972,844.5,4104.03
2020-03-25,0.01,1.0,3.65,3.975,5.0363,844.28,4079.91
2020-03-26,0.01,1.0,3.65,3.905,5.0234,827.5,3990.35
2020-03-27,0.01,1.0,3.65,3.78,5.1003,834.7,4037.79
2020-03-30,0.01,1.0,3.65,3.6,5.1937,852.17,4060.75
2020-03-31,0.01,0.5,3.65,3.555,5.2059,855.15,4055.75
2020-04-01,0.01,0.5,3.65,3.533,5.25,861.32,4063.5
2020-04-02,0.01,0.5,3.65,3.6,5.254,859.0,4049.5
2020-04-03,0.01,0.5,3.65,3.593,5.3519,865.19,4015.0
2020-04-06,0.01,0.5,3.65,3.5,5.2822,851.77,3978.85
2020-04-07,0.01,0.5,3.65,3.461,5.2237,854.33,3910.77
2020-04-08,0.01,0.5,3.65,3.465,5.1219,848.75,3895.2
2020-04-13,0.02,0.5,3.65,3.408,5.2012,850.92,3871.75
2020-04-14,0.06,0.5,3.65,3.48,5.1635,850.92,3854.08
2020-04-15,0.03,0.5,3.65,3.52,5.238,853.8,3892.78
2020-04-16,0.03,0.5,3.65,3.563,5.2342,853.11,3931.11
2020-04-17,0.03,0.5,3.65,3.591,5.2349,854.22,3940.98
2020-04-20,0.02,0.5,3.65,3.59,5.317,854.15,3977.8
2020-04-21,0.01,0.5,3.65,3.605,5.338,858.83,4047.6
2020-04-22,0.01,0.5,3.65,3.61,5.4579,857.19,4032.16
2020-04-23,0.01,0.5,3.65,3.603,5.5358,858.83,4022.77
2020-04-24,0.03,0.5,3.65,3.59,5.5822,858.8,4043.2
2020-04-27,0.03,0.5,3.65,3.56,5.6509,859.68,4060.55
2020-04-28,0.01,0.5,3.65,3.562,5.5004,845.4,4042.31
2020-04-29,0.01,0.5,3.65,3.595,5.3365,835.05,3924.3
2020-04-30,0.04,0.5,3.65,3.625,5.4866,835.58,3942.86
2020-05-04,0.05,0.5,3.65,3.153,5.5441,836.47,3988.38
2020-05-05,0.05,0.5,3.65,3.155,5.5788,834.08,3933.23
2020-05-06,0.05,0.5,3.65,3.158,5.7179,839.3,3965.09
2020-05-07,0.05,0.5,2.9,3.165,5.8361,834.85,3924.38
2020-05-08,0.06,0.5,2.9,3.156,5.7347,826.9,3893.9
2020-05-11,0.06,0.5,2.9,3.15,5.8189,824.02,3898.13
2020-05-12,0.06,0.5,2.9,3.123,5.8863,822.45,3881.85
2020-05-13,0.04,0.5,2.9,3.115,5.887,817.88,3912.86
2020-05-14,0.02,0.5,2.9,3.133,5.8123,821.26,3942.82
2020-05-15,0.05,0.5,2.9,3.128,5.8562,826.35,3914.45
2020-05-18,0.04,0.5,2.9,3.123,5.7162,820.87,3852.52
2020-05-19,0.04,0.5,2.9,3.133,5.7573,818.15,3834.55
2020-05-20,0.01,0.5,2.9,3.128,5.6933,802.78,3814.7
2020-05-21,0.02,0.5,2.9,3.11,5.5536,820.74,3769.55
2020-05-22,0.04,0.5,2.9,3.097,5.5321,805.86,3780.68
2020-05-26,0.06,0.5,2.9,3.069,5.3502,805.81,3727.77
2020-05-27,0.06,0.5,2.9,3.113,5.2728,821.5,3733.65
2020-05-28,0.06,0.5,2.9,3.125,5.409,808.13,3699.4
2020-05-29,0.06,0.5,2.9,3.153,5.3363,806.63,3732.0
2020-06-01,0.06,0.5,2.9,2.679,5.3663,793.78,3718.97
2020-06-02,0.07,0.5,2.9,2.681,5.2026,780.36,3636.63
2020-06-03,0.06,0.5,2.9,2.689,5.065,770.57,3606.95
2020-06-04,0.07,0.5,2.9,2.693,5.1181,771.43,3590.75
2020-06-05,0.07,0.5,2.9,2.674,4.9619,769.1,3575.13
2020-06-08,0.07,0.5,2.9,2.668,4.8201,768.58,3607.38
2020-06-09,0.08,0.5,2.9,2.665,4.901,770.0,3657.38
2020-06-10,0.07,0.5,2.9,2.663,4.975,772.25,3673.38
2020-06-11,0.08,0.5,2.9,2.655,5.1911,787.43,3774.11
2020-06-12,0.08,0.5,2.9,2.671,5.0497,793.75,3779.15
2020-06-16,0.09,0.5,2.9,2.66,5.2445,785.45,3749.55
2020-06-17,0.09,0.5,2.9,2.658,5.2284,796.85,3748.91
2020-06-18,0.09,0.5,2.15,2.669,5.3781,815.9,3753.15
2020-06-19,0.09,0.5,2.15,2.681,5.3114,815.57,3740.7
2020-06-23,0.07,0.5,2.15,2.682,5.1544,818.6,3699.63
2020-06-24,0.08,0.5,2.15,2.679,5.3476,819.15,3727.45
2020-06-25,0.09,0.5,2.15,2.679,5.3627,811.81,3731.52
2020-06-26,0.08,0.5,2.15,2.681,5.4859,818.05,3750.17
2020-06-30,0.1,0.5,2.15,2.689,5.4676,821.22,3757.75
2020-07-01,0.11,0.5,2.15,2.435,5.3198,813.84,3715.55
2020-07-02,0.11,0.5,2.15,2.436,5.3622,802.17,3642.8
2020-07-03,0.11,0.5,2.15,2.429,5.3157,802.33,3651.68
2020-07-06,0.1,0.5,2.15,2.428,5.3576,798.28,3637.19
2020-07-07,0.1,0.5,2.15,2.418,5.3814,792.2,3625.61
