Date,SOFRRATE Index,CHOVCHOV Index,BZDIOVRA Index,COOVIBR Index,Rate_BRL,Rate_CHI,Rate_COP
2024-11-01,4.86,5.25,10.65,9.178,5.8703,973.18,4435.79
2024-11-05,4.82,5.25,10.65,9.183,5.7464,956.1,4408.36
2024-11-06,4.81,5.25,10.65,9.175,5.6774,960.58,4412.2
2024-11-07,4.82,5.25,11.15,9.179,5.6903,948.6,4308.04
2024-11-08,4.6,5.25,11.15,9.179,5.7352,971.75,4361.71
2024-11-12,4.6,5.25,11.15,9.179,5.7573,985.1,4452.0
2024-11-13,4.59,5.25,11.15,9.179,5.7974,978.78,4478.56
2024-11-14,4.58,5.25,11.15,9.179,5.7964,975.51,4486.0
2024-11-15,4.57,5.25,11.15,9.179,5.8092,979.33,4429.77
2024-11-18,4.57,5.25,11.15,9.179,5.7527,972.96,4402.75
2024-11-19,4.57,5.25,11.15,9.182,5.7731,971.9,4391.99
2024-11-20,4.56,5.25,11.15,9.181,5.8092,972.95,4402.06
2024-11-21,4.57,5.25,11.15,9.178,5.8142,974.08,4392.45
2024-11-22,4.57,5.25,11.15,9.175,5.8068,986.01,4416.49
2024-11-25,4.58,5.25,11.15,9.18,5.8111,976.8,4385.8
2024-11-26,4.58,5.25,11.15,9.182,5.8122,978.0,4402.38
2024-11-27,4.57,5.25,11.15,9.183,5.934,977.67,4386.95
2024-11-28,4.57,5.25,11.15,9.184,6.0109,977.43,4402.49
2024-11-29,4.59,5.25,11.15,9.181,5.9713,973.68,4433.36
2024-12-02,4.64,5.25,11.15,9.181,6.068,977.83,4460.08
2024-12-03,4.64,5.25,11.15,9.182,6.0506,972.25,4440.81
2024-12-04,4.59,5.25,11.15,9.178,6.0398,974.66,4415.73
2024-12-05,4.59,5.25,11.15,9.183,6.007,970.25,4415.27
2024-12-06,4.6,5.25,11.15,9.183,6.0867,974.98,4407.95
2024-12-09,4.63,5.25,11.15,9.183,6.0836,969.03,4372.26
2024-12-10,4.64,5.25,11.15,9.176,6.0511,975.15,4371.19
2024-12-11,4.62,5.25,11.15,9.178,5.9647,976.0,4345.1
2024-12-12,4.62,5.25,12.15,9.177,5.9976,978.95,4346.97
2024-12-13,4.6,5.25,12.15,9.182,6.0564,986.38,4317.91
2024-12-16,4.65,5.25,12.15,9.183,6.1349,991.1,4321.25
2024-12-17,4.62,5.0,12.15,9.18,6.1109,987.83,4345.8
2024-12-18,4.57,5.0,12.15,9.179,6.2931,990.6,4372.84
2024-12-19,4.3,5.0,12.15,9.183,6.1403,992.5,4378.59
2024-12-20,4.3,5.0,12.15,9.183,6.085,990.45,4386.38
2024-12-23,4.31,5.0,12.15,8.958,6.1915,991.8,4419.98
2024-12-24,4.4,5.0,12.15,8.958,6.1575,986.9,4373.69
2024-12-26,4.53,5.0,12.15,8.958,6.1813,990.37,4383.85
2024-12-27,4.46,5.0,12.15,8.959,6.1921,993.93,4408.03
2024-12-30,4.37,5.0,12.15,8.96,6.1774,994.92,4404.8
2024-12-31,4.49,5.0,12.15,8.96,6.1035,983.29,4405.77
2025-01-02,4.4,5.0,12.15,8.956,6.1512,1005.25,4375.3
2025-01-03,4.31,5.0,12.15,8.946,6.1854,1018.25,4346.85
2025-01-07,4.27,5.0,12.15,8.955,6.1021,1004.57,4340.06
2025-01-08,4.29,5.0,12.15,8.961,6.1099,1001.89,4327.2
2025-01-09,4.3,5.0,12.15,8.961,6.0366,1007.7,4332.0
2025-01-10,4.3,5.0,12.15,8.964,6.1079,1012.75,4345.0
2025-01-13,4.29,5.0,12.15,8.967,6.0972,1007.28,4306.75
2025-01-14,4.28,5.0,12.15,8.963,6.0542,1003.07,4294.5
2025-01-15,4.28,5.0,12.15,8.964,6.0131,1006.11,4302.14
2025-01-16,4.29,5.0,12.15,8.964,6.0547,1012.35,4343.73
2025-01-17,4.29,5.0,12.15,8.964,6.0796,1006.1,4335.35
2025-01-20,4.29,5.0,12.15,8.97,6.0333,1001.72,4318.75
2025-01-21,4.29,5.0,12.15,8.97,6.026,1003.5,4306.16
2025-01-22,4.3,5.0,12.15,8.971,5.9423,991.03,4266.2
2025-01-23,4.35,5.0,12.15,8.973,5.924,987.75,4230.88
2025-01-24,4.34,5.0,12.15,8.974,5.9138,982.5,4178.25
2025-01-27,4.34,5.0,12.15,8.981,5.9038,987.9,4198.48
2025-01-28,4.35,5.0,12.15,8.985,5.8657,993.88,4219.0
2025-01-29,4.35,5.0,12.15,8.989,5.865,991.85,4169.15
2025-01-30,4.36,5.0,13.15,8.995,5.8752,984.25,4155.03
2025-01-31,4.38,5.0,13.15,9.0,5.844,980.25,4209.33
2025-02-03,4.35,5.0,13.15,9.002,5.8082,988.45,4161.71
2025-02-04,4.33,5.0,13.15,8.984,5.7586,971.58,4160.14
2025-02-05,4.33,5.0,13.15,8.977,5.8044,971.85,4176.42
2025-02-06,4.36,5.0,13.15,9.002,5.7626,963.17,4135.67
2025-02-07,4.35,5.0,13.15,8.984,5.8091,964.15,4122.38
2025-02-10,4.35,5.0,13.15,8.979,5.7877,961.33,4137.3
2025-02-11,4.34,5.0,13.15,8.989,5.7659,961.23,4139.46
2025-02-12,4.32,5.0,13.15,9.003,5.7596,952.23,4167.04
2025-02-13,4.33,5.0,13.15,8.966,5.7675,945.38,4139.08
2025-02-14,4.33,5.0,13.15,8.956,5.6988,941.63,4126.25
2025-02-17,4.33,5.0,13.15,8.954,5.7124,948.26,4126.85
2025-02-18,4.37,5.0,13.15,8.953,5.6845,950.68,4093.0
2025-02-19,4.35,5.0,13.15,8.945,5.7219,950.3,4101.37
2025-02-20,4.33,5.0,13.15,8.956,5.7027,943.15,4076.72
2025-02-21,4.34,5.0,13.15,8.96,5.7305,947.17,4082.25
2025-02-24,4.34,5.0,13.15,8.961,5.7727,943.78,4118.26
2025-02-25,4.33,5.0,13.15,8.966,5.7522,941.98,4128.66
2025-02-26,4.33,5.0,13.15,8.962,5.8123,941.53,4103.88
2025-02-27,4.36,5.0,13.15,8.969,5.8315,952.83,4131.46
2025-02-28,4.39,5.0,13.15,8.952,5.8844,963.3,4154.14
2025-03-03,4.33,5.0,13.15,8.958,5.7431,950.48,4108.13
2025-03-04,4.33,5.0,13.15,8.959,5.7431,945.05,4159.5
2025-03-05,4.34,5.0,13.15,8.953,5.7558,930.3,4112.75
2025-03-06,4.35,5.0,13.15,8.954,5.7629,928.25,4102.99
2025-03-07,4.34,5.0,13.15,8.953,5.7896,928.58,4130.83
2025-03-10,4.33,5.0,13.15,8.952,5.8554,944.5,4179.77
2025-03-11,4.32,5.0,13.15,8.947,5.8104,933.48,4132.3
2025-03-12,4.31,5.0,13.15,8.95,5.8,937.87,4107.04
2025-03-13,4.3,5.0,13.15,8.956,5.7997,936.13,4124.38
2025-03-14,4.3,5.0,13.15,8.951,5.7421,928.48,4100.22
2025-03-17,4.32,5.0,13.15,8.952,5.6838,919.75,4072.39
2025-03-18,4.31,5.0,13.15,8.956,5.6713,917.04,4118.11
2025-03-19,4.29,5.0,13.15,8.955,5.6483,916.58,4162.88
2025-03-20,4.29,5.0,14.15,8.955,5.6805,928.2,4171.58
2025-03-21,4.3,5.0,14.15,8.955,5.7283,920.65,4144.75
2025-03-25,4.33,5.0,14.15,8.956,5.6994,921.27,4107.81
2025-03-26,4.35,5.0,14.15,8.955,5.7352,926.29,4129.0
2025-03-27,4.36,5.0,14.15,8.954,5.7457,934.17,4170.55
2025-03-28,4.34,5.0,14.15,8.953,5.761,951.3,4201.7
2025-03-31,4.41,5.0,14.15,8.974,5.7057,951.08,4182.91
2025-04-01,4.39,5.0,14.15,8.952,5.6825,946.63,4145.5
2025-04-02,4.37,5.0,14.15,8.952,5.6591,954.9,4156.13
2025-04-03,4.39,5.0,14.15,8.951,5.63,949.73,4156.2
2025-04-04,4.35,5.0,14.15,8.953,5.8423,978.55,4274.23
2025-04-07,4.33,5.0,14.15,8.952,5.9144,988.95,4384.8
2025-04-08,4.4,5.0,14.15,8.952,6.0118,1000.0,4425.25
2025-04-09,4.42,5.0,14.15,8.951,5.8252,980.13,4319.28
2025-04-10,4.37,5.0,14.15,8.951,5.8856,986.8,4333.35
2025-04-11,4.33,5.0,14.15,8.951,5.8668,971.92,4276.97
2025-04-14,4.33,5.0,14.15,8.953,5.8552,967.56,4298.31
2025-04-15,4.36,5.0,14.15,8.952,5.8862,971.95,4355.02
2025-04-16,4.31,5.0,14.15,8.952,5.867,969.13,4305.77
2025-04-21,4.32,5.0,14.15,8.96,5.7724,961.5,4281.54
2025-04-22,4.3,5.0,14.15,8.955,5.7247,942.5,4294.62
2025-04-23,4.28,5.0,14.15,8.954,5.7089,944.28,4306.42
2025-04-24,4.29,5.0,14.15,8.954,5.6829,934.43,4266.84
2025-04-25,4.33,5.0,14.15,8.953,5.6833,934.42,4217.75
2025-04-28,4.36,5.0,14.15,8.953,5.6549,943.83,4217.08
2025-04-29,4.36,5.0,14.15,8.954,5.6209,946.75,4186.64
2025-04-30,4.41,5.0,14.15,8.953,5.6734,948.4,4226.88
2025-05-01,4.39,5.0,14.15,8.953,5.6716,941.13,4242.65
2025-05-02,4.36,5.0,14.15,8.724,5.6572,947.95,4250.16
2025-05-05,4.33,5.0,14.15,8.727,5.6877,941.53,4300.22
2025-05-06,4.32,5.0,14.15,8.727,5.7141,940.35,4305.67
2025-05-07,4.3,5.0,14.15,8.724,5.7453,946.48,4284.83
2025-05-08,4.29,5.0,14.65,8.721,5.663,935.53,4251.67
2025-05-09,4.28,5.0,14.65,8.718,5.6541,936.81,4224.45
2025-05-12,4.28,5.0,14.65,8.724,5.6754,946.59,4226.51
2025-05-13,4.3,5.0,14.65,8.725,5.6081,940.18,4219.56
2025-05-14,4.29,5.0,14.65,8.727,5.6379,942.76,4181.17
2025-05-15,4.31,5.0,14.65,8.725,5.6827,938.85,4200.56
2025-05-16,4.3,5.0,14.65,8.724,5.6651,942.78,4176.25
2025-05-19,4.29,5.0,14.65,8.726,5.6521,937.78,4173.03
2025-05-20,4.27,5.0,14.65,8.727,5.6681,944.1,4167.2
2025-05-21,4.26,5.0,14.65,8.727,5.646,941.13,4176.57
2025-05-22,4.26,5.0,14.65,8.725,5.708,942.46,4175.38
2025-05-23,4.26,5.0,14.65,8.727,5.6467,938.97,4150.95
2025-05-26,4.26,5.0,14.65,8.731,5.669,940.1,4149.95
2025-05-27,4.31,5.0,14.65,8.734,5.6424,937.4,4112.01
2025-05-28,4.33,5.0,14.65,8.737,5.6899,941.0,4124.92
2025-05-29,4.33,5.0,14.65,8.738,5.6674,935.3,4119.47
2025-05-30,4.35,5.0,14.65,8.736,5.7231,945.68,4160.22
2025-06-03,4.32,5.0,14.65,8.733,5.6383,941.17,4107.95
2025-06-04,4.28,5.0,14.65,8.731,5.6371,937.05,4108.95
2025-06-05,4.29,5.0,14.65,8.727,5.588,931.0,4108.8
2025-06-06,4.29,5.0,14.65,8.73,5.5601,934.89,4115.39
2025-06-09,4.29,5.0,14.65,8.731,5.5588,937.1,4141.54
2025-06-10,4.28,5.0,14.65,8.731,5.5744,940.49,4205.71
2025-06-11,4.28,5.0,14.65,8.73,5.537,934.2,4180.19
2025-06-12,4.28,5.0,14.65,8.73,5.5374,930.08,4153.25
2025-06-13,4.28,5.0,14.65,8.728,5.5437,940.28,4131.56
2025-06-16,4.32,5.0,14.65,8.728,5.4925,936.33,4104.95
2025-06-17,4.31,5.0,14.65,8.729,5.501,945.3,4099.86
2025-06-18,4.28,5.0,14.65,8.728,5.4932,944.08,4068.2
2025-06-19,4.28,5.0,14.65,8.728,5.5427,940.2,4077.72
2025-06-20,4.29,5.0,14.9,8.73,5.5137,942.88,4094.82
2025-06-24,4.3,5.0,14.9,8.73,5.5111,934.95,4077.5
2025-06-25,4.36,5.0,14.9,8.734,5.564,937.38,4061.75
2025-06-26,4.4,5.0,14.9,8.736,5.4892,931.65,4040.25
2025-06-27,4.39,5.0,14.9,8.729,5.4867,941.48,4099.51
2025-07-01,4.44,5.0,14.9,8.728,5.4587,929.45,4027.35
2025-07-02,4.4,5.0,14.9,8.728,5.4249,927.13,3994.4
2025-07-03,4.35,5.0,14.9,8.728,5.4089,929.98,3983.84
2025-07-04,4.35,5.0,14.9,8.727,5.4211,930.55,3984.45
2025-07-07,4.33,5.0,14.9,8.728,5.4869,943.0,4043.05
2025-07-08,4.34,5.0,14.9,8.728,5.4481,941.94,4047.23
2025-07-09,4.32,5.0,14.9,8.729,5.5726,949.88,4007.9
2025-07-10,4.31,5.0,14.9,8.728,5.5318,950.26,4010.75
2025-07-11,4.31,5.0,14.9,8.728,5.5598,958.48,4000.65
2025-07-14,4.33,5.0,14.9,8.73,5.588,967.3,4001.53
2025-07-15,4.37,5.0,14.9,8.73,5.5568,966.41,4027.01
2025-07-16,4.34,5.0,14.9,8.729,5.5683,953.75,4014.09
2025-07-17,4.34,5.0,14.9,8.73,5.5457,962.7,4019.74
2025-07-18,4.3,5.0,14.9,8.73,5.5795,964.58,4015.52
2025-07-21,4.28,5.0,14.9,8.73,5.5672,954.05,4044.73
2025-07-22,4.28,5.0,14.9,8.73,5.5652,950.5,4075.65
2025-07-23,4.28,5.0,14.9,8.733,5.5201,949.17,4044.73
2025-07-24,4.3,5.0,14.9,8.735,5.5204,950.2,4072.67
2025-07-25,4.36,5.0,14.9,8.736,5.5642,963.5,4140.37
2025-07-28,4.36,5.0,14.9,8.732,5.5886,967.74,4166.29
2025-07-29,4.36,4.75,14.9,8.733,5.5746,971.25,4142.13
2025-07-30,4.32,4.75,14.9,8.73,5.5714,981.85,4181.7
2025-07-31,4.39,4.75,14.9,8.729,5.6003,972.61,4185.58
2025-08-01,4.34,4.75,14.9,8.728,5.5421,968.9,4127.2
2025-08-04,4.33,4.75,14.9,8.729,5.499,966.13,4097.52
2025-08-05,4.34,4.75,14.9,8.73,5.5076,965.98,4089.69
2025-08-06,4.34,4.75,14.9,8.728,5.4638,975.5,4046.19
2025-08-08,4.35,4.75,14.9,8.729,5.4345,966.13,4050.11
2025-08-11,4.34,4.75,14.9,8.728,5.4426,969.85,4034.21
2025-08-12,4.36,4.75,14.9,8.727,5.3889,955.32,4017.76
2025-08-13,4.33,4.75,14.9,8.727,5.3976,953.69,4028.49
2025-08-14,4.34,4.75,14.9,8.726,5.417,966.34,4052.4
2025-08-15,4.36,4.75,14.9,8.726,5.4011,965.63,4014.7
2025-08-19,4.33,4.75,14.9,8.728,5.5057,963.33,4032.15
2025-08-20,4.31,4.75,14.9,8.727,5.4824,967.0,4020.48
2025-08-21,4.32,4.75,14.9,8.73,5.4757,970.85,4030.6
2025-08-22,4.36,4.75,14.9,8.73,5.426,958.78,4010.8
2025-08-25,4.37,4.75,14.9,8.728,5.4117,964.78,4026.1
2025-08-26,4.38,4.75,14.9,8.728,5.4317,965.97,4054.23
2025-08-27,4.36,4.75,14.9,8.727,5.4182,968.28,4029.23
2025-08-28,4.34,4.75,14.9,8.73,5.4145,967.68,4026.55
2025-08-29,4.34,4.75,14.9,8.727,5.4297,966.88,4017.05
2025-09-01,4.34,4.75,14.9,8.727,5.4395,968.72,4016.55
2025-09-02,4.39,4.75,14.9,8.727,5.4651,973.4,4003.04
2025-09-03,4.39,4.75,14.9,8.727,5.451,969.1,4005.4
2025-09-04,4.41,4.75,14.9,8.727,5.4467,972.38,3987.1
2025-09-05,4.42,4.75,14.9,8.726,5.4126,965.89,3959.51
2025-09-08,4.4,4.75,14.9,8.727,5.4196,970.13,3940.35
2025-09-09,4.4,4.75,14.9,8.729,5.4383,967.93,3922.1
2025-09-10,4.39,4.75,14.9,8.727,5.4089,962.76,3924.25
2025-09-11,4.41,4.75,14.9,8.727,5.3891,952.29,3893.02
2025-09-12,4.42,4.75,14.9,8.727,5.3543,954.25,3896.5
2025-09-15,4.51,4.75,14.9,8.728,5.3169,951.19,3905.95
2025-09-16,4.39,4.75,14.9,8.729,5.2972,947.81,3870.56
2025-09-17,4.38,4.75,14.9,8.73,5.3045,952.05,3877.68
2025-09-18,4.14,4.75,14.9,8.73,5.3137,960.77,3894.98
2025-09-19,4.14,4.75,14.9,8.73,5.3241,960.77,3865.37
2025-09-22,4.14,4.75,14.9,8.73,5.3353,955.83,3846.2
2025-09-23,4.12,4.75,14.9,8.729,5.2824,948.85,3856.86
2025-09-24,4.13,4.75,14.9,8.729,5.3314,952.66,3883.29
2025-09-25,4.18,4.75,14.9,8.729,5.3637,961.3,3904.35
2025-09-26,4.16,4.75,14.9,8.73,5.344,959.88,3900.6
2025-09-29,4.13,4.75,14.9,8.731,5.3224,966.43,3919.32
2025-09-30,4.24,4.75,14.9,8.73,5.3218,962.5,3920.46
2025-10-01,4.2,4.75,14.9,8.728,5.3292,959.55,3879.38
2025-10-02,4.2,4.75,14.9,8.728,5.3383,961.79,3885.67
2025-10-03,4.18,4.75,14.9,8.731,5.3372,965.32,3869.8
2025-10-06,4.15,4.75,14.9,8.729,5.3113,962.07,3854.89
2025-10-07,4.14,4.75,14.9,8.731,5.3505,959.13,3875.21
2025-10-08,4.12,4.75,14.9,8.73,5.3431,951.03,3891.88
2025-10-09,4.13,4.75,14.9,8.731,5.3693,950.84,3885.77
2025-10-10,4.15,4.75,14.9,8.732,5.5209,960.03,3923.53
2025-10-14,4.19,4.75,14.9,8.73,5.484,960.96,3924.17
2025-10-15,4.29,4.75,14.9,8.73,5.4543,961.04,3894.88
2025-10-16,4.3,4.75,14.9,8.73,5.4448,955.98,3844.59
2025-10-17,4.18,4.75,14.9,8.729,5.4102,957.6,3831.32
2025-10-20,4.16,4.75,14.9,8.73,5.3745,950.95,3884.52
2025-10-21,4.23,4.75,14.9,8.728,5.3883,953.65,3892.88
2025-10-22,4.21,4.75,14.9,8.728,5.4008,950.5,3909.61
2025-10-23,4.24,4.75,14.9,8.727,5.3839,944.51,3882.05
2025-10-24,4.24,4.75,14.9,8.729,5.3889,941.55,3852.07
2025-10-27,4.27,4.75,14.9,8.727,5.374,941.43,3848.27
2025-10-28,4.31,4.75,14.9,8.729,5.3582,943.4,3897.41
2025-10-29,4.27,4.75,14.9,8.73,5.3613,941.83,3873.6
2025-10-30,4.04,4.75,14.9,8.729,5.3814,942.38,3862.4
2025-10-31,4.22,4.75,14.9,8.73,5.3766,953.12,3854.68
2025-11-04,4.0,4.75,14.9,8.731,5.4005,946.53,3857.9
2025-11-05,3.91,4.75,14.9,8.73,5.357,944.32,3834.5
2025-11-06,3.92,4.75,14.9,8.728,5.3521,943.4,3785.9
2025-11-07,3.93,4.75,14.9,8.732,5.334,945.7,3783.68
2025-11-10,3.95,4.75,14.9,8.731,5.301,938.8,3754.4
2025-11-11,3.95,4.75,14.9,8.733,5.2734,934.55,3736.47
2025-11-12,3.98,4.75,14.9,8.733,5.2924,930.1,3707.02
2025-11-13,4.0,4.75,14.9,8.734,5.2991,928.75,3745.98
2025-11-14,3.95,4.75,14.9,8.734,5.2974,927.25,3755.13
2025-11-17,4.0,4.75,14.9,8.734,5.328,923.46,3755.94
2025-11-18,3.94,4.75,14.9,8.736,5.3238,932.83,3722.17
2025-11-19,3.91,4.75,14.9,8.736,5.3333,931.63,3713.67
2025-11-20,3.91,4.75,14.9,8.735,5.3385,929.46,3763.92
2025-11-21,3.93,4.75,14.9,8.732,5.4032,939.43,3807.4
2025-11-24,3.96,4.75,14.9,8.729,5.3898,940.12,3801.71
2025-11-25,4.01,4.75,14.9,8.727,5.3859,935.5,3813.3
2025-11-26,4.05,4.75,14.9,8.723,5.3337,926.37,3729.34
2025-11-27,4.05,4.75,14.9,8.71,5.354,928.94,3743.55
2025-11-28,4.12,4.75,14.9,8.658,5.3351,927.9,3755.34
2025-12-01,4.12,4.75,14.9,8.612,5.3559,929.8,3815.61
2025-12-02,4.01,4.75,14.9,8.552,5.3279,921.78,3811.0
2025-12-03,3.95,4.75,14.9,8.644,5.3109,919.18,3763.79
2025-12-04,3.92,4.75,14.9,8.686,5.312,918.08,3799.05
2025-12-05,3.93,4.75,14.9,8.671,5.4506,923.66,3842.61
2025-12-09,3.93,4.75,14.9,8.715,5.4399,925.63,3864.73
2025-12-10,3.9,4.75,14.9,8.721,5.4718,923.06,3839.77
2025-12-11,3.66,4.75,14.9,8.721,5.4058,914.14,3802.73
2025-12-12,3.67,4.75,14.9,8.726,5.4181,907.69,3800.46
2025-12-15,3.75,4.75,14.9,8.727,5.4191,915.38,3830.05
2025-12-16,3.69,4.5,14.9,8.727,5.4675,914.63,3843.64
2025-12-17,3.69,4.5,14.9,8.727,5.5145,917.93,3864.8
2025-12-18,3.66,4.5,14.9,8.727,5.5223,910.53,3859.92
2025-12-19,3.66,4.5,14.9,8.726,5.5434,910.32,3823.85
2025-12-22,3.68,4.5,14.9,8.728,5.5915,909.25,3783.35
2025-12-23,3.66,4.5,14.9,8.728,5.5285,907.47,3760.55
2025-12-24,3.66,4.5,14.9,8.73,5.5402,904.35,3736.1
2025-12-26,3.76,4.5,14.9,8.736,5.5435,907.66,3697.0
2025-12-29,3.77,4.5,14.9,8.763,5.5728,915.43,3748.3
2025-12-30,3.71,4.5,14.9,8.745,5.4749,899.31,3777.62
