Date,Rate_BRL,Rate_CHI,Bitcoin,Rate_COP
2018-02-22,3.2522,594.34,9915.69,2861.8
2018-02-23,3.2387,591.44,9920.01,2840.89
2018-02-26,3.2249,587.19,10380.3,2836.68
2018-02-27,3.2504,591.0,10755.9,2857.85
2018-02-28,3.2477,594.28,10538.02,2863.78
2018-03-01,3.2515,595.21,10933.75,2878.5
2018-03-02,3.2534,599.15,11029.95,2879.77
2018-03-05,3.2431,598.55,11555.99,2855.71
2018-03-06,3.211,599.46,10790.35,2851.26
2018-03-07,3.2437,602.69,9939.53,2865.03
2018-03-08,3.2649,606.18,9330.23,2874.99
2018-03-09,3.2559,602.71,9004.84,2869.52
2018-03-12,3.262,603.85,9017.65,2845.52
2018-03-13,3.2609,602.63,9062.92,2853.3
2018-03-14,3.2607,601.17,8304.32,2843.4
2018-03-15,3.2852,605.63,8251.71,2845.02
2018-03-16,3.2808,608.26,8524.17,2852.65
2018-03-20,3.3116,610.63,8920.33,2870.43
2018-03-21,3.2729,605.78,8895.59,2849.47
2018-03-22,3.3152,607.71,8598.85,2859.9
2018-03-23,3.3126,607.77,8616.25,2841.38
2018-03-26,3.3143,605.07,7888.84,2800.52
2018-03-27,3.3257,604.41,7990.87,2781.93
2018-03-28,3.3216,604.28,7906.96,2795.02
2018-04-02,3.3112,605.35,6937.38,2792.54
2018-04-03,3.3407,603.51,7401.4,2778.65
2018-04-04,3.3298,603.49,6830.76,2793.5
2018-04-05,3.3452,603.43,6749.55,2790.57
2018-04-06,3.3682,605.05,6604.48,2792.92
2018-04-09,3.422,603.8,6662.14,2777.41
2018-04-10,3.4089,601.04,6839.62,2767.75
2018-04-11,3.3747,597.91,6891.03,2716.88
2018-04-12,3.413,596.81,7730.47,2704.78
2018-04-13,3.4229,594.48,7903.91,2708.18
2018-04-16,3.4195,596.45,7986.06,2725.2
2018-04-17,3.408,596.38,7914.7,2723.89
2018-04-18,3.3804,594.59,8187.53,2710.19
2018-04-19,3.3844,595.53,8233.85,2731.7
2018-04-20,3.413,596.01,8524.52,2758.7
2018-04-23,3.4526,602.79,8932.25,2814.05
2018-04-24,3.4734,598.67,9449.88,2783.31
2018-04-25,3.4852,604.16,9073.19,2810.84
2018-04-26,3.4756,602.98,9118.96,2816.37
2018-04-27,3.4574,607.84,8977.07,2804.66
2018-04-30,3.5072,613.66,9272.7,2799.51
2018-05-02,3.5504,619.05,9175.76,2829.74
2018-05-03,3.5272,619.65,9652.04,2857.83
2018-05-04,3.5293,621.71,9683.54,2844.84
2018-05-07,3.551,629.46,9437.62,2828.52
2018-05-08,3.5617,634.76,9160.97,2864.7
2018-05-09,3.5924,633.27,9248.19,2860.82
2018-05-10,3.5499,624.29,9092.67,2822.08
2018-05-11,3.6003,619.78,8432.01,2836.13
2018-05-15,3.6549,632.05,8518.76,2873.57
2018-05-16,3.6761,630.23,8291.23,2856.42
2018-05-17,3.6968,632.32,8204.05,2904.5
2018-05-18,3.7377,636.76,8229.58,2923.93
2018-05-21,3.6778,627.31,8406.89,2876.48
2018-05-22,3.6481,624.86,8108.52,2853.5
2018-05-23,3.6284,624.14,7590.0,2875.54
2018-05-24,3.6469,625.88,7552.45,2858.0
2018-05-25,3.6534,623.66,7448.08,2887.71
2018-05-28,3.7348,624.59,7214.8,2879.0
2018-05-29,3.7256,629.91,7501.54,2902.87
2018-05-30,3.7239,627.92,7337.26,2874.79
2018-05-31,3.6333,632.01,7538.28,2889.53
2018-06-01,3.7661,631.1,7437.74,2864.8
2018-06-05,3.8091,632.28,7629.53,2866.4
2018-06-06,3.8513,628.85,7619.32,2829.0
2018-06-07,3.9043,631.82,7660.06,2845.45
2018-06-08,3.7091,630.9,7646.28,2855.38
2018-06-12,3.7193,636.78,6531.39,2858.52
2018-06-13,3.7216,632.41,6260.96,2855.08
2018-06-14,3.8066,635.85,6658.78,2860.01
2018-06-15,3.7295,633.85,6497.97,2890.75
2018-06-18,3.747,637.13,6727.55,2920.63
2018-06-19,3.7469,639.6,6695.44,2920.03
2018-06-20,3.7721,638.78,6748.89,2923.31
2018-06-21,3.7694,640.24,6719.47,2944.19
2018-06-22,3.7856,636.71,6070.19,2914.28
2018-06-25,3.7745,639.96,6250.81,2929.12
2018-06-26,3.8019,640.88,6181.64,2922.77
2018-06-27,3.8624,645.63,6124.96,2935.07
2018-06-28,3.8605,649.92,6044.92,2946.42
2018-06-29,3.8765,654.35,5899.64,2930.5
2018-07-03,3.8974,649.85,6613.86,2901.89
2018-07-04,3.9137,652.34,6686.23,2906.26
2018-07-05,3.932,656.45,6507.68,2874.18
2018-07-06,3.8629,656.78,6570.76,2871.39
2018-07-09,3.8725,651.93,6695.86,2883.09
2018-07-10,3.8147,646.91,6387.83,2868.14
2018-07-11,3.8763,653.16,6354.19,2893.15
2018-07-12,3.8809,647.53,6172.95,2871.73
2018-07-13,3.8518,650.72,6185.23,2862.0
2018-07-16,3.8604,650.33,6661.85,2868.81
2018-07-17,3.8386,653.43,7314.0,2867.75
2018-07-18,3.8492,653.33,7336.6,2863.46
2018-07-19,3.8313,662.55,7418.83,2884.0
2018-07-23,3.783,663.51,7702.88,2904.75
2018-07-24,3.7488,654.57,8227.05,2893.73
2018-07-25,3.6906,649.29,8176.35,2881.6
2018-07-26,3.7471,647.25,8138.47,2879.77
2018-07-27,3.7121,642.91,8225.12,2886.02
2018-07-30,3.7297,638.41,8146.16,2868.72
2018-07-31,3.7574,636.66,7689.43,2888.66
2018-08-01,3.7503,641.45,7482.23,2894.23
2018-08-02,3.7496,644.68,7546.53,2903.61
2018-08-03,3.7074,642.8,7388.58,2889.83
2018-08-06,3.7364,646.76,6919.84,2901.21
2018-08-08,3.772,645.46,6316.9,2909.0
2018-08-09,3.8005,647.66,6507.67,2915.51
2018-08-10,3.8618,654.93,6191.24,2940.75
2018-08-13,3.8836,661.33,6277.69,3003.44
2018-08-14,3.8671,665.03,6074.26,3002.65
2018-08-15,3.9047,664.42,6374.87,3052.1
2018-08-16,3.9069,665.93,6255.1,3024.25
2018-08-17,3.9104,670.26,6480.85,3020.0
2018-08-21,4.0483,663.52,6451.86,2990.96
2018-08-22,4.0433,663.03,6331.13,2965.64
2018-08-23,4.1135,667.95,6418.67,2985.69
2018-08-24,4.104,660.75,6611.44,2954.1
2018-08-27,4.0814,658.02,6719.04,2933.85
2018-08-28,4.1375,662.54,7083.46,2965.0
2018-08-29,4.1063,666.17,7042.05,3000.0
2018-08-30,4.1492,678.28,6916.68,3025.0
2018-08-31,4.054,682.74,7044.6,3053.5
2018-09-03,4.1582,684.76,7298.59,3046.15
2018-09-04,4.1605,693.07,7361.57,3089.95
2018-09-05,4.1461,687.84,6949.01,3093.78
2018-09-06,4.0587,689.1,6440.22,3093.25
2018-09-07,4.1117,690.72,6446.93,3070.93
2018-09-10,4.0868,696.73,6301.63,3066.0
2018-09-11,4.1532,696.66,6253.25,3088.0
2018-09-12,4.1617,689.44,6305.47,3055.0
2018-09-13,4.207,680.93,6467.47,3019.7
2018-09-14,4.1741,687.43,6535.01,3026.0
2018-09-17,4.1343,687.0,6216.01,3013.25
2018-09-18,4.1635,687.0,6317.7,3007.1
2018-09-19,4.1287,687.0,6423.81,3019.1
2018-09-20,4.0772,669.32,6377.21,3014.5
2018-09-21,4.0489,664.13,6708.69,3007.66
2018-09-24,4.0901,670.3,6626.29,2992.25
2018-09-25,4.076,667.73,6386.6,3001.0
2018-09-26,4.0345,663.03,6497.72,3000.0
2018-09-27,4.0128,660.01,6694.08,2990.0
2018-09-28,4.0493,656.85,6643.42,2972.0
2018-10-01,4.0187,656.65,6550.06,2996.13
2018-10-02,3.9406,658.55,6524.3,3016.65
2018-10-03,3.9022,661.03,6438.41,3015.88
2018-10-04,3.8743,675.35,6546.01,3034.82
2018-10-05,3.8393,677.33,6539.04,3031.15
2018-10-08,3.7792,681.59,6623.01,3045.63
2018-10-09,3.7152,682.3,6579.83,3060.56
2018-10-10,3.7564,685.75,6534.38,3094.0
2018-10-11,3.781,680.55,6204.33,3087.5
2018-10-12,3.7646,679.58,6214.23,3094.93
2018-10-16,3.7248,669.35,6460.39,3052.57
2018-10-17,3.6876,671.26,6437.85,3067.1
2018-10-18,3.7214,677.18,6392.22,3092.35
2018-10-19,3.7148,680.63,6384.37,3077.83
2018-10-22,3.687,683.06,6413.52,3085.65
2018-10-23,3.6944,684.25,6390.78,3119.27
2018-10-24,3.7345,688.88,6425.61,3165.63
2018-10-25,3.705,687.66,6400.44,3172.0
2018-10-26,3.6421,687.73,6401.99,3181.06
2018-10-29,3.7194,690.34,6243.46,3186.6
2018-10-30,3.6972,693.6,6265.27,3209.0
2018-10-31,3.7224,696.64,6302.4,3220.55
2018-11-01,3.6998,675.55,6335.36,3195.06
2018-11-02,3.798,675.55,6351.1,3183.38
2018-11-06,3.7635,679.53,6420.95,3150.2
2018-11-07,3.7381,676.32,6501.65,3141.39
2018-11-08,3.7608,676.38,6419.5,3144.19
2018-11-09,3.7303,684.8,6326.2,3179.48
2018-11-13,3.8103,692.02,6280.74,3189.65
2018-11-14,3.7848,682.81,5551.06,3202.07
2018-11-15,3.798,675.96,5469.65,3190.48
2018-11-16,3.739,670.83,5451.72,3167.43
2018-11-19,3.7598,668.43,4785.55,3175.6
2018-11-20,3.7645,671.46,4337.68,3198.25
2018-11-21,3.7975,667.6,4450.42,3190.13
2018-11-22,3.804,668.6,4427.83,3188.0
2018-11-23,3.828,675.65,4260.57,3227.52
2018-11-26,3.9337,676.8,3663.84,3244.6
2018-11-27,3.8772,675.29,3767.37,3250.33
2018-11-28,3.8544,675.23,4221.02,3275.85
2018-11-29,3.8525,669.57,4183.59,3238.48
2018-11-30,3.8663,672.55,3930.38,3234.25
2018-12-03,3.8447,668.75,3870.97,3196.72
2018-12-04,3.8493,667.65,3898.03,3176.8
2018-12-05,3.8654,672.85,3723.53,3162.43
2018-12-06,3.8821,678.52,3596.41,3187.06
2018-12-07,3.9079,675.13,3388.91,3153.81
2018-12-10,3.9229,680.3,3400.92,3189.85
2018-12-11,3.9003,682.81,3373.78,3186.46
2018-12-12,3.8531,677.75,3440.18,3169.8
2018-12-13,3.8909,681.77,3254.81,3179.0
2018-12-14,3.9135,685.1,3156.89,3196.43
2018-12-17,3.902,686.48,3493.65,3181.5
2018-12-18,3.9092,688.81,3535.18,3205.84
2018-12-19,3.8952,687.87,3668.85,3220.95
2018-12-20,3.8442,691.15,3993.58,3268.5
2018-12-21,3.9,692.38,3848.6,3292.0
2018-12-24,3.8924,688.75,4063.94,3296.75
2018-12-26,3.9281,693.52,3775.48,3284.0
2018-12-27,3.8759,697.76,3585.43,3279.07
2018-12-28,3.8767,693.6,3892.14,3253.0
2018-12-31,3.8745,683.73,3674.18,3249.75
2019-01-02,3.7859,697.48,3884.98,3238.35
2019-01-03,3.7594,695.5,3794.92,3244.0
2019-01-04,3.7155,682.35,3833.53,3192.57
2019-01-07,3.7327,679.91,4005.34,3208.56
2019-01-08,3.7139,680.17,4000.42,3165.96
2019-01-09,3.6808,676.98,4003.99,3127.93
2019-01-10,3.7118,675.78,3630.86,3136.25
2019-01-11,3.7136,674.56,3649.22,3152.78
2019-01-14,3.6976,673.15,3663.59,3140.75
2019-01-15,3.72,674.81,3568.48,3142.05
2019-01-16,3.7368,671.13,3603.49,3117.63
2019-01-17,3.746,671.15,3624.82,3133.3
2019-01-18,3.7544,669.33,3612.39,3124.75
2019-01-21,3.7601,672.48,3521.04,3121.66
2019-01-22,3.8047,671.93,3574.52,3145.77
2019-01-23,3.7593,672.61,3544.51,3146.1
2019-01-24,3.7708,670.83,3570.93,3171.35
2019-01-25,3.762,667.2,3558.51,3151.5
2019-01-28,3.7661,672.44,3417.04,3159.02
2019-01-29,3.7257,667.68,3401.14,3155.43
2019-01-30,3.6794,667.5,3432.64,3163.92
2019-01-31,3.6468,654.45,3417.04,3107.0
2019-02-01,3.6568,652.1,3448.51,3090.42
2019-02-04,3.6666,651.14,3417.03,3088.02
2019-02-05,3.6666,651.8,3422.6,3089.4
2019-02-06,3.7006,654.65,3366.32,3105.13
2019-02-07,3.7171,655.26,3358.91,3118.2
2019-02-08,3.732,658.83,3594.91,3116.2
2019-02-11,3.7558,663.05,3591.59,3139.7
2019-02-12,3.712,660.65,3576.31,3126.6
2019-02-13,3.7592,663.68,3571.42,3131.1
2019-02-14,3.7188,666.85,3570.02,3151.52
2019-02-15,3.7014,663.89,3564.79,3141.79
2019-02-18,3.7354,660.98,3852.25,3126.35
2019-02-19,3.7218,656.93,3887.89,3141.4
2019-02-20,3.7303,652.79,3912.98,3110.7
2019-02-21,3.7627,654.15,3897.72,3123.55
2019-02-22,3.747,651.05,3941.75,3105.75
2019-02-25,3.7476,649.57,3805.67,3105.55
2019-02-26,3.7489,649.05,3790.19,3083.45
2019-02-27,3.7295,650.81,3749.38,3071.18
2019-02-28,3.7568,654.63,3802.53,3080.38
2019-03-01,3.7786,658.47,3828.22,3096.13
2019-03-04,3.8464,658.83,3699.76,3093.71
2019-03-05,3.8464,656.93,3833.97,3099.93
2019-03-06,3.8393,659.15,3845.71,3106.2
2019-03-07,3.8759,665.74,3871.42,3143.35
2019-03-08,3.8658,671.47,3868.84,3174.5
2019-03-11,3.841,670.62,3847.91,3178.55
2019-03-12,3.8114,666.48,3865.41,3150.75
2019-03-13,3.817,668.69,3852.32,3145.52
2019-03-14,3.8447,671.17,3851.57,3144.65
2019-03-15,3.8144,668.79,3897.41,3124.08
2019-03-18,3.7917,665.88,3971.19,3102.54
2019-03-19,3.7891,665.69,3991.47,3094.65
2019-03-20,3.7763,665.97,4009.47,3092.59
2019-03-21,3.7932,669.53,3973.24,3082.08
2019-03-22,3.9065,680.0,3977.74,3126.06
2019-03-26,3.8754,680.75,3912.6,3145.52
2019-03-27,3.994,683.25,4008.98,3186.45
2019-03-28,3.901,683.32,4010.76,3191.0
2019-03-29,3.9205,679.7,4072.16,3186.0
2019-04-01,3.851,671.79,4126.69,3146.74
2019-04-02,3.8537,673.23,4802.47,3143.2
2019-04-03,3.8711,666.66,5296.0,3128.68
2019-04-04,3.8588,665.57,4847.05,3132.9
2019-04-05,3.8735,664.67,4999.01,3126.35
2019-04-08,3.8509,663.7,5252.89,3115.22
2019-04-09,3.8505,663.96,5220.08,3105.18
2019-04-10,3.8251,661.99,5302.92,3095.67
2019-04-11,3.8604,665.2,5054.03,3113.59
2019-04-12,3.8816,660.99,5042.54,3109.0
2019-04-15,3.8723,663.12,5021.53,3136.17
2019-04-16,3.9049,662.7,5185.02,3160.71
2019-04-17,3.9408,661.08,5221.26,3160.87
2019-04-18,3.9271,662.38,5308.57,3160.48
2019-04-22,3.9363,663.94,5365.89,3139.4
2019-04-23,3.9216,667.84,5580.07,3177.88
2019-04-24,3.9922,672.7,5435.81,3195.23
2019-04-25,3.9501,675.38,5495.18,3233.0
2019-04-26,3.9315,674.51,5097.52,3237.98
2019-04-29,3.9431,679.55,5129.68,3247.87
2019-04-30,3.921,676.7,5237.87,3233.95
2019-05-02,3.966,681.48,5405.46,3262.9
2019-05-03,3.938,677.89,5689.05,3240.52
2019-05-06,3.9697,678.38,5693.95,3254.1
2019-05-07,3.9705,684.88,5844.63,3297.0
2019-05-08,3.9286,684.18,5900.67,3290.09
2019-05-09,3.9472,684.77,6080.72,3278.0
2019-05-10,3.9537,686.53,6291.33,3274.25
2019-05-13,3.9937,693.56,7864.38,3274.3
2019-05-14,3.9762,690.88,7719.93,3284.72
2019-05-15,4.0017,690.9,8171.07,3296.2
2019-05-16,4.0449,693.7,7676.51,3290.14
2019-05-17,4.0991,695.72,7106.31,3290.27
2019-05-20,4.0966,696.22,8006.98,3341.81
2019-05-21,4.0392,693.28,8086.18,3344.45
2019-05-22,4.0402,697.12,7832.46,3335.85
2019-05-23,4.0408,696.87,7878.46,3378.2
2019-05-24,4.0227,694.59,8112.36,3358.77
2019-05-27,4.0422,698.61,8754.64,3358.68
2019-05-28,4.0253,707.18,8687.79,3379.55
2019-05-29,3.9732,705.77,8646.35,3352.8
2019-05-30,3.982,709.3,8463.48,3363.98
2019-05-31,3.9232,710.36,8503.38,3379.0
2019-06-04,3.8568,694.24,7651.38,3292.38
2019-06-05,3.8812,694.09,7732.88,3305.98
2019-06-06,3.8812,692.42,7690.61,3291.27
2019-06-07,3.8795,691.92,7898.63,3268.75
2019-06-10,3.8888,697.95,7943.46,3258.72
2019-06-11,3.8579,692.76,7926.36,3259.01
2019-06-12,3.8674,695.69,8120.45,3269.0
2019-06-13,3.8491,696.05,8261.05,3268.13
2019-06-14,3.8967,699.89,8452.83,3273.88
2019-06-17,3.8891,700.38,9273.06,3285.9
2019-06-18,3.8606,696.3,9125.34,3255.7
2019-06-19,3.8395,692.25,9167.27,3241.0
2019-06-20,3.8607,683.55,9562.66,3193.99
2019-06-21,3.8216,684.3,9939.81,3203.05
2019-06-25,3.8492,681.03,11366.24,3190.68
2019-06-26,3.8441,679.9,12733.71,3183.94
2019-06-27,3.8197,680.24,10686.14,3197.65
2019-06-28,3.8499,678.72,12212.7,3211.65
2019-07-02,3.8482,680.38,10714.88,3209.95
2019-07-03,3.8295,679.21,11378.23,3195.35
2019-07-04,3.8021,679.05,11721.74,3198.11
2019-07-05,3.8217,683.47,11034.0,3210.13
2019-07-08,3.8071,686.86,12207.1,3217.98
2019-07-09,3.791,689.69,12401.88,3218.5
2019-07-10,3.7543,686.16,11778.8,3206.5
2019-07-11,3.7547,681.52,11146.07,3199.35
2019-07-12,3.7369,679.37,11907.36,3192.9
2019-07-15,3.757,680.65,10821.99,3190.9
2019-07-16,3.7694,687.53,9595.05,3199.95
2019-07-17,3.765,682.06,9686.99,3185.25
2019-07-18,3.7215,684.14,10616.88,3176.5
2019-07-19,3.7492,686.83,10529.52,3173.4
2019-07-22,3.7406,688.77,10322.33,3175.88
2019-07-23,3.7749,693.04,10147.93,3188.57
2019-07-24,3.7755,690.35,9671.71,3198.8
2019-07-25,3.7792,696.08,9874.05,3217.58
2019-07-26,3.7775,694.93,9834.23,3237.55
2019-07-29,3.7818,697.21,9516.61,3285.01
2019-07-30,3.7908,701.3,9541.65,3302.82
2019-07-31,3.8148,697.1,10026.61,3280.19
2019-08-01,3.8404,705.42,10411.97,3340.85
2019-08-02,3.8895,713.16,10399.38,3384.5
2019-08-05,3.9773,720.7,11723.69,3456.41
2019-08-06,3.9618,715.93,11643.41,3428.23
2019-08-08,3.9198,709.26,11595.78,3369.32
2019-08-09,3.9418,711.53,11864.63,3395.5
2019-08-12,3.9845,714.06,11418.31,3426.76
2019-08-13,3.9671,705.15,10882.13,3412.98
2019-08-14,4.052,711.38,10171.6,3459.13
2019-08-15,3.9925,709.5,10372.72,3471.73
2019-08-16,4.0059,708.63,10395.4,3426.75
2019-08-20,4.0555,710.64,10706.71,3408.98
2019-08-21,4.027,711.09,10155.19,3377.6
2019-08-22,4.0713,713.62,10182.76,3390.5
2019-08-23,4.1223,718.16,10361.52,3423.0
2019-08-26,4.1569,719.81,10265.73,3444.77
2019-08-27,4.1305,722.34,10143.08,3469.98
2019-08-28,4.1682,722.43,9669.45,3477.05
2019-08-29,4.1706,721.22,9526.03,3439.08
2019-08-30,4.1453,721.7,9626.18,3442.35
2019-09-02,4.188,724.87,10408.87,3459.0
2019-09-03,4.1677,725.74,10712.47,3443.23
2019-09-04,4.0949,723.59,10626.01,3397.7
2019-09-05,4.1096,715.09,10518.1,3380.8
2019-09-06,4.0605,712.25,10356.88,3357.25
2019-09-09,4.0962,715.03,10237.89,3371.82
2019-09-10,4.0814,711.74,10052.99,3362.52
2019-09-11,4.0679,715.3,10099.08,3375.05
2019-09-12,4.062,709.72,10331.07,3366.6
2019-09-13,4.0871,707.17,10270.67,3363.5
2019-09-16,4.0804,709.18,10215.87,3364.48
2019-09-17,4.0775,714.25,10250.3,3385.48
2019-09-18,4.1109,715.65,10196.93,3373.75
2019-09-19,4.1673,715.65,10258.85,3384.75
2019-09-20,4.147,715.65,10135.94,3416.2
2019-09-23,4.1646,722.28,9765.49,3437.0
2019-09-24,4.1655,724.05,8582.0,3435.25
2019-09-25,4.148,727.65,8511.8,3431.52
2019-09-26,4.1691,727.13,8094.12,3448.38
2019-09-27,4.1597,726.78,8060.97,3459.8
2019-09-30,4.1562,728.41,8240.9,3477.03
2019-10-01,4.1594,728.82,8380.24,3496.1
2019-10-02,4.1297,725.53,8235.09,3497.36
2019-10-03,4.0815,717.5,8161.33,3450.55
2019-10-04,4.0561,715.8,8170.58,3436.0
2019-10-07,4.1074,718.16,8218.03,3452.48
2019-10-08,4.0953,724.7,8130.26,3453.45
2019-10-09,4.1098,724.15,8590.16,3467.75
2019-10-10,4.1083,718.15,8580.86,3459.13
2019-10-11,4.1098,710.4,8342.93,3431.02
2019-10-14,4.1263,712.55,8343.42,3431.46
2019-10-15,4.1803,716.24,8144.33,3451.7
2019-10-16,4.1544,717.07,7988.24,3459.27
2019-10-17,4.1641,712.08,8046.49,3451.5
2019-10-18,4.1127,711.84,7947.7,3425.65
2019-10-21,4.1296,727.1,8207.68,3448.52
2019-10-22,4.083,723.88,8125.1,3432.2
2019-10-23,4.0364,726.22,7491.38,3393.85
2019-10-24,4.0429,724.3,7456.59,3406.07
2019-10-25,4.0031,727.95,8574.4,3395.73
2019-10-28,3.9925,723.95,9456.3,3395.25
2019-10-29,3.9992,727.2,9446.04,3377.02
2019-10-30,3.992,738.58,9184.99,3389.65
2019-10-31,4.0183,740.5,9189.42,3379.55
2019-11-01,3.9914,740.5,9212.68,3325.7
2019-11-04,4.0173,740.15,9443.36,3339.19
2019-11-05,3.9926,748.5,9357.06,3311.93
2019-11-06,4.0748,741.13,9314.92,3338.0
2019-11-07,4.101,741.63,9209.87,3319.77
2019-11-08,4.1676,747.65,8866.55,3339.41
2019-11-11,4.1478,760.42,8736.17,3341.01
2019-11-12,4.1642,783.83,8764.95,3409.0
2019-11-13,4.1768,795.03,8753.01,3428.85
2019-11-14,4.1892,803.68,8651.15,3453.9
2019-11-15,4.16,777.34,8453.89,3426.23
2019-11-18,4.2087,772.77,8218.67,3442.27
2019-11-19,4.1994,786.85,8108.09,3439.5
2019-11-20,4.2032,795.47,8087.79,3442.7
2019-11-21,4.195,795.32,7598.7,3420.4
2019-11-22,4.196,798.99,7343.85,3425.0
2019-11-25,4.2276,795.64,7214.3,3435.15
2019-11-26,4.2386,799.27,7113.51,3475.95
2019-11-27,4.2592,818.99,7550.08,3509.02
2019-11-28,4.2119,828.61,7564.94,3513.0
2019-11-29,4.2372,810.47,7710.34,3516.93
2019-12-02,4.2169,803.38,7319.36,3508.77
2019-12-03,4.2049,802.85,7329.85,3504.4
2019-12-04,4.2069,791.2,7187.39,3471.0
2019-12-05,4.1873,783.28,7379.66,3458.45
2019-12-06,4.1394,778.23,7469.48,3425.13
2019-12-09,4.1399,775.79,7356.78,3418.88
2019-12-10,4.1455,778.9,7222.09,3405.35
2019-12-11,4.1179,769.67,7191.95,3376.3
2019-12-12,4.091,769.46,7200.62,3373.05
2019-12-13,4.1076,763.72,7240.62,3375.85
2019-12-16,4.0581,762.05,6876.58,3354.55
2019-12-17,4.0721,756.26,6616.45,3343.04
2019-12-18,4.0674,752.39,7131.58,3327.55
2019-12-19,4.0654,753.48,7157.05,3315.5
2019-12-20,4.0978,753.15,7198.73,3331.7
2019-12-23,4.0785,754.43,7319.77,3312.75
2019-12-24,4.0907,751.54,7246.81,3299.0
2019-12-26,4.0538,746.01,7189.08,3286.2
2019-12-27,4.0469,747.27,7219.5,3301.25
2019-12-30,4.0227,751.89,7243.35,3287.5
2019-12-31,4.0304,751.75,7158.27,3277.14
2020-01-02,4.024,750.97,6960.58,3255.95
2020-01-03,4.0588,756.19,7269.82,3263.95
2020-01-06,4.0644,772.4,7575.93,3262.05
2020-01-07,4.0658,769.09,8021.36,3273.0
2020-01-08,4.0649,761.55,8004.26,3246.88
2020-01-09,4.0898,767.22,7786.84,3255.98
2020-01-10,4.0981,772.09,8043.69,3271.95
2020-01-13,4.1425,775.36,8131.06,3269.45
2020-01-14,4.1319,771.38,8736.16,3286.52
2020-01-15,4.1831,775.09,8821.69,3298.9
2020-01-16,4.1839,775.92,8678.8,3322.4
2020-01-17,4.1616,772.66,8906.32,3332.0
2020-01-20,4.1873,769.51,8671.68,3332.52
2020-01-21,4.2136,773.37,8721.88,3353.52
2020-01-22,4.1805,772.01,8640.65,3332.38
2020-01-23,4.17,776.72,8382.87,3360.96
2020-01-24,4.1826,777.62,8406.05,3366.05
2020-01-27,4.2108,791.24,8945.5,3400.13
2020-01-28,4.1904,788.45,9042.56,3385.6
2020-01-29,4.225,791.62,9354.7,3389.05
2020-01-30,4.2472,796.15,9552.18,3414.75
2020-01-31,4.2829,800.49,9354.29,3420.65
2020-02-03,4.2469,788.79,9274.19,3395.75
2020-02-04,4.2546,781.56,9139.77,3361.45
2020-02-05,4.2412,778.22,9687.28,3362.48
2020-02-06,4.2825,783.85,9737.36,3380.15
2020-02-07,4.3175,790.86,9744.46,3414.45
2020-02-10,4.3255,795.85,9866.28,3453.7
2020-02-11,4.3302,792.64,10236.53,3420.43
2020-02-12,4.3529,790.07,10389.08,3388.63
2020-02-13,4.3537,795.4,10180.13,3376.52
2020-02-14,4.2915,791.38,10344.55,3392.1
2020-02-17,4.3277,793.17,9646.95,3397.77
2020-02-18,4.3622,796.9,10154.96,3407.73
2020-02-19,4.3639,798.89,9612.05,3391.07
2020-02-20,4.3904,806.74,9610.56,3403.5
2020-02-21,4.3885,802.71,9674.01,3381.61
2020-02-24,4.3468,807.88,9606.78,3432.47
2020-02-25,4.3468,811.33,9383.9,3430.44
2020-02-26,4.4496,810.22,8747.24,3451.74
2020-02-27,4.4911,814.97,8757.31,3476.44
2020-02-28,4.472,820.78,8671.27,3529.05
2020-03-02,4.4744,812.78,8945.93,3495.55
2020-03-03,4.5078,807.25,8738.3,3459.59
2020-03-04,4.5793,816.77,8732.24,3473.82
2020-03-05,4.6167,823.2,9115.82,3522.0
2020-03-06,4.6274,826.47,9138.35,3586.14
2020-03-09,4.722,842.14,7861.2,3792.83
2020-03-10,4.6428,835.85,7999.1,3795.93
2020-03-11,4.8152,835.8,7863.14,3849.96
2020-03-12,4.7955,853.83,5725.35,3951.57
2020-03-13,4.8345,838.0,5434.09,3981.25
2020-03-16,5.0004,854.6,4904.48,4090.0
2020-03-17,5.0092,848.43,5469.8,4022.8
2020-03-18,5.1089,867.52,5338.27,4100.77
2020-03-19,5.0961,862.0,6254.32,4106.38
2020-03-20,5.064,863.72,5971.92,4092.34
2020-03-24,5.0972,844.5,6752.28,4104.03
2020-03-25,5.0363,844.28,6598.56,4079.91
2020-03-26,5.0234,827.5,6744.69,3990.35
2020-03-27,5.1003,834.7,6683.67,4037.79
2020-03-30,5.1937,852.17,6477.56,4060.75
2020-03-31,5.2059,855.15,6481.37,4055.75
2020-04-01,5.25,861.32,6351.21,4063.5
2020-04-02,5.254,859.0,6749.37,4049.5
2020-04-03,5.3519,865.19,6703.55,4015.0
2020-04-06,5.2822,851.77,7231.12,3978.85
2020-04-07,5.2237,854.33,7118.23,3910.77
2020-04-08,5.1219,848.75,7325.08,3895.2
2020-04-13,5.2012,850.92,6828.62,3871.75
2020-04-14,5.1635,850.92,6873.41,3854.08
2020-04-15,5.238,853.8,6752.45,3892.78
2020-04-16,5.2342,853.11,7060.08,3931.11
2020-04-17,5.2349,854.22,7060.14,3940.98
2020-04-20,5.317,854.15,6868.11,3977.8
2020-04-21,5.338,858.83,6894.6,4047.6
2020-04-22,5.4579,857.19,7119.34,4032.16
2020-04-23,5.5358,858.83,7541.59,4022.77
2020-04-24,5.5822,858.8,7533.88,4043.2
2020-04-27,5.6509,859.68,7708.12,4060.55
