Date,Rate_BRL,Rate_CHI,Bitcoin,Rate_COP
2020-04-28,5.5004,845.4,7736.85,4042.31
2020-04-29,5.3365,835.05,8933.48,3924.3
2020-04-30,5.4866,835.58,8826.56,3942.86
2020-05-04,5.5441,836.47,8921.68,3988.38
2020-05-05,5.5788,834.08,8951.51,3933.23
2020-05-06,5.7179,839.3,9250.9,3965.09
2020-05-07,5.8361,834.85,9801.31,3924.38
2020-05-08,5.7347,826.9,9998.9,3893.9
2020-05-11,5.8189,824.02,8636.21,3898.13
2020-05-12,5.8863,822.45,8824.98,3881.85
2020-05-13,5.887,817.88,9300.04,3912.86
2020-05-14,5.8123,821.26,9656.61,3942.82
2020-05-15,5.8562,826.35,9241.91,3914.45
2020-05-18,5.7162,820.87,9677.73,3852.52
2020-05-19,5.7573,818.15,9690.24,3834.55
2020-05-20,5.6933,802.78,9588.55,3814.7
2020-05-21,5.5536,820.74,9056.92,3769.55
2020-05-22,5.5321,805.86,9181.0,3780.68
2020-05-26,5.3502,805.81,8859.07,3727.77
2020-05-27,5.2728,821.5,9163.42,3733.65
2020-05-28,5.409,808.13,9446.84,3699.4
2020-05-29,5.3363,806.63,9415.96,3732.0
2020-06-01,5.3663,793.78,9680.19,3718.97
2020-06-02,5.2026,780.36,9522.85,3636.63
2020-06-03,5.065,770.57,9583.65,3606.95
2020-06-04,5.1181,771.43,9783.87,3590.75
2020-06-05,4.9619,769.1,9712.33,3575.13
2020-06-08,4.8201,768.58,9702.87,3607.38
2020-06-09,4.901,770.0,9749.6,3657.38
2020-06-10,4.975,772.25,9867.63,3673.38
2020-06-11,5.1911,787.43,9340.86,3774.11
2020-06-12,5.0497,793.75,9463.3,3779.15
2020-06-16,5.2445,785.45,9494.7,3749.55
2020-06-17,5.2284,796.85,9374.04,3748.91
2020-06-18,5.3781,815.9,9343.09,3753.15
2020-06-19,5.3114,815.57,9315.35,3740.7
2020-06-23,5.1544,818.6,9629.89,3699.63
2020-06-24,5.3476,819.15,9288.58,3727.45
2020-06-25,5.3627,811.81,9275.81,3731.52
2020-06-26,5.4859,818.05,9190.26,3750.17
2020-06-30,5.4676,821.22,9147.09,3757.75
2020-07-01,5.3198,813.84,9239.05,3715.55
2020-07-02,5.3622,802.17,9082.38,3642.8
2020-07-03,5.3157,802.33,9092.7,3651.68
2020-07-06,5.3576,798.28,9277.06,3637.19
2020-07-07,5.3814,792.2,9254.79,3625.61
2020-07-08,5.3386,785.45,9430.25,3641.33
2020-07-09,5.3435,788.08,9237.04,3622.75
2020-07-10,5.3254,796.74,9235.1,3621.61
2020-07-13,5.4061,786.42,9249.8,3620.45
2020-07-14,5.3685,787.79,9272.83,3623.05
2020-07-15,5.3705,788.7,9213.7,3623.2
2020-07-16,5.3315,782.03,9103.61,3643.07
2020-07-17,5.3862,785.25,9157.69,3650.9
2020-07-21,5.1733,773.58,9376.53,3623.19
2020-07-22,5.1184,768.59,9377.3,3638.07
2020-07-23,5.2142,767.39,9593.77,3668.45
2020-07-24,5.2324,776.0,9629.62,3693.28
2020-07-27,5.1506,769.28,10891.81,3677.7
2020-07-28,5.157,767.05,10981.18,3724.9
2020-07-29,5.1695,756.13,11222.15,3705.97
2020-07-30,5.1552,759.53,11150.47,3723.53
2020-07-31,5.221,757.77,11345.63,3732.83
2020-08-03,5.322,761.06,11383.53,3768.9
2020-08-04,5.2865,771.47,11214.45,3780.49
2020-08-05,5.2936,777.22,11692.68,3776.23
2020-08-06,5.3325,772.2,11851.58,3741.5
2020-08-07,5.4384,787.68,11575.83,3772.64
2020-08-10,5.4813,802.88,11859.27,3774.4
2020-08-11,5.3813,792.63,11212.89,3741.4
2020-08-12,5.4307,792.7,11565.95,3758.25
2020-08-13,5.3702,792.72,11615.32,3771.45
2020-08-14,5.4231,798.03,11770.13,3792.27
2020-08-18,5.4679,795.05,12030.11,3782.8
2020-08-19,5.5573,783.59,11715.31,3758.04
2020-08-20,5.559,788.22,11863.08,3803.35
2020-08-21,5.6202,793.8,11621.41,3837.7
2020-08-24,5.6111,783.77,11731.2,3855.84
2020-08-25,5.5088,785.79,11265.47,3868.18
2020-08-26,5.6118,785.96,11513.5,3835.95
2020-08-27,5.5697,785.16,11267.05,3815.68
2020-08-28,5.3891,778.6,11502.58,3745.28
2020-08-31,5.4945,776.65,11678.6,3741.1
2020-09-01,5.3969,771.25,12022.35,3678.55
2020-09-02,5.3423,770.87,11375.47,3655.3
2020-09-03,5.2926,775.13,10785.86,3693.1
2020-09-04,5.3016,773.24,10606.46,3715.38
2020-09-08,5.3622,772.75,10016.81,3738.2
2020-09-09,5.3085,767.47,10259.62,3715.93
2020-09-10,5.3203,770.53,10307.29,3708.36
2020-09-11,5.3196,768.84,10329.82,3708.25
2020-09-14,5.2715,764.1,10694.29,3698.02
2020-09-15,5.2769,761.63,10867.34,3700.7
2020-09-16,5.2377,760.7,10998.05,3686.93
2020-09-17,5.2395,763.29,10937.41,3715.94
2020-09-18,5.3885,773.96,10890.68,3736.96
2020-09-21,5.4147,773.5,10479.79,3790.18
2020-09-22,5.4719,776.22,10516.06,3828.88
2020-09-23,5.5964,781.92,10224.14,3864.04
2020-09-24,5.5102,784.22,10631.74,3827.5
2020-09-25,5.5626,787.05,10717.46,3887.15
2020-09-28,5.6624,785.4,10871.25,3871.6
2020-09-29,5.6329,786.68,10756.95,3887.49
2020-09-30,5.6095,784.33,10706.95,3829.18
2020-10-01,5.6461,787.05,10606.06,3845.06
2020-10-02,5.6861,789.26,10547.65,3870.82
2020-10-05,5.5755,797.78,10741.28,3830.1
2020-10-06,5.5936,798.46,10549.5,3832.18
2020-10-07,5.6116,795.4,10661.08,3838.6
2020-10-08,5.601,798.78,10898.05,3839.34
2020-10-09,5.5327,797.22,11041.96,3826.52
2020-10-12,5.6265,788.21,11568.4,3825.98
2020-10-13,5.5709,797.55,11434.88,3862.07
2020-10-14,5.5926,799.07,11393.36,3837.26
2020-10-15,5.6145,802.92,11545.26,3849.49
2020-10-16,5.6462,795.8,11319.41,3849.48
2020-10-19,5.6104,786.4,11735.13,3844.7
2020-10-20,5.6059,786.88,11904.78,3821.65
2020-10-21,5.6064,782.04,12855.5,3768.84
2020-10-22,5.5916,778.65,13124.02,3785.48
2020-10-23,5.6191,776.73,12942.9,3788.34
2020-10-26,5.6247,775.5,13019.83,3814.09
2020-10-27,5.7062,771.04,13620.54,3810.48
2020-10-28,5.7491,773.75,13213.48,3835.55
2020-10-30,5.7451,773.87,13639.46,3870.94
2020-11-03,5.7523,754.88,13741.48,3820.1
2020-11-04,5.6648,757.5,14008.75,3815.03
2020-11-05,5.5402,755.95,15243.85,3764.57
2020-11-06,5.3772,753.82,15553.32,3722.51
2020-11-09,5.3803,756.05,15387.48,3648.6
2020-11-10,5.4129,756.63,15389.01,3628.98
2020-11-11,5.3998,756.36,15831.57,3632.38
2020-11-12,5.4575,756.13,16159.74,3643.18
2020-11-13,5.4635,767.25,16294.47,3639.63
2020-11-17,5.3246,764.88,17639.21,3638.99
2020-11-18,5.3631,757.67,17786.57,3644.92
2020-11-19,5.3087,757.7,17946.04,3649.12
2020-11-20,5.3893,760.92,18589.49,3641.75
2020-11-23,5.4337,770.8,18422.02,3644.82
2020-11-24,5.3752,772.86,18944.86,3639.71
2020-11-25,5.3167,770.0,18880.69,3620.26
2020-11-26,5.332,766.31,17055.5,3616.85
2020-11-27,5.3373,767.39,17005.85,3613.02
2020-11-30,5.3594,767.35,19378.61,3600.75
2020-12-01,5.2183,760.35,19055.69,3570.65
2020-12-02,5.2312,755.47,19156.67,3530.71
2020-12-03,5.1577,750.79,19462.14,3476.1
2020-12-04,5.1295,745.09,18825.45,3467.04
2020-12-07,5.1068,742.5,19084.67,3487.87
2020-12-09,5.1683,742.44,18520.56,3465.68
2020-12-10,5.0192,735.8,18349.98,3439.45
2020-12-11,5.0594,733.22,18101.38,3435.54
2020-12-14,5.1163,733.9,19199.17,3429.97
2020-12-15,5.0829,734.99,19424.24,3424.97
2020-12-16,5.086,733.44,21206.36,3418.14
2020-12-17,5.0665,721.73,22779.13,3412.43
2020-12-18,5.0849,725.88,22901.2,3419.94
2020-12-21,5.1273,728.47,23142.45,3427.28
2020-12-22,5.1628,724.25,23437.95,3451.75
2020-12-23,5.2053,714.25,23297.72,3488.25
2020-12-24,5.1739,714.03,23405.27,3499.47
2020-12-28,5.2473,712.5,26599.22,3495.02
2020-12-29,5.2039,714.83,26895.14,3480.71
2020-12-30,5.192,711.78,28904.39,3429.73
2021-01-04,5.2717,702.58,31037.38,3432.69
2021-01-05,5.2766,698.93,33792.24,3446.24
2021-01-06,5.3006,698.22,35939.27,3425.09
2021-01-07,5.4009,709.89,39733.0,3474.13
2021-01-08,5.4212,710.68,40040.7,3475.8
2021-01-12,5.3212,726.55,34712.73,3483.5
2021-01-13,5.3079,741.7,37283.48,3478.77
2021-01-14,5.2056,728.34,38765.5,3462.02
2021-01-15,5.3003,733.78,36261.52,3465.69
2021-01-18,5.2974,733.83,36234.13,3480.35
2021-01-19,5.3518,736.58,36489.64,3487.04
2021-01-20,5.3083,722.42,34913.07,3471.73
2021-01-21,5.3605,718.25,31217.0,3479.85
2021-01-22,5.4705,728.03,33322.33,3527.05
2021-01-25,5.4965,732.6,32701.29,3589.13
2021-01-26,5.3503,732.44,32017.04,3596.38
2021-01-27,5.4106,739.42,31005.85,3621.18
2021-01-28,5.4405,738.38,33248.02,3572.99
2021-01-29,5.4717,732.5,34641.09,3575.78
2021-02-01,5.4457,736.75,33664.82,3568.8
2021-02-02,5.3594,731.33,35687.9,3530.27
2021-02-03,5.3783,732.6,37294.95,3528.58
2021-02-04,5.4323,739.6,37681.13,3555.52
2021-02-05,5.3767,737.05,37858.84,3547.25
2021-02-08,5.3576,734.07,44691.74,3561.38
2021-02-09,5.3824,734.74,47335.77,3582.55
2021-02-10,5.3847,726.18,45039.51,3557.99
2021-02-11,5.3854,724.35,46931.97,3527.71
2021-02-12,5.3776,722.16,47947.17,3510.12
2021-02-15,5.4196,719.37,48203.45,3501.84
2021-02-16,5.4196,718.61,48585.51,3521.39
2021-02-17,5.4117,715.1,52400.42,3540.46
2021-02-18,5.4313,712.53,52037.53,3539.68
2021-02-19,5.3877,707.94,55629.08,3559.25
2021-02-22,5.46,708.18,54938.64,3597.85
2021-02-23,5.4415,707.09,47962.92,3590.88
2021-02-24,5.4159,703.58,48758.53,3571.22
2021-02-25,5.5212,713.9,48083.51,3592.82
2021-02-26,5.6033,725.38,45672.06,3608.27
2021-03-01,5.6344,722.15,48856.4,3616.94
2021-03-02,5.6645,731.61,47451.1,3637.01
2021-03-03,5.6233,728.37,50952.74,3661.06
2021-03-04,5.6686,725.95,47918.88,3643.62
2021-03-05,5.6831,736.99,49053.13,3635.33
2021-03-08,5.8173,734.7,51878.94,3615.32
2021-03-09,5.8066,735.1,54320.06,3598.41
2021-03-10,5.6725,726.17,56931.78,3582.17
2021-03-11,5.5398,715.48,57624.02,3542.72
2021-03-12,5.556,721.74,56965.96,3568.25
2021-03-15,5.6171,723.5,56414.61,3572.19
2021-03-16,5.6249,728.65,56388.15,3558.49
2021-03-17,5.5872,729.36,57751.66,3567.33
2021-03-18,5.5613,718.72,57501.51,3570.78
2021-03-19,5.4908,716.33,58410.01,3551.6
2021-03-23,5.5238,723.17,54447.56,3579.04
2021-03-24,5.6222,726.5,54050.57,3614.09
2021-03-26,5.7569,729.7,54002.49,3667.92
2021-03-29,5.7833,731.3,57234.35,3680.71
2021-03-30,5.7745,730.22,58673.67,3720.43
2021-03-31,5.6337,719.04,58960.2,3704.37
2021-04-05,5.6655,720.59,58799.14,3660.2
2021-04-06,5.5917,717.2,58243.87,3646.17
2021-04-07,5.6163,713.2,56227.64,3643.11
2021-04-08,5.5718,708.4,57679.16,3642.07
2021-04-09,5.6845,711.68,58333.6,3639.01
2021-04-12,5.7349,712.1,59977.92,3653.54
2021-04-13,5.7184,708.42,63193.56,3666.46
2021-04-14,5.6535,708.19,62384.19,3672.36
2021-04-15,5.6164,700.58,63410.29,3612.88
2021-04-16,5.5881,704.03,62005.42,3609.7
2021-04-19,5.5488,701.65,56210.89,3602.02
2021-04-20,5.5674,696.88,56800.5,3639.46
2021-04-21,5.5522,696.8,54996.31,3627.09
2021-04-22,5.4468,706.67,51593.44,3637.61
2021-04-23,5.4759,712.05,50567.72,3639.63
2021-04-26,5.4369,705.52,53262.87,3652.5
2021-04-27,5.4524,702.33,55192.62,3715.51
2021-04-28,5.3448,697.77,54438.68,3708.85
2021-04-29,5.3396,705.78,52990.9,3710.47
2021-04-30,5.4376,710.35,56814.44,3729.88
2021-05-03,5.4427,703.88,56811.66,3819.67
2021-05-04,5.4435,701.8,54770.39,3824.86
2021-05-05,5.3555,704.75,56895.44,3845.59
2021-05-06,5.2782,699.32,55955.47,3821.25
2021-05-07,5.2375,694.92,57684.39,3763.64
2021-05-10,5.2278,694.78,55308.81,3740.42
2021-05-11,5.2207,702.9,56911.32,3708.81
2021-05-12,5.3065,707.33,54482.81,3747.06
2021-05-13,5.3098,707.93,49312.81,3729.79
2021-05-14,5.2734,700.43,49193.56,3704.54
2021-05-18,5.2613,712.55,43294.36,3666.45
2021-05-19,5.3106,712.12,38336.11,3672.45
2021-05-20,5.2846,718.47,40078.49,3696.84
2021-05-21,5.3668,712.07,35251.36,3746.15
2021-05-24,5.3183,729.47,39024.16,3736.25
2021-05-25,5.3315,734.35,37646.5,3734.9
2021-05-26,5.312,729.72,38774.5,3743.15
2021-05-27,5.2392,728.8,38495.29,3729.19
2021-05-28,5.2257,723.63,35218.36,3707.15
2021-05-31,5.2188,722.18,36690.89,3711.95
2021-06-01,5.1518,725.01,36322.98,3666.21
2021-06-02,5.0764,716.71,37745.13,3649.8
2021-06-03,5.0206,719.95,38705.27,3646.58
2021-06-04,5.0494,717.81,37056.79,3599.98
2021-06-08,5.0342,717.82,33629.96,3604.85
2021-06-09,5.0624,719.67,36408.39,3591.9
2021-06-10,5.0563,720.73,36494.56,3589.94
2021-06-11,5.1181,722.5,37152.15,3603.44
2021-06-15,5.0457,726.75,39948.77,3663.95
2021-06-16,5.0549,726.88,38532.5,3678.23
2021-06-17,5.0082,737.55,37747.52,3713.35
2021-06-18,5.0903,748.42,35517.31,3745.4
2021-06-21,5.0152,728.2,32582.59,3759.14
2021-06-22,4.9596,742.3,32903.52,3782.27
2021-06-23,4.967,735.03,33059.18,3784.94
2021-06-24,4.9146,734.57,34859.9,3774.42
2021-06-25,4.9343,733.9,32215.31,3731.85
2021-06-28,4.9266,728.2,34677.77,3708.75
2021-06-29,4.9565,727.7,36168.2,3767.41
2021-06-30,4.9696,734.38,34585.0,3752.35
2021-07-01,5.049,741.42,33422.0,3784.65
2021-07-02,5.0597,735.5,33142.64,3743.27
2021-07-06,5.1994,748.13,33957.11,3787.46
2021-07-07,5.2325,748.88,34544.86,3831.4
2021-07-08,5.2604,752.9,32815.73,3843.38
2021-07-09,5.1598,748.5,33522.57,3834.01
2021-07-12,5.1742,743.85,32849.59,3823.02
2021-07-13,5.1634,750.2,32508.34,3824.41
2021-07-14,5.0714,745.78,32813.83,3794.99
2021-07-15,5.1119,757.88,31758.37,3802.23
2021-07-16,5.1152,753.29,31842.51,3809.99
2021-07-19,5.2517,760.99,30776.39,3854.89
2021-07-21,5.1881,752.38,31818.67,3854.63
2021-07-22,5.2017,754.35,32247.75,3870.01
2021-07-23,5.2,762.52,32500.7,3869.56
2021-07-26,5.1765,760.21,37751.68,3908.43
2021-07-27,5.1709,767.81,38044.5,3919.06
2021-07-28,5.1168,762.08,39985.95,3905.47
2021-07-29,5.0811,760.05,39722.08,3867.61
2021-07-30,5.2119,759.0,40689.27,3830.75
2021-08-02,5.1743,768.05,38856.63,3886.29
2021-08-03,5.1974,777.9,38072.95,3911.09
2021-08-04,5.1689,774.17,39754.38,3909.46
2021-08-05,5.2493,779.17,40899.36,3910.18
2021-08-06,5.2314,788.22,42719.51,3957.44
2021-08-09,5.2343,784.67,45464.51,3997.33
2021-08-10,5.1901,779.25,45642.9,3969.9
2021-08-11,5.2227,773.25,46345.49,3944.04
2021-08-12,5.2534,774.38,44480.11,3858.58
2021-08-13,5.2477,775.74,47609.88,3846.38
2021-08-17,5.2938,789.97,44992.1,3879.42
2021-08-18,5.3894,788.65,44546.67,3852.32
2021-08-19,5.4149,787.03,46587.99,3870.11
2021-08-20,5.3802,786.77,48668.03,3872.2
2021-08-23,5.3805,784.92,49515.08,3876.48
2021-08-24,5.2477,782.65,48345.65,3866.65
2021-08-25,5.2143,783.9,48712.63,3865.0
2021-08-26,5.2572,786.85,47036.43,3866.14
2021-08-27,5.2038,782.9,48921.81,3829.46
2021-08-30,5.1851,782.13,48648.9,3815.79
2021-08-31,5.1529,774.15,47008.53,3771.96
2021-09-01,5.1863,771.28,48272.51,3762.93
2021-09-02,5.1845,767.58,49562.1,3797.56
2021-09-03,5.1928,767.75,50152.52,3800.6
2021-09-06,5.1699,772.75,51934.74,3794.52
2021-09-07,5.2828,780.75,46819.01,3813.82
2021-09-08,5.3203,786.98,46060.72,3834.76
2021-09-09,5.207,794.4,46256.1,3853.15
2021-09-10,5.2469,788.63,45077.81,3838.69
2021-09-13,5.2158,785.13,45187.52,3833.47
2021-09-14,5.2425,784.25,46828.18,3829.92
2021-09-15,5.2224,779.67,47941.58,3814.78
2021-09-16,5.2565,783.13,47149.38,3816.97
2021-09-17,5.2895,786.64,46990.35,3830.0
2021-09-20,5.3253,788.4,43537.86,3842.8
2021-09-21,5.2733,786.28,40926.74,3838.39
2021-09-22,5.2897,787.85,43451.15,3832.01
2021-09-23,5.3038,785.5,44710.2,3833.42
2021-09-24,5.3345,793.04,42981.54,3837.65
2021-09-27,5.3911,794.28,42706.99,3843.52
2021-09-28,5.4295,801.75,41785.9,3834.9
2021-09-29,5.4149,809.9,41125.06,3839.97
2021-09-30,5.4429,810.06,43436.35,3807.8
2021-10-01,5.3643,803.35,48132.9,3793.38
2021-10-04,5.4549,806.05,49006.15,3795.4
2021-10-05,5.4761,811.45,51474.19,3785.05
2021-10-06,5.4923,814.5,54936.9,3787.56
2021-10-07,5.5188,813.63,54184.24,3774.5
2021-10-08,5.5085,824.06,53993.31,3766.81
2021-10-11,5.5391,813.73,57341.5,3761.39
2021-10-12,5.5396,822.5,55362.51,3721.18
2021-10-13,5.5154,816.07,56982.87,3744.4
2021-10-14,5.5134,825.52,57443.04,3771.35
2021-10-15,5.4616,823.7,62526.67,3767.47
2021-10-18,5.5122,817.78,61367.44,3770.62
2021-10-19,5.5846,811.24,64121.31,3767.2
2021-10-20,5.5982,813.35,65996.35,3767.56
2021-10-21,5.659,817.69,62680.43,3780.25
2021-10-22,5.65,815.97,60726.01,3774.11
2021-10-25,5.556,808.08,62544.64,3767.8
2021-10-26,5.5661,804.17,62096.9,3769.23
2021-10-27,5.5392,804.95,58924.76,3759.45
2021-10-28,5.6458,806.03,61395.58,3777.75
2021-10-29,5.6364,814.5,62395.66,3767.37
2021-11-02,5.5511,812.7,63141.03,3795.98
2021-11-03,5.5533,812.75,62776.06,3834.24
2021-11-04,5.6035,814.31,61365.05,3869.34
2021-11-05,5.5423,811.55,60976.2,3878.85
2021-11-08,5.5423,802.58,66138.54,3876.38
2021-11-09,5.4857,792.15,67734.04,3862.9
2021-11-10,5.4978,795.25,64293.61,3881.91
2021-11-11,5.4046,794.3,65069.89,3878.63
2021-11-12,5.4564,801.07,64100.68,3884.63
2021-11-16,5.4976,812.03,60488.5,3895.34
2021-11-17,5.5242,829.32,60117.19,3918.43
2021-11-18,5.566,832.3,57595.39,3925.4
2021-11-19,5.6102,829.9,57869.63,3916.18
2021-11-22,5.5964,811.95,56278.01,3894.82
2021-11-23,5.5908,812.63,57709.14,3949.88
2021-11-24,5.6015,814.77,57331.67,3975.13
2021-11-25,5.5632,821.33,58855.15,3984.3
2021-11-26,5.6032,831.79,54019.74,4015.7
2021-11-29,5.6081,842.5,58316.89,4035.59
2021-11-30,5.6237,829.25,57138.67,3962.76
2021-12-01,5.6808,838.8,57029.49,3971.56
2021-12-02,5.6393,837.8,56903.45,3938.27
2021-12-03,5.6527,841.25,53655.27,3967.44
2021-12-06,5.686,846.53,50120.56,3932.17
2021-12-07,5.6097,839.28,50527.72,3910.65
2021-12-08,5.5301,840.95,50635.11,3905.56
2021-12-09,5.5802,848.25,47997.76,3903.02
2021-12-10,5.609,842.25,47952.18,3901.3
2021-12-13,5.676,841.63,46828.95,3890.83
2021-12-14,5.6895,843.7,48310.62,4003.09
2021-12-15,5.6853,851.65,49192.58,4000.1
2021-12-16,5.6873,846.95,48111.68,4019.45
2021-12-17,5.6859,844.77,46873.03,4028.13
2021-12-20,5.7378,875.18,46987.56,4007.16
2021-12-21,5.7449,870.65,49106.42,4001.07
2021-12-22,5.6603,861.05,49073.95,3999.62
2021-12-23,5.6772,859.23,50849.2,3998.88
2021-12-24,5.655,865.05,50908.79,3993.43
2021-12-27,5.6316,857.5,50989.1,3999.42
2021-12-28,5.6275,856.13,47561.31,4011.35
2021-12-29,5.6932,848.95,47232.15,4038.04
2021-12-30,5.5697,852.0,47298.35,4080.32
2022-01-03,5.6751,851.65,45997.26,4061.8
2022-01-04,5.6852,847.63,46220.42,4081.55
2022-01-05,5.7161,837.43,43603.88,4024.35
2022-01-06,5.6856,837.25,43120.88,4033.05
2022-01-07,5.6342,828.65,41881.75,4051.08
2022-01-10,5.6701,835.92,41729.31,4051.98
2022-01-11,5.573,828.85,42687.27,3993.25
2022-01-12,5.5203,823.53,43793.81,3974.38
2022-01-13,5.5289,817.7,42828.59,3967.85
2022-01-14,5.528,819.75,43321.7,4004.03
2022-01-17,5.523,822.8,41743.99,4007.11
2022-01-18,5.5681,819.07,42395.22,4038.09
2022-01-19,5.4461,809.6,41724.22,3995.04
2022-01-20,5.4372,802.25,41326.77,3977.23
2022-01-21,5.4515,798.15,36692.38,3955.38
2022-01-24,5.4909,807.9,36828.36,3977.05
2022-01-25,5.4412,800.05,36579.75,3970.77
2022-01-26,5.4423,801.75,36356.7,3930.4
2022-01-27,5.4105,806.07,36198.95,3963.65
2022-01-28,5.3818,813.22,37807.95,3957.0
2022-01-31,5.3102,800.62,38437.84,3947.01
2022-02-01,5.2689,803.25,38813.82,3925.51
2022-02-02,5.2656,811.38,36936.93,3932.49
2022-02-03,5.2874,818.25,36964.58,3954.19
2022-02-04,5.3259,827.75,40647.25,3955.68
2022-02-07,5.2556,824.8,44102.99,3965.25
2022-02-08,5.2586,827.64,44230.11,3948.21
2022-02-09,5.2347,812.91,44497.51,3939.78
2022-02-10,5.2497,805.65,43776.42,3920.2
2022-02-11,5.249,808.65,42563.24,3930.02
2022-02-14,5.2189,813.63,42249.01,3944.5
2022-02-15,5.1692,801.53,43999.15,3951.85
2022-02-16,5.1293,799.53,44092.86,3963.52
2022-02-17,5.1697,795.67,40699.63,3932.55
2022-02-18,5.1388,801.8,39991.9,3930.74
2022-02-21,5.1064,798.75,37076.09,3938.31
2022-02-22,5.0598,793.04,37893.47,3930.57
2022-02-23,5.0065,790.18,37543.5,3912.9
2022-02-24,5.1184,819.38,38414.95,3926.61
2022-02-25,5.1522,802.25,38994.5,3913.0
2022-02-28,5.1929,798.58,41654.97,3937.94
2022-03-01,4.9633,807.47,43900.24,3884.13
2022-03-02,5.102,805.05,44090.72,3836.48
2022-03-03,5.0273,796.25,42096.97,3756.42
2022-03-04,5.0648,805.63,39393.7,3826.49
2022-03-07,5.0976,813.16,37839.36,3812.31
2022-03-08,5.0643,810.35,38506.43,3771.85
2022-03-09,5.0117,804.83,41893.74,3742.9
2022-03-10,5.0188,803.25,39329.95,3817.75
2022-03-11,5.075,804.65,38860.7,3819.95
2022-03-14,5.1195,813.13,38725.24,3798.66
2022-03-15,5.1637,811.05,39441.9,3831.95
2022-03-16,5.0781,799.46,41258.79,3836.3
2022-03-17,5.0393,799.85,40724.56,3825.15
2022-03-18,5.0233,804.0,41755.9,3817.04
2022-03-22,4.9103,792.85,42606.24,3761.61
2022-03-23,4.8267,793.05,42368.58,3784.82
2022-03-24,4.8268,788.36,43895.65,3788.23
2022-03-25,4.7429,778.1,44577.76,3794.11
2022-03-28,4.7657,778.96,47967.56,3786.88
2022-03-29,4.7578,779.9,47486.26,3756.11
2022-03-30,4.7715,789.05,47277.24,3757.46
2022-03-31,4.7417,786.05,45767.58,3771.05
2022-04-01,4.6592,782.42,46168.58,3754.66
2022-04-04,4.5928,779.6,46311.76,3706.02
2022-04-05,4.6517,786.74,45868.99,3741.1
2022-04-06,4.716,800.03,43885.38,3750.45
2022-04-07,4.7536,805.93,43577.22,3769.5
2022-04-08,4.6988,814.7,42815.77,3754.0
2022-04-11,4.6967,817.33,39846.47,3739.07
2022-04-12,4.675,805.88,39534.08,3732.73
2022-04-13,4.691,805.65,41254.52,3723.0
2022-04-14,4.7014,816.55,39915.93,3721.5
2022-04-18,4.6531,816.92,40673.67,3733.42
2022-04-19,4.6681,820.08,41297.9,3749.82
2022-04-20,4.6221,814.55,41430.79,3760.66
2022-04-21,4.7543,825.55,40615.45,3766.66
2022-04-22,4.7961,836.76,39621.31,3857.75
2022-04-25,4.877,844.95,40186.18,3933.44
2022-04-26,4.9981,843.43,38123.52,3942.93
2022-04-27,4.9665,847.81,39106.93,3955.54
2022-04-28,4.9418,857.28,39889.27,3981.27
2022-04-29,4.9721,851.0,38560.04,3960.95
2022-05-02,5.085,860.81,38312.41,4010.02
2022-05-03,4.961,855.47,37784.82,4029.27
2022-05-04,4.921,854.75,39800.33,4066.36
2022-05-05,5.0288,860.83,36456.02,4083.04
2022-05-06,5.0793,858.99,36077.29,4053.93
2022-05-09,5.1608,868.55,30959.3,4091.11
2022-05-10,5.1339,867.0,31000.83,4074.07
2022-05-11,5.1378,862.2,28402.78,4086.02
2022-05-12,5.1348,862.5,28546.25,4110.69
2022-05-13,5.061,860.7,29760.13,4109.88
2022-05-16,5.0609,857.76,29908.75,4058.19
2022-05-17,4.9387,851.35,30077.8,4029.43
2022-05-18,4.9688,853.9,29205.89,4071.49
2022-05-19,4.9296,837.33,30231.08,4053.3
2022-05-20,4.8801,836.09,29117.13,3971.78
2022-05-23,4.8141,830.47,29314.55,3977.52
2022-05-24,4.8197,830.6,29438.3,3976.17
2022-05-25,4.8264,831.78,29764.46,3936.63
2022-05-26,4.7693,823.05,29437.55,3922.0
2022-05-27,4.7306,825.3,28728.9,3932.59
2022-05-31,4.7336,823.88,31788.28,3772.1
2022-06-01,4.8161,824.25,29621.61,3799.92
2022-06-02,4.7974,813.05,30225.18,3773.9
2022-06-03,4.7739,811.5,29640.5,3788.32
2022-06-06,4.7946,821.59,31438.72,3795.43
2022-06-07,4.8709,827.4,31330.81,3784.8
2022-06-08,4.8989,821.84,30179.77,3807.14
2022-06-09,4.9071,824.8,30161.34,3850.67
2022-06-10,4.9876,845.5,29177.39,3940.95
2022-06-13,5.116,861.35,23209.61,3970.75
2022-06-14,5.1174,868.5,21966.38,3967.8
2022-06-15,5.0552,857.02,21640.29,3892.35
2022-06-16,5.0421,866.58,20677.24,3900.17
2022-06-17,5.1538,875.4,20630.54,3902.05
2022-06-21,5.1263,883.58,20838.45,4023.94
2022-06-22,5.1953,888.47,19857.05,4019.47
2022-06-23,5.24,904.72,20795.38,4108.38
2022-06-24,5.2427,918.5,21183.82,4138.38
2022-06-28,5.2687,911.7,20247.7,4096.76
2022-06-29,5.182,924.83,20197.75,4115.65
2022-06-30,5.2568,918.08,18731.3,4155.11
2022-07-01,5.3319,931.13,19406.69,4198.39
2022-07-04,5.3283,927.55,19755.85,4188.58
2022-07-05,5.3878,951.0,20441.63,4278.88
2022-07-06,5.4275,971.65,20380.0,4352.71
