Date,Dif,COEPCOFF Index,COENOIL Index,BCOMCO Index,BCOMKC Index,COP REGN Curncy
2025-03-05,-4.6129999999999995,421.8,815.59,452.0206,29.2359,4112.75
2025-03-06,-4.604000000000001,421.8,815.59,453.0642,27.6099,4102.99
2025-03-07,-4.6129999999999995,421.8,815.59,458.9346,27.4138,4130.83
2025-03-10,-4.622,421.8,815.59,451.8195,27.3853,4179.77
2025-03-11,-4.626999999999999,421.8,815.59,453.5507,28.0806,4132.3
2025-03-12,-4.64,421.8,815.59,462.692,27.5814,4107.04
2025-03-13,-4.656,421.8,815.59,455.8991,27.5065,4124.38
2025-03-14,-4.651000000000001,421.8,815.59,459.933,26.9003,4100.22
2025-03-17,-4.632,421.8,815.59,463.7024,27.3425,4072.39
2025-03-18,-4.646,421.8,815.59,460.925,27.371,4118.11
2025-03-19,-4.665,421.8,815.59,462.0492,27.888,4162.88
2025-03-20,-4.665,421.8,815.59,469.2574,27.9665,4171.58
2025-03-21,-4.655,421.8,815.59,470.0509,27.913,4144.75
2025-03-24,-4.6450000000000005,421.8,815.59,474.8123,28.0556,4144.75
2025-03-25,-4.6259999999999994,421.8,815.59,474.9445,28.4229,4107.81
2025-03-26,-4.605,421.8,815.59,479.0446,27.9558,4129.0
2025-03-27,-4.594,421.8,815.59,480.6317,27.0144,4170.55
2025-03-28,-4.6129999999999995,421.8,815.59,476.2671,27.0964,4201.7
2025-03-31,-4.564,532.67,889.52,489.1624,27.0822,4182.91
2025-04-01,-4.562,532.67,889.52,487.7076,27.7454,4145.5
2025-04-02,-4.582,532.67,889.52,490.2866,27.7311,4156.13
2025-04-03,-4.561000000000001,532.67,889.52,459.0734,27.4744,4156.2
2025-04-04,-4.603,532.67,889.52,429.5133,26.0802,4274.23
2025-04-07,-4.622,532.67,889.52,422.0406,24.5897,4384.8
2025-04-08,-4.552,532.67,889.52,412.2534,24.4725,4425.25
2025-04-09,-4.531000000000001,532.67,889.52,429.0504,24.3982,4319.28
2025-04-10,-4.581,532.67,889.52,415.1631,24.4761,4333.35
2025-04-11,-4.621,532.67,889.52,423.2971,25.3761,4276.97
2025-04-14,-4.622999999999999,532.67,889.52,424.6858,25.7278,4298.31
2025-04-15,-4.592,532.67,889.52,422.4374,26.3486,4355.02
2025-04-16,-4.642,532.67,889.52,429.5794,26.8258,4305.77
2025-04-17,-4.632,532.67,889.52,443.0699,26.7397,4305.77
2025-04-18,-4.632,532.67,889.52,443.0699,26.7397,4305.77
2025-04-21,-4.640000000000001,532.67,889.52,431.8279,26.162,4281.54
2025-04-22,-4.655,532.67,889.52,439.6312,26.7505,4294.62
2025-04-23,-4.674,532.67,889.52,431.0343,27.6834,4306.42
2025-04-24,-4.664000000000001,532.67,889.52,434.1424,28.6199,4266.84
2025-04-25,-4.622999999999999,532.67,889.52,435.1344,28.6953,4217.75
2025-04-28,-4.592999999999999,532.67,889.52,428.4552,29.4273,4217.08
2025-04-29,-4.594,532.67,889.52,418.4696,28.6917,4186.64
2025-04-30,-4.542999999999999,464.79,937.6,403.7888,28.7599,4226.88
2025-05-01,-4.563,464.79,937.6,410.8647,27.6045,4242.65
2025-05-02,-4.364,464.79,937.6,405.3098,27.6583,4250.16
2025-05-05,-4.397,464.79,937.6,398.3,27.8628,4300.22
2025-05-06,-4.407,464.79,937.6,410.997,27.9776,4305.67
2025-05-07,-4.424,464.79,937.6,404.1856,27.565,4284.83
2025-05-08,-4.431,464.79,937.6,415.4233,27.7982,4251.67
2025-05-09,-4.438,464.79,937.6,422.0778,27.8269,4224.45
2025-05-12,-4.444,464.79,937.6,429.5102,26.7648,4226.51
2025-05-13,-4.425,464.79,937.6,439.7513,27.0088,4219.56
2025-05-14,-4.437,464.79,937.6,436.1358,26.1799,4181.17
2025-05-15,-4.415,464.79,937.6,426.2936,26.9119,4200.56
2025-05-16,-4.424,464.79,937.6,430.4448,26.2409,4176.25
2025-05-19,-4.436000000000001,464.79,937.6,430.11,26.8904,4173.03
2025-05-20,-4.457000000000001,464.79,937.6,430.2439,26.5029,4167.2
2025-05-21,-4.4670000000000005,464.79,937.6,427.7666,26.5746,4176.57
2025-05-22,-4.465,464.79,937.6,424.6867,25.8893,4175.38
2025-05-23,-4.4670000000000005,464.79,937.6,426.2936,25.9072,4150.95
2025-05-26,-4.471,464.79,937.6,426.2936,25.9072,4149.95
2025-05-27,-4.424,464.79,937.6,422.0086,25.9574,4112.01
2025-05-28,-4.407,464.79,937.6,426.6954,25.2577,4124.92
2025-05-29,-4.4079999999999995,464.79,937.6,419.933,25.003,4119.47
2025-05-30,-4.386000000000001,464.79,937.6,415.4471,24.576,4160.22
2025-06-02,-4.386000000000001,405.93,936.45,427.6327,24.7195,4160.22
2025-06-03,-4.413,405.93,936.45,434.7967,24.4611,4107.95
2025-06-04,-4.451,405.93,936.45,429.9761,24.8415,4108.95
2025-06-05,-4.437,405.93,936.45,433.5246,25.8175,4108.8
2025-06-06,-4.44,405.93,936.45,440.0861,25.6955,4115.39
2025-06-09,-4.441,405.93,936.45,443.7016,25.9535,4141.54
2025-06-10,-4.451,405.93,936.45,442.7642,25.4901,4205.71
2025-06-11,-4.45,405.93,936.45,461.4443,25.171,4180.19
2025-06-12,-4.45,405.93,936.45,458.2305,24.9395,4153.25
2025-06-13,-4.4479999999999995,405.93,936.45,487.4223,24.9901,4131.56
2025-06-16,-4.4079999999999995,405.93,936.45,481.999,24.5748,4104.95
2025-06-17,-4.419,405.93,936.45,501.4825,24.0114,4099.86
2025-06-18,-4.4479999999999995,405.93,936.45,503.0894,23.2783,4068.2
2025-06-19,-4.4479999999999995,405.93,936.45,503.0894,23.2783,4077.72
2025-06-20,-4.44,405.93,936.45,505.3658,22.7547,4094.82
2025-06-23,-4.44,405.93,936.45,472.1569,23.5853,4094.82
2025-06-24,-4.430000000000001,405.93,936.45,443.032,22.4874,4077.5
2025-06-25,-4.374,405.93,936.45,444.7728,21.9927,4061.75
2025-06-26,-4.336,405.93,936.45,446.5136,22.0757,4040.25
2025-06-27,-4.3389999999999995,405.93,936.45,447.2501,21.9385,4099.51
2025-06-30,-4.278999999999999,397.43,888.24,446.8484,21.6749,4099.51
2025-07-01,-4.287999999999999,397.43,888.24,449.3257,21.0863,4027.35
2025-07-02,-4.327999999999999,397.43,888.24,462.7164,21.0321,3994.4
2025-07-03,-4.378,397.43,888.24,460.6408,20.9165,3983.84
2025-07-04,-4.377000000000001,397.43,888.24,460.6408,20.9165,3984.45
2025-07-07,-4.398,397.43,888.24,465.8632,20.0968,4043.05
2025-07-08,-4.388,397.43,888.24,469.6796,20.6276,4047.23
2025-07-09,-4.408999999999999,397.43,888.24,469.7873,20.5157,4007.9
2025-07-10,-4.418,397.43,888.24,460.0167,20.7865,4010.75
2025-07-11,-4.418,397.43,888.24,470.9179,20.6926,4000.65
2025-07-14,-4.4,397.43,888.24,465.2289,21.8013,4001.53
2025-07-15,-4.36,397.43,888.24,462.3358,21.4763,4027.01
2025-07-16,-4.388999999999999,397.43,888.24,460.8204,22.278,4014.09
2025-07-17,-4.390000000000001,397.43,888.24,467.2953,22.1877,4019.74
2025-07-18,-4.430000000000001,397.43,888.24,466.8131,21.9277,4015.52
2025-07-21,-4.45,397.43,888.24,467.1576,21.0863,4044.73
2025-07-22,-4.45,397.43,888.24,463.2313,21.4041,4075.65
2025-07-23,-4.453,397.43,888.24,463.9201,21.7652,4044.73
2025-07-24,-4.435,397.43,888.24,466.8131,22.018,4072.67
2025-07-25,-4.376,397.43,888.24,461.8536,21.4907,4140.37
2025-07-28,-4.371999999999999,397.43,888.24,473.1503,21.7905,4166.29
2025-07-29,-4.373,397.43,888.24,488.7176,21.4149,4142.13
2025-07-30,-4.41,397.43,888.24,493.2638,21.191,4181.7
2025-07-31,-4.3389999999999995,466.64,1053.57,487.6844,21.3643,4185.58
2025-08-01,-4.388,466.64,1053.57,473.6325,20.5265,4127.2
2025-08-04,-4.398999999999999,466.64,1053.57,468.4663,20.8407,4097.52
2025-08-05,-4.390000000000001,466.64,1053.57,461.3026,21.5738,4089.69
2025-08-06,-4.388,466.64,1053.57,456.4809,21.191,4046.19
2025-08-07,-4.378,466.64,1053.57,453.9322,21.5088,4046.19
2025-08-08,-4.379,466.64,1053.57,454.07,22.3431,4050.11
2025-08-11,-4.388,466.64,1053.57,455.0343,23.1775,4034.21
2025-08-12,-4.367,466.64,1053.57,452.0035,22.7626,4017.76
2025-08-13,-4.397,466.64,1053.57,448.7661,23.0838,4028.49
2025-08-14,-4.386000000000001,466.64,1053.57,455.7231,23.5305,4052.4
2025-08-15,-4.3660000000000005,466.64,1053.57,449.7993,24.6749,4014.7
2025-08-18,-4.386000000000001,466.64,1053.57,454.6899,24.8115,4014.7
2025-08-19,-4.398,466.64,1053.57,449.7993,25.7713,4032.15
2025-08-20,-4.417000000000001,466.64,1053.57,456.7564,26.0962,4020.48
2025-08-21,-4.41,466.64,1053.57,462.3358,26.949,4030.6
2025-08-22,-4.37,466.64,1053.57,463.0246,27.9309,4010.8
2025-08-25,-4.358,466.64,1053.57,469.9128,27.8903,4026.1
2025-08-26,-4.348,466.64,1053.57,459.4428,27.4879,4054.23
2025-08-27,-4.367,466.64,1053.57,464.54,28.4478,4029.23
2025-08-28,-4.390000000000001,466.64,1053.57,468.2597,27.8719,4026.55
2025-08-29,-4.3870000000000005,466.64,1053.57,464.8156,28.5068,4017.05
2025-09-01,-4.3870000000000005,522.89,844.96,464.8156,28.5068,4016.55
2025-09-02,-4.337000000000001,522.89,844.96,476.25,27.344,4003.04
2025-09-03,-4.337000000000001,522.89,844.96,465.6422,27.5876,4005.4
2025-09-04,-4.317,522.89,844.96,461.4404,27.643,3987.1
2025-09-05,-4.306000000000001,522.89,844.96,451.1769,27.5876,3959.51
2025-09-08,-4.327,522.89,844.96,454.7588,28.4145,3940.35
2025-09-09,-4.328999999999999,522.89,844.96,457.4503,28.1893,3922.1
2025-09-10,-4.337000000000001,522.89,844.96,464.8052,28.5659,3924.25
2025-09-11,-4.317,522.89,844.96,456.9658,28.5068,3893.02
2025-09-12,-4.307,522.89,844.96,460.2686,29.3005,3896.5
2025-09-15,-4.218,522.89,844.96,463.8857,30.8362,3905.95
2025-09-16,-4.3389999999999995,522.89,844.96,470.3546,30.2234,3870.56
2025-09-17,-4.3500000000000005,522.89,844.96,466.5289,27.7353,3877.68
2025-09-18,-4.590000000000001,522.89,844.96,462.7032,28.1192,3894.98
2025-09-19,-4.590000000000001,522.89,844.96,456.3038,27.0597,3865.37
2025-09-22,-4.590000000000001,522.89,844.96,456.0256,27.1225,3846.2
2025-09-23,-4.608999999999999,522.89,844.96,462.5641,25.8525,3856.86
2025-09-24,-4.598999999999999,522.89,844.96,472.1631,27.152,3883.29
2025-09-25,-4.5489999999999995,522.89,844.96,473.2065,27.4178,3904.35
2025-09-26,-4.57,522.89,844.96,477.5191,27.9125,3900.6
2025-09-29,-4.601,522.89,844.96,463.7466,27.4805,3919.32
2025-09-30,-4.49,495.05,1018.14,456.4429,27.6762,3920.46
2025-10-01,-4.528,495.05,1018.14,452.1303,28.3444,3879.38
2025-10-02,-4.528,495.05,1018.14,443.8528,27.9162,3885.67
2025-10-03,-4.551,495.05,1018.14,446.2874,28.8501,3869.8
2025-10-06,-4.578999999999999,495.05,1018.14,452.6172,28.1561,3854.89
2025-10-07,-4.591,495.05,1018.14,451.7129,27.7168,3875.21
2025-10-08,-4.61,495.05,1018.14,456.8603,28.433,3891.88
2025-10-09,-4.601,495.05,1018.14,450.3218,27.8534,3885.77
2025-10-10,-4.581999999999999,495.05,1018.14,433.2104,27.5433,3923.53
2025-10-13,-4.581999999999999,495.05,1018.14,437.8012,28.4404,3923.53
2025-10-14,-4.54,495.05,1018.14,431.4019,29.5073,3924.17
2025-10-15,-4.44,495.05,1018.14,428.6891,29.1566,3894.88
2025-10-16,-4.430000000000001,495.05,1018.14,422.8462,29.0753,3844.59
2025-10-17,-4.5489999999999995,495.05,1018.14,425.0025,29.3448,3831.32
2025-10-20,-4.57,495.05,1018.14,423.4722,29.9798,3884.52
2025-10-21,-4.497999999999999,495.05,1018.14,424.5156,30.5335,3892.88
2025-10-22,-4.518,495.05,1018.14,432.8626,31.0725,3909.61
2025-10-23,-4.487,495.05,1018.14,454.1475,30.2825,3882.05
2025-10-24,-4.488999999999999,495.05,1018.14,453.5215,29.7546,3852.07
2025-10-27,-4.457000000000001,495.05,1018.14,451.4347,28.8022,3848.27
2025-10-28,-4.419,495.05,1018.14,443.9919,28.6397,3897.41
2025-10-29,-4.460000000000001,495.05,1018.14,447.4003,28.8465,3873.6
2025-10-30,-4.688999999999999,495.05,1018.14,447.7481,28.9424,3862.4
2025-10-31,-4.510000000000001,533.99,1004.42,450.5304,28.9461,3854.68
2025-11-03,-4.6000000000000005,533.99,1004.42,451.3651,30.0241,3854.68
2025-11-04,-4.731,533.99,1004.42,448.235,29.9207,3857.9
2025-11-05,-4.82,533.99,1004.42,441.8356,30.5372,3834.5
2025-11-06,-4.808,533.99,1004.42,440.8618,29.2931,3785.9
2025-11-07,-4.802,533.99,1004.42,442.6008,30.109,3783.68
2025-11-10,-4.781,533.99,1004.42,445.6093,30.6329,3754.4
2025-11-11,-4.783,533.99,1004.42,453.0277,31.1783,3736.47
2025-11-12,-4.753,533.99,1004.42,436.1729,29.5601,3707.02
2025-11-13,-4.734,533.99,1004.42,437.2635,29.3814,3745.98
2025-11-14,-4.784,533.99,1004.42,445.5984,29.3617,3755.13
2025-11-17,-4.734,533.99,1004.42,444.6178,29.5659,3755.94
2025-11-18,-4.796000000000001,533.99,1004.42,449.0303,30.4373,3722.17
2025-11-19,-4.8260000000000005,533.99,1004.42,438.8044,29.4285,3713.67
2025-11-20,-4.824999999999999,533.99,1004.42,437.1234,29.5698,3763.92
2025-11-21,-4.802,533.99,1004.42,431.4502,29.0045,3807.4
2025-11-24,-4.768999999999999,533.99,1004.42,436.7732,29.5619,3801.71
2025-11-25,-4.7170000000000005,533.99,1004.42,430.6097,30.0919,3813.3
2025-11-26,-4.673000000000001,533.99,1004.42,435.4425,29.8092,3729.34
2025-11-27,-4.660000000000001,533.99,1004.42,435.4425,29.8092,3743.55
2025-11-28,-4.537999999999999,533.99,1004.42,434.0417,29.927,3755.34
2025-12-01,-4.492,578.02,927.44,439.7149,29.8092,3815.61
2025-12-02,-4.542,578.02,927.44,434.602,29.3186,3811.0
2025-12-03,-4.694,578.02,927.44,436.2129,29.2401,3763.79
2025-12-04,-4.766,578.02,927.44,440.2753,29.872,3799.05
2025-12-05,-4.741,578.02,927.44,443.9874,29.4285,3842.61
2025-12-08,-4.720999999999999,578.02,927.44,435.3024,28.7494,3842.61
2025-12-09,-4.785,578.02,927.44,431.8004,28.9496,3864.73
2025-12-10,-4.821,578.02,927.44,433.3412,29.2283,3839.77
2025-12-11,-5.061,578.02,927.44,427.668,29.5345,3802.73
2025-12-12,-5.056000000000001,578.02,927.44,426.1271,28.9928,3800.46
2025-12-15,-4.977,578.02,927.44,422.3449,28.2862,3830.05
2025-12-16,-5.037000000000001,578.02,927.44,410.9283,27.6424,3843.64
2025-12-17,-5.037000000000001,578.02,927.44,416.0412,27.2735,3864.8
2025-12-18,-5.067,578.02,927.44,416.7416,27.0929,3859.92
2025-12-19,-5.066000000000001,578.02,927.44,420.5939,26.7435,3823.85
2025-12-22,-5.048,578.02,927.44,431.3101,27.2695,3783.35
2025-12-23,-5.068,578.02,927.44,433.3412,27.2381,3760.55
2025-12-24,-5.07,578.02,927.44,432.851,27.0968,3736.1
2025-12-25,-5.07,578.02,927.44,432.851,27.0968,3736.1
2025-12-26,-4.976000000000001,578.02,927.44,421.9246,27.4972,3697.0
2025-12-29,-4.993,578.02,927.44,430.6797,27.6464,3748.3
2025-12-30,-5.034999999999999,578.02,927.44,429.5591,27.4933,3777.62
2025-12-31,-4.874999999999999,506.47,1008.2,426.1971,27.3794,3777.62
