Date,Dif Rates,Rate_BRL,Rate_CHI,Rate_COP
2023-10-25,-7.007000000000001,4.9955,925.37,4195.28
2023-10-26,-6.988,4.9879,933.18,4128.66
2023-10-27,-6.9590000000000005,5.0143,926.26,4108.29
2023-10-30,-6.952000000000001,5.0448,907.5,4066.04
2023-10-31,-6.880000000000001,5.0381,897.38,4119.25
2023-11-01,-6.901,4.9555,895.0,4105.54
2023-11-02,-6.92,4.9002,888.51,4046.5
2023-11-03,-6.9559999999999995,4.9032,875.23,3977.38
2023-11-07,-6.972999999999999,4.8791,886.28,4014.48
2023-11-08,-6.9670000000000005,4.9096,903.53,4080.5
2023-11-09,-6.9670000000000005,4.9395,912.53,4025.69
2023-11-10,-6.975,4.9095,913.25,4035.0
2023-11-14,-6.991999999999999,4.8649,891.51,3968.75
2023-11-15,-7.001999999999999,4.9002,887.75,4022.5
2023-11-16,-6.99,4.8685,881.25,4091.27
2023-11-17,-7.0009999999999994,4.9098,885.0,4092.48
2023-11-20,-6.976,4.8544,875.85,4036.14
2023-11-21,-6.9910000000000005,4.8992,870.13,4072.5
2023-11-22,-7.016000000000001,4.9083,874.88,4070.25
2023-11-23,-7.001,4.9038,876.14,4067.35
2023-11-24,-6.984999999999999,4.9021,869.05,4039.62
2023-11-27,-6.948,4.8988,872.15,3976.94
2023-11-28,-6.943999999999999,4.8711,868.33,3953.98
2023-11-29,-6.954,4.906,867.98,3992.32
2023-11-30,-6.926,4.9195,869.72,4035.48
2023-12-01,-6.8660000000000005,4.8828,855.5,3967.85
2023-12-04,-6.848,4.9449,869.95,4017.72
2023-12-05,-6.840999999999999,4.9287,880.35,3998.2
2023-12-06,-6.904,4.9026,872.53,4000.4
2023-12-07,-6.945,4.9056,870.72,3991.38
2023-12-11,-6.93,4.9388,882.13,3985.75
2023-12-12,-6.9639999999999995,4.9663,875.83,3996.19
2023-12-13,-6.924,4.9183,876.55,3998.52
2023-12-14,-6.863,4.9122,866.05,3967.0
2023-12-15,-6.888999999999999,4.9438,875.3,3938.0
2023-12-18,-6.911999999999999,4.9036,871.68,3935.5
2023-12-19,-6.88,4.8642,861.7,3935.25
2023-12-20,-6.731000000000001,4.9146,871.75,3941.62
2023-12-21,-6.748,4.8812,880.13,3948.24
2023-12-22,-6.708,4.861,889.0,3905.59
2023-12-26,-6.7059999999999995,4.8214,892.92,3858.45
2023-12-27,-6.628000000000001,4.833,882.75,3829.26
2023-12-28,-6.648,4.8572,885.1,3854.92
2024-01-02,-6.628,4.9173,885.25,3881.5
2024-01-03,-6.668,4.9191,880.18,3920.38
2024-01-04,-6.743,4.9011,889.33,3933.5
2024-01-05,-6.749,4.8759,890.13,3877.54
2024-01-09,-6.751,4.9072,917.73,3939.31
2024-01-10,-6.736,4.893,915.53,3941.25
2024-01-11,-6.712000000000001,4.8712,911.0,3924.73
2024-01-12,-6.749,4.8544,909.23,3912.53
2024-01-15,-6.753000000000001,4.8656,911.38,3906.25
2024-01-16,-6.734999999999999,4.927,925.0,3942.69
2024-01-17,-6.747999999999999,4.9313,922.85,3966.11
2024-01-18,-6.747000000000001,4.9299,918.06,3918.32
2024-01-19,-6.750000000000001,4.9299,910.49,3910.64
2024-01-22,-6.7459999999999996,4.9852,909.63,3901.38
2024-01-23,-6.744000000000001,4.9503,913.4,3953.31
2024-01-24,-6.739,4.9328,910.25,3917.13
2024-01-25,-6.731999999999999,4.9166,909.45,3941.18
2024-01-26,-6.735999999999999,4.9109,922.5,3912.6
2024-01-29,-6.737000000000001,4.948,930.1,3930.0
2024-01-30,-6.711000000000001,4.9501,931.45,3915.0
2024-01-31,-6.696,4.9554,929.08,3914.9
2024-02-01,-6.510999999999999,4.9127,932.55,3888.25
2024-02-02,-6.494,4.9704,947.55,3935.8
2024-02-05,-6.519000000000001,4.9824,956.0,3966.59
2024-02-06,-6.508,4.9591,948.98,3953.5
2024-02-07,-6.508,4.9717,954.13,3958.39
2024-02-08,-6.522000000000001,4.9972,965.5,3948.51
2024-02-09,-6.524,4.9544,970.27,3922.34
2024-02-12,-6.506000000000001,4.9633,970.6,3915.39
2024-02-13,-6.505,4.9633,970.34,3925.2
2024-02-14,-6.5200000000000005,4.974,958.15,3917.5
2024-02-15,-6.526000000000001,4.9739,967.62,3909.5
2024-02-16,-6.519000000000001,4.9661,971.9,3908.54
2024-02-19,-6.519000000000001,4.9606,966.58,3912.7
2024-02-20,-6.537,4.927,962.61,3921.9
2024-02-21,-6.537999999999999,4.9382,970.79,3925.48
2024-02-22,-6.539000000000001,4.9644,979.38,3929.02
2024-02-23,-6.529000000000001,4.9943,980.18,3964.07
2024-02-26,-6.529000000000001,4.9809,988.7,3958.87
2024-02-27,-6.515,4.9342,981.28,3933.04
2024-02-28,-6.518,4.9707,977.1,3925.0
2024-02-29,-6.504,4.9708,966.5,3925.76
2024-03-01,-6.5040000000000004,4.955,966.0,3947.61
2024-03-04,-6.508,4.9481,975.5,3941.96
2024-03-05,-6.518,4.9583,980.37,3945.02
2024-03-06,-6.512,4.9455,984.65,3921.27
2024-03-07,-6.4910000000000005,4.935,981.61,3916.7
2024-03-08,-6.500000000000001,4.9833,961.65,3901.75
2024-03-11,-6.517,4.9779,966.83,3915.11
2024-03-12,-6.506000000000001,4.972,959.73,3924.38
2024-03-13,-6.527,4.972,945.5,3904.33
2024-03-14,-6.528,4.9898,940.63,3893.81
2024-03-15,-6.529000000000001,4.9959,942.95,3882.89
2024-03-18,-6.53,5.0255,948.75,3896.5
2024-03-19,-6.53,5.0307,965.75,3879.7
2024-03-20,-6.53,4.9681,967.28,3893.73
2024-03-21,-6.518,4.979,972.8,3902.02
2024-03-22,-6.517,5.0015,982.88,3894.44
2024-03-26,-6.08,4.9816,980.55,3856.88
2024-03-27,-6.0600000000000005,4.9852,980.25,3852.31
2024-04-01,-6.050000000000001,5.0553,984.9,3864.23
2024-04-02,-6.0600000000000005,5.0584,975.53,3829.73
2024-04-03,-6.0809999999999995,5.0391,954.89,3813.0
2024-04-04,-6.077,5.0556,942.38,3767.95
2024-04-05,-6.064,5.0665,949.1,3766.05
2024-04-08,-6.032000000000001,5.0295,944.13,3770.01
2024-04-09,-5.9910000000000005,5.0093,941.55,3773.99
2024-04-10,-6.065,5.0748,954.55,3810.85
2024-04-11,-6.077000000000001,5.0925,955.7,3827.47
2024-04-12,-6.048000000000001,5.1182,969.5,3861.6
2024-04-15,-6.074999999999999,5.1856,979.1,3902.36
2024-04-16,-6.088,5.2829,981.84,3917.05
2024-04-17,-6.0889999999999995,5.2421,977.83,3901.73
2024-04-18,-6.098999999999999,5.2485,965.78,3938.2
2024-04-19,-6.082,5.2021,955.3,3910.34
2024-04-22,-6.082,5.1663,953.4,3915.84
2024-04-23,-6.082,5.1264,954.6,3909.38
2024-04-24,-6.090000000000001,5.1481,950.75,3939.21
2024-04-25,-6.090000000000001,5.1592,949.51,3955.52
2024-04-26,-6.073,5.1166,950.4,3902.9
2024-04-29,-6.071999999999999,5.1205,941.55,3866.4
2024-04-30,-6.057,5.1934,960.33,3919.57
2024-05-02,-5.647000000000001,5.1119,946.03,3905.05
2024-05-03,-5.644000000000001,5.0725,939.25,3913.25
2024-05-06,-5.649,5.0763,930.63,3896.05
2024-05-07,-5.649,5.0717,936.98,3887.56
2024-05-08,-5.649,5.0909,937.73,3899.26
2024-05-09,-5.649,5.1416,925.22,3898.75
2024-05-10,-5.649,5.1581,925.45,3889.21
2024-05-14,-5.6450000000000005,5.1294,915.9,3847.0
2024-05-15,-5.641000000000001,5.1366,904.65,3823.17
2024-05-16,-5.650000000000001,5.1296,897.83,3829.75
2024-05-17,-5.651000000000001,5.1045,889.45,3829.43
2024-05-20,-5.651000000000001,5.1045,888.33,3817.92
2024-05-21,-5.652,5.123,888.13,3814.15
2024-05-22,-5.652,5.1516,910.07,3827.96
2024-05-23,-5.653,5.1449,909.5,3866.94
2024-05-24,-5.647,5.168,902.35,3874.83
2024-05-27,-5.654,5.1713,900.9,3874.4
2024-05-28,-5.648999999999999,5.1607,896.75,3846.53
2024-05-29,-5.632,5.2038,911.48,3875.0
2024-05-30,-5.632,5.1348,917.95,3868.91
2024-05-31,-5.615,5.2461,918.25,3867.04
2024-06-04,-5.629,5.2876,907.4,3936.57
2024-06-05,-5.632,5.2984,909.42,3935.27
2024-06-06,-5.632,5.2541,908.15,3937.61
2024-06-07,-5.632,5.3453,920.2,3934.5
2024-06-11,-5.6419999999999995,5.3656,922.55,3985.31
2024-06-12,-5.652,5.4143,916.63,4027.61
2024-06-13,-5.655,5.3643,917.49,4147.88
2024-06-14,-5.655,5.3764,934.8,4139.44
2024-06-17,-5.635,5.4206,936.05,4130.58
2024-06-18,-5.630000000000001,5.4352,936.98,4137.0
2024-06-19,-5.631,5.4349,932.15,4160.85
2024-06-20,-5.6419999999999995,5.4501,930.52,4172.91
2024-06-21,-5.652,5.432,942.7,4145.99
2024-06-24,-5.652,5.3905,945.74,4091.17
2024-06-25,-5.632,5.4516,941.4,4099.33
2024-06-26,-5.622,5.5212,951.53,4136.72
2024-06-27,-5.617000000000001,5.5004,955.38,4167.98
2024-06-28,-5.625,5.594,940.23,4153.08
2024-07-02,-5.1690000000000005,5.6764,945.58,4128.61
2024-07-03,-5.180999999999999,5.5531,940.53,4102.34
2024-07-04,-5.191000000000001,5.4853,935.0,4097.38
2024-07-05,-5.196999999999999,5.4601,937.38,4087.41
2024-07-08,-5.196,5.4703,940.05,4048.04
2024-07-09,-5.18,5.4212,930.6,4016.03
2024-07-10,-5.177,5.4161,911.33,3969.92
2024-07-11,-5.176,5.4386,912.78,3978.4
2024-07-12,-5.176,5.4292,905.45,3922.1
2024-07-15,-5.182,5.4453,909.38,3947.79
2024-07-16,-5.172000000000001,5.4289,936.85,3982.46
2024-07-17,-5.176,5.4826,925.0,4002.71
2024-07-18,-5.192,5.5445,942.85,4044.66
2024-07-19,-5.198,5.5978,946.78,4037.56
2024-07-22,-5.202,5.5768,941.8,3995.69
2024-07-23,-5.194000000000001,5.5856,946.31,4010.93
2024-07-24,-5.189,5.6546,948.65,4042.73
2024-07-25,-5.177,5.6447,951.13,4031.75
2024-07-26,-5.173,5.6563,952.23,4024.06
2024-07-29,-5.191000000000001,5.6152,955.8,4065.92
2024-07-30,-5.188000000000001,5.6129,953.65,4084.93
2024-07-31,-5.1290000000000004,5.6505,941.65,4063.9
2024-08-01,-4.7219999999999995,5.7462,952.48,4087.66
2024-08-02,-4.719000000000001,5.7281,950.6,4132.0
2024-08-05,-4.754999999999999,5.7228,954.1,4156.5
2024-08-06,-4.746,5.6627,944.88,4139.52
2024-08-08,-4.734999999999999,5.547,936.28,4073.0
2024-08-09,-4.7379999999999995,5.5087,932.2,4072.09
2024-08-12,-4.729000000000001,5.4965,933.48,4055.28
2024-08-13,-4.734,5.4554,930.88,4032.41
2024-08-14,-4.746,5.4736,934.58,4019.63
2024-08-15,-4.727,5.4837,928.5,4011.71
2024-08-16,-4.757,5.4715,938.13,4030.25
2024-08-20,-4.76,5.4769,924.1,4010.55
2024-08-21,-4.7700000000000005,5.4888,915.88,4029.54
2024-08-22,-4.769000000000001,5.584,919.89,4063.99
2024-08-23,-4.747999999999999,5.4859,908.23,4028.51
2024-08-26,-4.739000000000001,5.4948,905.15,4024.91
2024-08-27,-4.720000000000001,5.5089,907.78,4038.35
2024-08-28,-4.727,5.5676,912.04,4096.5
2024-08-29,-4.741999999999999,5.6278,911.7,4120.09
2024-08-30,-4.753,5.6068,910.68,4177.58
2024-09-02,-4.7490000000000006,5.6178,917.78,4165.62
2024-09-03,-4.731999999999999,5.6443,929.38,4185.7
2024-09-04,-4.724,5.6418,943.33,4172.84
2024-09-05,-4.723000000000001,5.573,941.78,4158.04
2024-09-06,-4.731,5.5994,943.99,4174.4
2024-09-09,-4.731,5.5849,944.78,4243.67
2024-09-10,-4.743,5.6602,948.94,4280.35
2024-09-11,-4.751999999999999,5.6624,942.38,4269.8
2024-09-12,-4.743,5.6257,930.65,4208.77
2024-09-13,-4.743,5.5646,926.25,4184.62
2024-09-16,-4.6930000000000005,5.5111,922.45,4233.9
2024-09-17,-4.694,5.4833,931.85,4211.66
2024-09-18,-4.744999999999999,5.461,926.05,4182.07
2024-09-19,-5.256,5.4255,926.05,4160.62
2024-09-20,-5.246,5.5107,926.05,4151.59
2024-09-23,-5.247999999999999,5.5375,922.23,4157.5
2024-09-24,-5.242000000000001,5.4554,909.9,4154.25
2024-09-25,-5.241,5.4741,913.75,4198.43
2024-09-26,-5.252000000000001,5.4376,900.86,4158.96
2024-09-27,-5.234999999999999,5.4342,899.9,4178.15
2024-09-30,-5.114999999999999,5.4496,898.7,4206.9
2024-10-01,-4.577000000000001,5.4393,904.88,4221.89
2024-10-02,-4.710000000000001,5.4421,911.13,4183.12
2024-10-03,-4.780000000000001,5.4769,918.93,4191.27
2024-10-04,-4.802999999999999,5.4559,923.38,4169.09
2024-10-07,-4.798,5.4897,925.9,4214.95
2024-10-08,-4.792,5.5344,932.15,4227.37
2024-10-09,-4.797000000000001,5.5935,932.6,4234.76
2024-10-10,-4.808,5.5835,930.76,4201.27
2024-10-11,-4.820000000000001,5.611,924.0,4209.42
2024-10-15,-4.774,5.6529,943.3,4247.75
2024-10-16,-4.774,5.6643,935.6,4264.13
2024-10-17,-4.784000000000001,5.6549,946.3,4256.74
2024-10-18,-4.788,5.693,953.9,4272.1
2024-10-21,-4.811,5.6955,952.33,4276.25
2024-10-22,-4.802999999999999,5.6906,947.18,4265.07
2024-10-23,-4.807,5.6884,946.63,4316.83
2024-10-24,-4.805,5.6646,947.03,4301.0
2024-10-25,-4.808999999999999,5.7078,948.35,4327.5
2024-10-28,-4.818,5.709,947.2,4336.36
2024-10-29,-4.814,5.7618,954.73,4388.25
2024-10-30,-4.821000000000001,5.7629,962.33,4417.25
2024-10-31,-4.734999999999999,5.7877,937.55,4423.83
2024-11-01,-4.3180000000000005,5.8703,973.18,4435.79
2024-11-05,-4.3629999999999995,5.7464,956.1,4408.36
2024-11-06,-4.365000000000001,5.6774,960.58,4412.2
2024-11-07,-4.359,5.6903,948.6,4308.04
2024-11-08,-4.579000000000001,5.7352,971.75,4361.71
2024-11-12,-4.579000000000001,5.7573,985.1,4452.0
2024-11-13,-4.589,5.7974,978.78,4478.56
2024-11-14,-4.599,5.7964,975.51,4486.0
2024-11-15,-4.609,5.8092,979.33,4429.77
2024-11-18,-4.609,5.7527,972.96,4402.75
2024-11-19,-4.612,5.7731,971.9,4391.99
2024-11-20,-4.6209999999999996,5.8092,972.95,4402.06
2024-11-21,-4.6080000000000005,5.8142,974.08,4392.45
2024-11-22,-4.605,5.8068,986.01,4416.49
2024-11-25,-4.6,5.8111,976.8,4385.8
2024-11-26,-4.602,5.8122,978.0,4402.38
2024-11-27,-4.6129999999999995,5.934,977.67,4386.95
2024-11-28,-4.613999999999999,6.0109,977.43,4402.49
2024-11-29,-4.590999999999999,5.9713,973.68,4433.36
2024-12-02,-4.5409999999999995,6.068,977.83,4460.08
2024-12-03,-4.542000000000001,6.0506,972.25,4440.81
2024-12-04,-4.588000000000001,6.0398,974.66,4415.73
2024-12-05,-4.593,6.007,970.25,4415.27
2024-12-06,-4.583,6.0867,974.98,4407.95
2024-12-09,-4.553,6.0836,969.03,4372.26
2024-12-10,-4.5360000000000005,6.0511,975.15,4371.19
2024-12-11,-4.558000000000001,5.9647,976.0,4345.1
2024-12-12,-4.5569999999999995,5.9976,978.95,4346.97
2024-12-13,-4.582000000000001,6.0564,986.38,4317.91
2024-12-16,-4.5329999999999995,6.1349,991.1,4321.25
2024-12-17,-4.56,6.1109,987.83,4345.8
2024-12-18,-4.609,6.2931,990.6,4372.84
2024-12-19,-4.883,6.1403,992.5,4378.59
2024-12-20,-4.883,6.085,990.45,4386.38
2024-12-23,-4.648000000000001,6.1915,991.8,4419.98
2024-12-24,-4.558,6.1575,986.9,4373.69
2024-12-26,-4.428,6.1813,990.37,4383.85
2024-12-27,-4.499,6.1921,993.93,4408.03
2024-12-30,-4.590000000000001,6.1774,994.92,4404.8
2024-12-31,-4.470000000000001,6.1035,983.29,4405.77
2025-01-02,-4.555999999999999,6.1512,1005.25,4375.3
2025-01-03,-4.636,6.1854,1018.25,4346.85
2025-01-07,-4.6850000000000005,6.1021,1004.57,4340.06
2025-01-08,-4.671,6.1099,1001.89,4327.2
2025-01-09,-4.6610000000000005,6.0366,1007.7,4332.0
2025-01-10,-4.664000000000001,6.1079,1012.75,4345.0
2025-01-13,-4.6770000000000005,6.0972,1007.28,4306.75
2025-01-14,-4.682999999999999,6.0542,1003.07,4294.5
2025-01-15,-4.684,6.0131,1006.11,4302.14
2025-01-16,-4.674,6.0547,1012.35,4343.73
2025-01-17,-4.674,6.0796,1006.1,4335.35
2025-01-20,-4.680000000000001,6.0333,1001.72,4318.75
2025-01-21,-4.680000000000001,6.026,1003.5,4306.16
2025-01-22,-4.671,5.9423,991.03,4266.2
2025-01-23,-4.623000000000001,5.924,987.75,4230.88
2025-01-24,-4.634,5.9138,982.5,4178.25
2025-01-27,-4.641,5.9038,987.9,4198.48
2025-01-28,-4.635,5.8657,993.88,4219.0
2025-01-29,-4.639000000000001,5.865,991.85,4169.15
2025-01-30,-4.634999999999999,5.8752,984.25,4155.03
2025-01-31,-4.62,5.844,980.25,4209.33
2025-02-03,-4.652000000000001,5.8082,988.45,4161.71
2025-02-04,-4.654,5.7586,971.58,4160.14
2025-02-05,-4.647,5.8044,971.85,4176.42
2025-02-06,-4.642,5.7626,963.17,4135.67
2025-02-07,-4.634,5.8091,964.15,4122.38
2025-02-10,-4.629,5.7877,961.33,4137.3
2025-02-11,-4.649000000000001,5.7659,961.23,4139.46
2025-02-12,-4.683,5.7596,952.23,4167.04
2025-02-13,-4.635999999999999,5.7675,945.38,4139.08
2025-02-14,-4.6259999999999994,5.6988,941.63,4126.25
2025-02-17,-4.6240000000000006,5.7124,948.26,4126.85
2025-02-18,-4.582999999999999,5.6845,950.68,4093.0
2025-02-19,-4.595000000000001,5.7219,950.3,4101.37
2025-02-20,-4.6259999999999994,5.7027,943.15,4076.72
2025-02-21,-4.620000000000001,5.7305,947.17,4082.25
2025-02-24,-4.621,5.7727,943.78,4118.26
2025-02-25,-4.635999999999999,5.7522,941.98,4128.66
2025-02-26,-4.632,5.8123,941.53,4103.88
2025-02-27,-4.608999999999999,5.8315,952.83,4131.46
2025-02-28,-4.562,5.8844,963.3,4154.14
2025-03-03,-4.628,5.7431,950.48,4108.13
2025-03-04,-4.629,5.7431,945.05,4159.5
2025-03-05,-4.6129999999999995,5.7558,930.3,4112.75
2025-03-06,-4.604000000000001,5.7629,928.25,4102.99
2025-03-07,-4.6129999999999995,5.7896,928.58,4130.83
2025-03-10,-4.622,5.8554,944.5,4179.77
2025-03-11,-4.626999999999999,5.8104,933.48,4132.3
2025-03-12,-4.64,5.8,937.87,4107.04
2025-03-13,-4.656,5.7997,936.13,4124.38
2025-03-14,-4.651000000000001,5.7421,928.48,4100.22
2025-03-17,-4.632,5.6838,919.75,4072.39
2025-03-18,-4.646,5.6713,917.04,4118.11
2025-03-19,-4.665,5.6483,916.58,4162.88
2025-03-20,-4.665,5.6805,928.2,4171.58
2025-03-21,-4.655,5.7283,920.65,4144.75
2025-03-25,-4.6259999999999994,5.6994,921.27,4107.81
2025-03-26,-4.605,5.7352,926.29,4129.0
2025-03-27,-4.594,5.7457,934.17,4170.55
2025-03-28,-4.6129999999999995,5.761,951.3,4201.7
2025-03-31,-4.564,5.7057,951.08,4182.91
2025-04-01,-4.562,5.6825,946.63,4145.5
2025-04-02,-4.582,5.6591,954.9,4156.13
2025-04-03,-4.561000000000001,5.63,949.73,4156.2
2025-04-04,-4.603,5.8423,978.55,4274.23
2025-04-07,-4.622,5.9144,988.95,4384.8
2025-04-08,-4.552,6.0118,1000.0,4425.25
2025-04-09,-4.531000000000001,5.8252,980.13,4319.28
2025-04-10,-4.581,5.8856,986.8,4333.35
2025-04-11,-4.621,5.8668,971.92,4276.97
2025-04-14,-4.622999999999999,5.8552,967.56,4298.31
2025-04-15,-4.592,5.8862,971.95,4355.02
2025-04-16,-4.642,5.867,969.13,4305.77
2025-04-21,-4.640000000000001,5.7724,961.5,4281.54
2025-04-22,-4.655,5.7247,942.5,4294.62
2025-04-23,-4.674,5.7089,944.28,4306.42
2025-04-24,-4.664000000000001,5.6829,934.43,4266.84
2025-04-25,-4.622999999999999,5.6833,934.42,4217.75
2025-04-28,-4.592999999999999,5.6549,943.83,4217.08
2025-04-29,-4.594,5.6209,946.75,4186.64
2025-04-30,-4.542999999999999,5.6734,948.4,4226.88
2025-05-01,-4.563,5.6716,941.13,4242.65
2025-05-02,-4.364,5.6572,947.95,4250.16
2025-05-05,-4.397,5.6877,941.53,4300.22
2025-05-06,-4.407,5.7141,940.35,4305.67
2025-05-07,-4.424,5.7453,946.48,4284.83
2025-05-08,-4.431,5.663,935.53,4251.67
2025-05-09,-4.438,5.6541,936.81,4224.45
2025-05-12,-4.444,5.6754,946.59,4226.51
2025-05-13,-4.425,5.6081,940.18,4219.56
2025-05-14,-4.437,5.6379,942.76,4181.17
2025-05-15,-4.415,5.6827,938.85,4200.56
2025-05-16,-4.424,5.6651,942.78,4176.25
2025-05-19,-4.436000000000001,5.6521,937.78,4173.03
2025-05-20,-4.457000000000001,5.6681,944.1,4167.2
2025-05-21,-4.4670000000000005,5.646,941.13,4176.57
2025-05-22,-4.465,5.708,942.46,4175.38
2025-05-23,-4.4670000000000005,5.6467,938.97,4150.95
2025-05-26,-4.471,5.669,940.1,4149.95
2025-05-27,-4.424,5.6424,937.4,4112.01
2025-05-28,-4.407,5.6899,941.0,4124.92
2025-05-29,-4.4079999999999995,5.6674,935.3,4119.47
2025-05-30,-4.386000000000001,5.7231,945.68,4160.22
2025-06-03,-4.413,5.6383,941.17,4107.95
2025-06-04,-4.451,5.6371,937.05,4108.95
2025-06-05,-4.437,5.588,931.0,4108.8
2025-06-06,-4.44,5.5601,934.89,4115.39
2025-06-09,-4.441,5.5588,937.1,4141.54
2025-06-10,-4.451,5.5744,940.49,4205.71
2025-06-11,-4.45,5.537,934.2,4180.19
2025-06-12,-4.45,5.5374,930.08,4153.25
2025-06-13,-4.4479999999999995,5.5437,940.28,4131.56
2025-06-16,-4.4079999999999995,5.4925,936.33,4104.95
2025-06-17,-4.419,5.501,945.3,4099.86
2025-06-18,-4.4479999999999995,5.4932,944.08,4068.2
2025-06-19,-4.4479999999999995,5.5427,940.2,4077.72
2025-06-20,-4.44,5.5137,942.88,4094.82
2025-06-24,-4.430000000000001,5.5111,934.95,4077.5
2025-06-25,-4.374,5.564,937.38,4061.75
2025-06-26,-4.336,5.4892,931.65,4040.25
2025-06-27,-4.3389999999999995,5.4867,941.48,4099.51
2025-07-01,-4.287999999999999,5.4587,929.45,4027.35
2025-07-02,-4.327999999999999,5.4249,927.13,3994.4
2025-07-03,-4.378,5.4089,929.98,3983.84
2025-07-04,-4.377000000000001,5.4211,930.55,3984.45
2025-07-07,-4.398,5.4869,943.0,4043.05
2025-07-08,-4.388,5.4481,941.94,4047.23
2025-07-09,-4.408999999999999,5.5726,949.88,4007.9
2025-07-10,-4.418,5.5318,950.26,4010.75
2025-07-11,-4.418,5.5598,958.48,4000.65
2025-07-14,-4.4,5.588,967.3,4001.53
2025-07-15,-4.36,5.5568,966.41,4027.01
2025-07-16,-4.388999999999999,5.5683,953.75,4014.09
2025-07-17,-4.390000000000001,5.5457,962.7,4019.74
2025-07-18,-4.430000000000001,5.5795,964.58,4015.52
2025-07-21,-4.45,5.5672,954.05,4044.73
2025-07-22,-4.45,5.5652,950.5,4075.65
2025-07-23,-4.453,5.5201,949.17,4044.73
2025-07-24,-4.435,5.5204,950.2,4072.67
2025-07-25,-4.376,5.5642,963.5,4140.37
2025-07-28,-4.371999999999999,5.5886,967.74,4166.29
2025-07-29,-4.373,5.5746,971.25,4142.13
2025-07-30,-4.41,5.5714,981.85,4181.7
2025-07-31,-4.3389999999999995,5.6003,972.61,4185.58
2025-08-01,-4.388,5.5421,968.9,4127.2
2025-08-04,-4.398999999999999,5.499,966.13,4097.52
2025-08-05,-4.390000000000001,5.5076,965.98,4089.69
2025-08-06,-4.388,5.4638,975.5,4046.19
2025-08-08,-4.379,5.4345,966.13,4050.11
2025-08-11,-4.388,5.4426,969.85,4034.21
2025-08-12,-4.367,5.3889,955.32,4017.76
2025-08-13,-4.397,5.3976,953.69,4028.49
2025-08-14,-4.386000000000001,5.417,966.34,4052.4
2025-08-15,-4.3660000000000005,5.4011,965.63,4014.7
2025-08-19,-4.398,5.5057,963.33,4032.15
2025-08-20,-4.417000000000001,5.4824,967.0,4020.48
2025-08-21,-4.41,5.4757,970.85,4030.6
2025-08-22,-4.37,5.426,958.78,4010.8
2025-08-25,-4.358,5.4117,964.78,4026.1
2025-08-26,-4.348,5.4317,965.97,4054.23
2025-08-27,-4.367,5.4182,968.28,4029.23
2025-08-28,-4.390000000000001,5.4145,967.68,4026.55
2025-08-29,-4.3870000000000005,5.4297,966.88,4017.05
2025-09-01,-4.3870000000000005,5.4395,968.72,4016.55
2025-09-02,-4.337000000000001,5.4651,973.4,4003.04
2025-09-03,-4.337000000000001,5.451,969.1,4005.4
2025-09-04,-4.317,5.4467,972.38,3987.1
2025-09-05,-4.306000000000001,5.4126,965.89,3959.51
2025-09-08,-4.327,5.4196,970.13,3940.35
2025-09-09,-4.328999999999999,5.4383,967.93,3922.1
2025-09-10,-4.337000000000001,5.4089,962.76,3924.25
2025-09-11,-4.317,5.3891,952.29,3893.02
2025-09-12,-4.307,5.3543,954.25,3896.5
2025-09-15,-4.218,5.3169,951.19,3905.95
2025-09-16,-4.3389999999999995,5.2972,947.81,3870.56
2025-09-17,-4.3500000000000005,5.3045,952.05,3877.68
2025-09-18,-4.590000000000001,5.3137,960.77,3894.98
2025-09-19,-4.590000000000001,5.3241,960.77,3865.37
2025-09-22,-4.590000000000001,5.3353,955.83,3846.2
2025-09-23,-4.608999999999999,5.2824,948.85,3856.86
2025-09-24,-4.598999999999999,5.3314,952.66,3883.29
2025-09-25,-4.5489999999999995,5.3637,961.3,3904.35
2025-09-26,-4.57,5.344,959.88,3900.6
2025-09-29,-4.601,5.3224,966.43,3919.32
2025-09-30,-4.49,5.3218,962.5,3920.46
2025-10-01,-4.528,5.3292,959.55,3879.38
2025-10-02,-4.528,5.3383,961.79,3885.67
2025-10-03,-4.551,5.3372,965.32,3869.8
2025-10-06,-4.578999999999999,5.3113,962.07,3854.89
2025-10-07,-4.591,5.3505,959.13,3875.21
2025-10-08,-4.61,5.3431,951.03,3891.88
2025-10-09,-4.601,5.3693,950.84,3885.77
2025-10-10,-4.581999999999999,5.5209,960.03,3923.53
2025-10-14,-4.54,5.484,960.96,3924.17
2025-10-15,-4.44,5.4543,961.04,3894.88
2025-10-16,-4.430000000000001,5.4448,955.98,3844.59
2025-10-17,-4.5489999999999995,5.4102,957.6,3831.32
2025-10-20,-4.57,5.3745,950.95,3884.52
2025-10-21,-4.497999999999999,5.3883,953.65,3892.88
2025-10-22,-4.518,5.4008,950.5,3909.61
2025-10-23,-4.487,5.3839,944.51,3882.05
2025-10-24,-4.488999999999999,5.3889,941.55,3852.07
2025-10-27,-4.457000000000001,5.374,941.43,3848.27
2025-10-28,-4.419,5.3582,943.4,3897.41
2025-10-29,-4.460000000000001,5.3613,941.83,3873.6
2025-10-30,-4.688999999999999,5.3814,942.38,3862.4
2025-10-31,-4.510000000000001,5.3766,953.12,3854.68
2025-11-04,-4.731,5.4005,946.53,3857.9
2025-11-05,-4.82,5.357,944.32,3834.5
2025-11-06,-4.808,5.3521,943.4,3785.9
2025-11-07,-4.802,5.334,945.7,3783.68
