Date,Dif Rates,Rate_BRL,Rate_CHI,Rate_COP
2021-10-12,-1.909,5.5396,822.5,3721.18
2021-10-13,-1.919,5.5154,816.07,3744.4
2021-10-14,-1.923,5.5134,825.52,3771.35
2021-10-15,-1.927,5.4616,823.7,3767.47
2021-10-18,-1.927,5.5122,817.78,3770.62
2021-10-19,-1.948,5.5846,811.24,3767.2
2021-10-20,-1.931,5.5982,813.35,3767.56
2021-10-21,-1.929,5.659,817.69,3780.25
2021-10-22,-1.911,5.65,815.97,3774.11
2021-10-25,-1.915,5.556,808.08,3767.8
2021-10-26,-1.912,5.5661,804.17,3769.23
2021-10-27,-1.917,5.5392,804.95,3759.45
2021-10-28,-1.922,5.6458,806.03,3777.75
2021-10-29,-1.916,5.6364,814.5,3767.37
2021-11-02,-2.395,5.5511,812.7,3795.98
2021-11-03,-2.4040000000000004,5.5533,812.75,3834.24
2021-11-04,-2.4080000000000004,5.6035,814.31,3869.34
2021-11-05,-2.4010000000000002,5.5423,811.55,3878.85
2021-11-08,-2.4000000000000004,5.5423,802.58,3876.38
2021-11-09,-2.398,5.4857,792.15,3862.9
2021-11-10,-2.407,5.4978,795.25,3881.91
2021-11-11,-2.415,5.4046,794.3,3878.63
2021-11-12,-2.414,5.4564,801.07,3884.63
2021-11-16,-2.415,5.4976,812.03,3895.34
2021-11-17,-2.406,5.5242,829.32,3918.43
2021-11-18,-2.415,5.566,832.3,3925.4
2021-11-19,-2.415,5.6102,829.9,3916.18
2021-11-22,-2.419,5.5964,811.95,3894.82
2021-11-23,-2.4010000000000002,5.5908,812.63,3949.88
2021-11-24,-2.418,5.6015,814.77,3975.13
2021-11-25,-2.423,5.5632,821.33,3984.3
2021-11-26,-2.427,5.6032,831.79,4015.7
2021-11-29,-2.4250000000000003,5.6081,842.5,4035.59
2021-11-30,-2.423,5.6237,829.25,3962.76
2021-12-01,-2.4200000000000004,5.6808,838.8,3971.56
2021-12-02,-2.4170000000000003,5.6393,837.8,3938.27
2021-12-03,-2.4170000000000003,5.6527,841.25,3967.44
2021-12-06,-2.4240000000000004,5.686,846.53,3932.17
2021-12-07,-2.4170000000000003,5.6097,839.28,3910.65
2021-12-08,-2.4170000000000003,5.5301,840.95,3905.56
2021-12-09,-2.4170000000000003,5.5802,848.25,3903.02
2021-12-10,-2.415,5.609,842.25,3901.3
2021-12-13,-2.415,5.676,841.63,3890.83
2021-12-14,-2.4090000000000003,5.6895,843.7,4003.09
2021-12-15,-2.4090000000000003,5.6853,851.65,4000.1
2021-12-16,-2.407,5.6873,846.95,4019.45
2021-12-17,-2.4040000000000004,5.6859,844.77,4028.13
2021-12-20,-2.878,5.7378,875.18,4007.16
2021-12-21,-2.855,5.7449,870.65,4001.07
2021-12-22,-2.858,5.6603,861.05,3999.62
2021-12-23,-2.862,5.6772,859.23,3998.88
2021-12-24,-2.865,5.655,865.05,3993.43
2021-12-27,-2.866,5.6316,857.5,3999.42
2021-12-28,-2.8640000000000003,5.6275,856.13,4011.35
2021-12-29,-2.863,5.6932,848.95,4038.04
2021-12-30,-2.855,5.5697,852.0,4080.32
2022-01-03,-2.8640000000000003,5.6751,851.65,4061.8
2022-01-04,-2.847,5.6852,847.63,4081.55
2022-01-05,-2.861,5.7161,837.43,4024.35
2022-01-06,-2.8640000000000003,5.6856,837.25,4033.05
2022-01-07,-2.866,5.6342,828.65,4051.08
2022-01-10,-2.866,5.6701,835.92,4051.98
2022-01-11,-2.866,5.573,828.85,3993.25
2022-01-12,-2.866,5.5203,823.53,3974.38
2022-01-13,-2.867,5.5289,817.7,3967.85
2022-01-14,-2.8720000000000003,5.528,819.75,4004.03
2022-01-17,-2.8810000000000002,5.523,822.8,4007.11
2022-01-18,-2.9170000000000003,5.5681,819.07,4038.09
2022-01-19,-2.894,5.4461,809.6,3995.04
2022-01-20,-2.912,5.4372,802.25,3977.23
2022-01-21,-2.887,5.4515,798.15,3955.38
2022-01-24,-2.892,5.4909,807.9,3977.05
2022-01-25,-2.878,5.4412,800.05,3970.77
2022-01-26,-2.89,5.4423,801.75,3930.4
2022-01-27,-2.889,5.4105,806.07,3963.65
2022-01-28,-2.8800000000000003,5.3818,813.22,3957.0
2022-01-31,-3.825,5.3102,800.62,3947.01
2022-02-01,-3.831,5.2689,803.25,3925.51
2022-02-02,-3.833,5.2656,811.38,3932.49
2022-02-03,-3.8360000000000003,5.2874,818.25,3954.19
2022-02-04,-3.835,5.3259,827.75,3955.68
2022-02-07,-3.8360000000000003,5.2556,824.8,3965.25
2022-02-08,-3.83,5.2586,827.64,3948.21
2022-02-09,-3.844,5.2347,812.91,3939.78
2022-02-10,-3.834,5.2497,805.65,3920.2
2022-02-11,-3.8280000000000003,5.249,808.65,3930.02
2022-02-14,-3.8280000000000003,5.2189,813.63,3944.5
2022-02-15,-3.826,5.1692,801.53,3951.85
2022-02-16,-3.826,5.1293,799.53,3963.52
2022-02-17,-3.8190000000000004,5.1697,795.67,3932.55
2022-02-18,-3.8230000000000004,5.1388,801.8,3930.74
2022-02-21,-3.8280000000000003,5.1064,798.75,3938.31
2022-02-22,-3.833,5.0598,793.04,3930.57
2022-02-23,-3.8280000000000003,5.0065,790.18,3912.9
2022-02-24,-3.8360000000000003,5.1184,819.38,3926.61
2022-02-25,-3.827,5.1522,802.25,3913.0
2022-02-28,-3.8190000000000004,5.1929,798.58,3937.94
2022-03-01,-3.8160000000000003,4.9633,807.47,3884.13
2022-03-02,-3.821,5.102,805.05,3836.48
2022-03-03,-3.822,5.0273,796.25,3756.42
2022-03-04,-3.8200000000000003,5.0648,805.63,3826.49
2022-03-07,-3.8230000000000004,5.0976,813.16,3812.31
2022-03-08,-3.83,5.0643,810.35,3771.85
2022-03-09,-3.826,5.0117,804.83,3742.9
2022-03-10,-3.813,5.0188,803.25,3817.75
2022-03-11,-3.785,5.075,804.65,3819.95
2022-03-14,-3.7630000000000003,5.1195,813.13,3798.66
2022-03-15,-3.6820000000000004,5.1637,811.05,3831.95
2022-03-16,-3.769,5.0781,799.46,3836.3
2022-03-17,-3.5690000000000004,5.0393,799.85,3825.15
2022-03-18,-3.5700000000000003,5.0233,804.0,3817.04
2022-03-22,-3.5919999999999996,4.9103,792.85,3761.61
2022-03-23,-3.602,4.8267,793.05,3784.82
2022-03-24,-3.606,4.8268,788.36,3788.23
2022-03-25,-3.596,4.7429,778.1,3794.11
2022-03-28,-3.591,4.7657,778.96,3786.88
2022-03-29,-3.564,4.7578,779.9,3756.11
2022-03-30,-3.587,4.7715,789.05,3757.46
2022-03-31,-3.5869999999999997,4.7417,786.05,3771.05
2022-04-01,-4.51,4.6592,782.42,3754.66
2022-04-04,-4.5120000000000005,4.5928,779.6,3706.02
2022-04-05,-4.506,4.6517,786.74,3741.1
2022-04-06,-4.506,4.716,800.03,3750.45
2022-04-07,-4.4910000000000005,4.7536,805.93,3769.5
2022-04-08,-4.4910000000000005,4.6988,814.7,3754.0
2022-04-11,-4.49,4.6967,817.33,3739.07
2022-04-12,-4.498,4.675,805.88,3732.73
2022-04-13,-4.513,4.691,805.65,3723.0
2022-04-14,-4.513,4.7014,816.55,3721.5
2022-04-18,-4.518,4.6531,816.92,3733.42
2022-04-19,-4.532,4.6681,820.08,3749.82
2022-04-20,-4.545,4.6221,814.55,3760.66
2022-04-21,-4.5600000000000005,4.7543,825.55,3766.66
2022-04-22,-4.550000000000001,4.7961,836.76,3857.75
2022-04-25,-4.542,4.877,844.95,3933.44
2022-04-26,-4.5329999999999995,4.9981,843.43,3942.93
2022-04-27,-4.526,4.9665,847.81,3955.54
2022-04-28,-4.535,4.9418,857.28,3981.27
2022-04-29,-4.5409999999999995,4.9721,851.0,3960.95
2022-05-02,-5.453,5.085,860.81,4010.02
2022-05-03,-5.458,4.961,855.47,4029.27
2022-05-04,-5.453,4.921,854.75,4066.36
2022-05-05,-4.956,5.0288,860.83,4083.04
2022-05-06,-4.951,5.0793,858.99,4053.93
2022-05-09,-4.95,5.1608,868.55,4091.11
2022-05-10,-4.920999999999999,5.1339,867.0,4074.07
2022-05-11,-4.9399999999999995,5.1378,862.2,4086.02
2022-05-12,-4.926,5.1348,862.5,4110.69
2022-05-13,-4.948,5.061,860.7,4109.88
2022-05-16,-4.944,5.0609,857.76,4058.19
2022-05-17,-4.947,4.9387,851.35,4029.43
2022-05-18,-4.958,4.9688,853.9,4071.49
2022-05-19,-4.96,4.9296,837.33,4053.3
2022-05-20,-4.971,4.8801,836.09,3971.78
2022-05-23,-4.97,4.8141,830.47,3977.52
2022-05-24,-4.971,4.8197,830.6,3976.17
2022-05-25,-4.9719999999999995,4.8264,831.78,3936.63
2022-05-26,-4.9719999999999995,4.7693,823.05,3922.0
2022-05-27,-4.975,4.7306,825.3,3932.59
2022-05-31,-4.9639999999999995,4.7336,823.88,3772.1
2022-06-01,-4.966,4.8161,824.25,3799.92
2022-06-02,-4.981,4.7974,813.05,3773.9
2022-06-03,-4.992,4.7739,811.5,3788.32
2022-06-06,-4.997,4.7946,821.59,3795.43
2022-06-07,-5.0169999999999995,4.8709,827.4,3784.8
2022-06-08,-5.017,4.8989,821.84,3807.14
2022-06-09,-5.029,4.9071,824.8,3850.67
2022-06-10,-5.03,4.9876,845.5,3940.95
2022-06-13,-5.058999999999999,5.116,861.35,3970.75
2022-06-14,-5.085000000000001,5.1174,868.5,3967.8
2022-06-15,-5.053999999999999,5.0552,857.02,3892.35
2022-06-16,-4.309,5.0421,866.58,3900.17
2022-06-17,-4.3149999999999995,5.1538,875.4,3902.05
2022-06-21,-4.314,5.1263,883.58,4023.94
2022-06-22,-4.311999999999999,5.1953,888.47,4019.47
2022-06-23,-4.321999999999999,5.24,904.72,4108.38
2022-06-24,-4.308,5.2427,918.5,4138.38
2022-06-28,-4.247,5.2687,911.7,4096.76
2022-06-29,-4.257000000000001,5.182,924.83,4115.65
2022-06-30,-4.247,5.2568,918.08,4155.11
2022-07-01,-5.609,5.3319,931.13,4198.39
2022-07-04,-5.609,5.3283,927.55,4188.58
2022-07-05,-5.599,5.3878,951.0,4278.88
2022-07-06,-5.602,5.4275,971.65,4352.71
2022-07-07,-5.6049999999999995,5.3421,951.1,4395.35
2022-07-08,-5.606999999999999,5.2555,969.75,4420.75
2022-07-11,-5.608,5.3785,992.25,4575.04
2022-07-12,-5.6,5.4383,1016.25,4626.8
2022-07-13,-5.608,5.3927,1008.0,4490.4
2022-07-14,-5.609,5.4245,1048.5,4493.45
2022-07-15,-5.59,5.4075,974.01,4361.45
2022-07-18,-5.575,5.4373,947.49,4308.83
2022-07-19,-5.582,5.4142,925.87,4321.85
2022-07-21,-5.604,5.4985,926.5,4424.39
2022-07-22,-5.615,5.498,955.45,4464.5
2022-07-25,-5.587,5.3572,936.5,4466.98
2022-07-26,-5.598999999999999,5.3513,924.7,4446.58
2022-07-27,-5.58,5.2441,910.0,4422.08
2022-07-28,-4.8149999999999995,5.1826,909.75,4372.02
2022-07-29,-4.813000000000001,5.1733,900.24,4295.52
2022-08-01,-6.223000000000001,5.1866,891.95,4269.95
2022-08-02,-6.207,5.2793,907.63,4325.2
2022-08-03,-6.222,5.284,911.13,4307.25
2022-08-04,-6.22,5.2133,902.3,4289.45
2022-08-05,-6.229000000000001,5.1639,916.9,4348.02
2022-08-08,-6.231,5.1129,905.63,4316.9
2022-08-09,-6.216,5.1249,903.88,4349.51
2022-08-10,-6.226000000000001,5.0943,888.53,4273.0
2022-08-11,-6.224,5.1568,884.67,4228.19
2022-08-12,-6.220000000000001,5.0745,876.05,4160.1
2022-08-16,-6.219,5.1479,880.75,4247.59
2022-08-17,-6.216,5.1663,897.72,4345.24
2022-08-18,-6.232000000000001,5.169,929.6,4389.88
2022-08-19,-6.234,5.1703,944.76,4377.35
2022-08-22,-6.236000000000001,5.157,941.69,4397.12
2022-08-23,-6.24,5.1052,916.75,4357.39
2022-08-24,-6.242000000000001,5.1107,921.38,4409.25
2022-08-25,-6.234,5.1098,897.19,4393.1
2022-08-26,-6.232000000000001,5.0637,892.45,4403.95
2022-08-29,-6.226000000000001,5.0291,884.75,4369.2
2022-08-30,-6.207999999999999,5.122,886.13,4421.52
2022-08-31,-6.2139999999999995,5.1839,896.0,4429.17
2022-09-01,-6.220999999999999,5.2424,895.75,4486.85
2022-09-02,-6.213,5.1701,876.5,4482.63
2022-09-05,-6.220999999999999,5.1532,881.7,4474.55
2022-09-06,-6.222,5.2512,892.9,4478.55
2022-09-07,-6.222000000000001,5.2357,885.58,4404.47
2022-09-08,-6.223000000000001,5.2152,880.93,4397.19
2022-09-09,-6.222000000000001,5.1474,909.5,4353.27
2022-09-12,-6.216000000000001,5.0921,898.33,4359.58
2022-09-13,-6.2010000000000005,5.1909,917.55,4412.0
2022-09-14,-6.223000000000001,5.164,919.4,4386.49
2022-09-15,-6.226000000000001,5.2472,923.75,4418.66
2022-09-16,-6.24,5.2501,923.75,4435.9
2022-09-19,-6.241,5.1691,926.63,4406.2
2022-09-20,-6.256,5.1433,933.9,4423.8
2022-09-21,-6.273,5.173,935.4,4403.75
2022-09-22,-5.539,5.1168,944.7,4367.91
2022-09-23,-5.547000000000001,5.2622,970.55,4448.02
2022-09-26,-5.529,5.3905,992.0,4544.03
2022-09-27,-5.529,5.3805,987.33,4559.81
2022-09-28,-5.533999999999999,5.3746,956.38,4487.17
2022-09-29,-5.553999999999999,5.4001,964.7,4530.47
2022-09-30,-6.421999999999999,5.4155,968.69,4608.75
2022-10-03,-6.413,5.1687,938.13,4530.05
2022-10-04,-6.385000000000001,5.1778,931.75,4498.52
2022-10-05,-6.388000000000001,5.1958,940.13,4582.2
2022-10-06,-6.376,5.2224,943.95,4609.27
2022-10-07,-6.3790000000000004,5.2034,938.5,4622.88
2022-10-10,-6.380999999999999,5.1908,952.98,4606.02
2022-10-11,-6.380999999999999,5.3022,928.35,4607.25
2022-10-12,-6.393,5.2521,943.9,4607.33
2022-10-13,-6.405,5.2631,938.25,4575.7
2022-10-14,-6.401000000000001,5.3257,962.63,4698.5
2022-10-17,-6.391000000000001,5.2826,972.45,4685.92
2022-10-18,-6.403,5.2412,970.25,4766.05
2022-10-19,-6.403,5.2721,974.75,4841.75
2022-10-20,-6.413,5.2147,978.8,4906.8
2022-10-21,-6.408000000000001,5.1631,971.9,4915.58
2022-10-24,-6.425000000000001,5.3025,985.89,4990.7
2022-10-25,-6.411,5.3175,963.58,4976.25
2022-10-26,-6.416,5.3813,950.49,4886.46
2022-10-27,-6.403,5.342,940.08,4822.41
2022-10-28,-6.367999999999999,5.2954,942.43,4833.4
2022-10-31,-7.235,5.1797,943.4,4940.08
2022-11-01,-7.245,5.1468,943.4,5008.67
2022-11-02,-7.234000000000001,5.2867,942.17,5011.58
2022-11-03,-6.483,5.1164,944.92,5075.25
2022-11-04,-6.482,5.0592,926.83,5120.15
2022-11-08,-6.477,5.1479,905.3,4950.2
2022-11-09,-6.493,5.1965,906.75,4878.71
2022-11-10,-6.475000000000001,5.38,894.05,4801.95
2022-11-11,-6.470000000000001,5.3264,891.95,4808.95
2022-11-14,-6.46,5.3252,892.03,4805.54
2022-11-15,-6.478000000000001,5.2867,887.15,4858.7
2022-11-16,-6.491,5.3925,910.73,4952.85
2022-11-17,-6.505999999999999,5.4056,920.75,4992.25
2022-11-18,-6.481000000000001,5.377,941.24,4988.42
2022-11-21,-6.499,5.309,942.1,4945.63
2022-11-22,-6.488,5.3637,927.22,4905.27
2022-11-23,-6.497000000000001,5.3496,915.63,4890.2
2022-11-24,-6.495,5.3122,910.5,4885.58
2022-11-25,-6.456,5.3987,922.99,4866.17
2022-11-28,-6.47,5.3657,913.3,4834.51
2022-11-29,-6.459999999999999,5.2845,903.75,4809.52
2022-11-30,-6.427,5.1906,894.0,4834.25
2022-12-01,-6.4719999999999995,5.1916,880.05,4765.75
2022-12-02,-6.481999999999999,5.219,883.6,4776.65
2022-12-05,-6.484999999999999,5.283,895.92,4839.85
2022-12-06,-6.487000000000001,5.2379,879.28,4834.0
2022-12-07,-6.483,5.2164,866.66,4827.99
2022-12-09,-6.497000000000001,5.2471,861.76,4809.6
2022-12-12,-6.497000000000001,5.2924,867.6,4849.2
2022-12-13,-6.497000000000001,5.3047,858.86,4763.41
2022-12-14,-6.492,5.2899,870.8,4781.17
2022-12-15,-5.9719999999999995,5.3142,878.0,4793.72
2022-12-16,-5.9719999999999995,5.3073,886.9,4787.8
2022-12-19,-6.874,5.2992,889.7,4777.12
2022-12-20,-6.863,5.2033,886.67,4769.23
2022-12-21,-6.867,5.2021,870.13,4770.09
2022-12-22,-6.867,5.173,873.5,4761.78
2022-12-23,-6.867,5.162,876.75,4737.68
2022-12-26,-6.851999999999999,5.2199,878.02,4741.75
2022-12-27,-6.851,5.2933,871.99,4765.7
2022-12-28,-6.848,5.2633,863.1,4774.5
2022-12-29,-6.844,5.2804,857.8,4852.5
2023-01-03,-6.78,5.4627,859.5,4896.24
2023-01-04,-6.799,5.4316,855.61,4929.67
2023-01-05,-6.8,5.3529,852.75,4966.75
2023-01-06,-6.803,5.225,841.0,4855.48
2023-01-10,-6.81,5.2041,828.3,4787.6
2023-01-11,-6.826,5.1647,823.5,4733.1
2023-01-12,-6.803999999999999,5.101,818.5,4685.04
2023-01-13,-6.825,5.1034,819.98,4688.68
2023-01-16,-6.785000000000001,5.1527,822.24,4681.81
2023-01-17,-6.789000000000001,5.1052,815.58,4734.3
2023-01-18,-6.819999999999999,5.1815,823.38,4696.9
2023-01-19,-6.81,5.1767,826.01,4669.98
2023-01-20,-6.821000000000001,5.2071,815.15,4585.58
2023-01-23,-6.8389999999999995,5.1959,814.2,4544.55
2023-01-24,-6.8500000000000005,5.1423,801.65,4522.19
2023-01-25,-6.851,5.0767,802.49,4538.83
2023-01-26,-6.877,5.0702,801.79,4519.0
2023-01-27,-6.876,5.1086,806.18,4577.04
2023-01-30,-7.546,5.1214,807.66,4654.9
2023-01-31,-7.505,5.0757,797.5,4670.86
2023-02-01,-7.526000000000001,5.052,791.44,4625.24
2023-02-02,-7.287,5.0436,779.3,4619.66
2023-02-03,-7.287999999999999,5.1332,795.9,4697.77
2023-02-06,-7.297,5.151,803.63,4786.74
2023-02-07,-7.303999999999999,5.2048,796.28,4727.5
2023-02-08,-7.315,5.2013,800.45,4761.02
2023-02-09,-7.3180000000000005,5.2752,802.3,4736.06
2023-02-10,-7.324000000000001,5.2138,797.22,4799.67
2023-02-13,-7.324000000000001,5.1697,792.9,4787.75
2023-02-14,-7.3389999999999995,5.188,785.6,4797.54
2023-02-15,-7.337000000000001,5.2162,793.5,4925.01
2023-02-16,-7.317000000000001,5.2198,792.22,4924.13
2023-02-17,-7.295000000000001,5.1627,789.0,4906.4
2023-02-20,-7.3020000000000005,5.1755,798.25,4913.74
2023-02-21,-7.319,5.1755,802.28,4959.95
2023-02-22,-7.326,5.1593,798.78,4896.2
2023-02-23,-7.319999999999999,5.1318,807.4,4857.38
2023-02-24,-7.279000000000001,5.1997,825.75,4837.13
2023-02-27,-7.250000000000001,5.2006,832.2,4761.75
2023-02-28,-7.1450000000000005,5.2364,827.05,4862.66
2023-03-01,-7.1209999999999996,5.1805,810.5,4832.35
2023-03-02,-7.098,5.2118,812.75,4806.59
2023-03-03,-7.125000000000001,5.1974,803.78,4784.42
2023-03-06,-7.1659999999999995,5.1587,798.33,4704.96
2023-03-07,-7.274,5.1918,803.75,4767.74
2023-03-08,-7.173000000000001,5.142,803.97,4777.66
2023-03-10,-7.037,5.2145,796.9,4713.45
2023-03-13,-7.0200000000000005,5.2469,805.25,4768.17
2023-03-14,-7.0680000000000005,5.2542,801.27,4740.71
2023-03-15,-7.07,5.2889,824.1,4844.01
2023-03-16,-7.182,5.2311,824.95,4877.04
2023-03-17,-7.205000000000001,5.2787,829.5,4827.25
2023-03-21,-7.205000000000001,5.2431,822.3,4803.06
2023-03-22,-7.213,5.2389,809.5,4768.04
2023-03-23,-6.920000000000001,5.2993,806.4,4742.88
2023-03-24,-6.9479999999999995,5.2466,810.28,4735.7
2023-03-27,-6.9590000000000005,5.1992,805.83,4687.87
2023-03-28,-6.939,5.1663,797.5,4668.47
2023-03-29,-6.9990000000000006,5.1359,793.83,4614.33
2023-03-30,-7.009,5.0948,789.83,4623.09
2023-04-03,-7.175000000000001,5.0649,808.88,4604.77
2023-04-04,-7.218,5.073,808.53,4582.35
2023-04-05,-7.247000000000001,5.0346,810.53,4568.55
2023-04-10,-7.239,5.067,818.75,4556.34
2023-04-11,-7.233,5.0068,806.1,4509.46
2023-04-12,-7.236,4.9191,803.63,4450.46
2023-04-13,-7.223,4.9275,795.0,4418.67
2023-04-14,-7.252,4.9088,796.63,4414.93
2023-04-17,-7.261,4.9426,800.55,4437.46
2023-04-18,-7.264,4.986,795.48,4491.38
2023-04-19,-7.264,5.076,794.08,4520.89
2023-04-20,-7.264,5.0494,792.95,4537.3
2023-04-21,-7.264,5.0093,802.58,4514.3
2023-04-24,-7.273000000000001,5.0346,813.08,4482.52
2023-04-25,-7.281,5.0524,812.2,4477.33
2023-04-26,-7.282000000000001,5.0457,805.6,4534.0
2023-04-27,-7.275000000000001,4.9824,802.13,4652.06
2023-04-28,-7.276000000000001,4.988,807.25,4695.27
2023-05-02,-7.4799999999999995,5.0409,810.23,4694.14
2023-05-03,-7.4750000000000005,4.9945,803.9,4662.52
2023-05-04,-7.2250000000000005,4.984,798.5,4602.98
2023-05-05,-7.224000000000001,4.951,794.38,4524.86
2023-05-08,-7.226,5.0097,797.35,4508.6
2023-05-09,-7.217,4.9864,789.1,4556.24
2023-05-10,-7.226,4.9446,788.2,4547.33
2023-05-11,-7.235,4.9315,793.95,4567.13
2023-05-12,-7.238,4.9214,785.0,4552.89
2023-05-15,-7.228000000000001,4.8913,786.4,4492.5
2023-05-16,-7.238,4.9409,799.33,4526.18
2023-05-17,-7.238,4.9374,793.58,4505.75
2023-05-18,-7.250000000000001,4.9653,795.66,4520.41
2023-05-19,-7.264,4.9982,798.64,4531.19
2023-05-23,-7.268,4.9721,802.7,4478.25
2023-05-24,-7.258,4.9604,807.3,4447.98
2023-05-25,-7.253000000000001,5.0415,808.51,4489.13
2023-05-26,-7.293,4.9947,798.99,4445.77
2023-05-29,-7.265,5.0177,805.79,4431.25
2023-05-30,-7.253000000000001,5.0376,804.84,4392.75
2023-05-31,-7.2330000000000005,5.0556,809.53,4451.11
2023-06-01,-7.26,5.0138,803.35,4396.88
2023-06-02,-7.238999999999999,4.9586,799.25,4349.6
2023-06-05,-7.249,4.9331,799.53,4281.15
2023-06-06,-7.221000000000001,4.9115,796.22,4228.0
2023-06-07,-7.232,4.9263,791.6,4209.54
2023-06-08,-7.232,4.8482,787.17,4170.58
2023-06-09,-7.237000000000001,4.8811,788.59,4170.08
2023-06-13,-7.255,4.8634,803.58,4195.05
2023-06-14,-7.2700000000000005,4.811,801.25,4172.51
2023-06-15,-7.267,4.8137,793.85,4153.36
2023-06-16,-7.294,4.8232,794.5,4162.25
2023-06-20,-7.276000000000001,4.7881,803.85,4161.11
2023-06-21,-7.274,4.7638,803.97,4146.48
2023-06-22,-7.239,4.7697,804.45,4101.45
2023-06-23,-7.238,4.7849,806.6,4187.48
2023-06-26,-7.222,4.7688,806.26,4172.82
2023-06-27,-7.222,4.8125,797.77,4170.0
2023-06-28,-7.212000000000001,4.8499,800.45,4146.6
2023-06-29,-7.2139999999999995,4.8564,803.45,4166.01
2023-06-30,-7.18,4.7854,802.25,4171.7
2023-07-04,-7.201,4.8405,798.61,4140.0
2023-07-05,-7.205000000000001,4.8498,796.93,4137.63
2023-07-06,-7.215000000000001,4.9179,803.03,4188.39
2023-07-07,-7.205000000000001,4.8719,808.38,4155.0
2023-07-10,-7.21,4.8991,813.38,4163.0
2023-07-11,-7.212000000000001,4.8538,815.73,4183.62
2023-07-12,-7.22,4.8205,811.63,4127.82
2023-07-13,-7.215000000000001,4.8018,810.79,4096.17
2023-07-14,-7.226999999999999,4.7888,814.7,4071.52
2023-07-17,-7.226,4.8092,817.63,4039.11
2023-07-18,-7.215000000000001,4.8134,814.65,3996.45
2023-07-19,-7.251,4.7921,807.44,3977.0
2023-07-21,-7.262,4.7824,822.8,3955.2
2023-07-24,-7.265,4.7299,828.75,3949.3
2023-07-25,-7.260000000000001,4.7537,828.68,3959.36
2023-07-26,-7.2459999999999996,4.7382,823.38,3943.95
2023-07-27,-6.965000000000001,4.7436,829.78,3934.65
2023-07-28,-6.972,4.7322,829.25,3916.0
2023-07-31,-6.951,4.7259,838.75,3891.2
2023-08-01,-6.974000000000001,4.7916,840.6,3955.84
2023-08-02,-6.986,4.8104,849.47,4057.05
2023-08-03,-7.003000000000001,4.9161,851.75,4156.25
2023-08-04,-6.976999999999999,4.8756,852.17,4065.52
2023-08-08,-6.987000000000001,4.8984,862.78,4078.52
2023-08-09,-6.989999999999999,4.9042,861.79,4016.23
2023-08-10,-6.9959999999999996,4.8925,845.95,3951.98
2023-08-11,-6.998,4.9078,859.35,3968.88
2023-08-14,-6.976,4.9615,854.6,4035.1
2023-08-15,-6.978000000000001,4.9837,857.15,4087.63
2023-08-16,-7.005999999999999,4.9917,869.38,4131.48
2023-08-17,-7.017,4.9766,867.85,4100.21
2023-08-18,-7.021999999999999,4.9703,868.9,4130.84
2023-08-22,-7.005,4.9382,869.13,4110.38
2023-08-23,-7.037999999999999,4.8576,855.97,4085.23
2023-08-24,-7.045000000000001,4.8833,844.3,4087.98
2023-08-25,-7.028,4.8744,845.2,4127.58
2023-08-28,-6.955000000000001,4.8733,855.5,4110.88
2023-08-29,-6.928,4.855,858.15,4099.87
2023-08-30,-6.95,4.8885,851.92,4091.73
2023-08-31,-6.944,4.955,852.29,4095.81
2023-09-01,-6.972,4.9497,851.68,4064.0
2023-09-04,-6.990000000000001,4.938,858.58,4052.75
2023-09-05,-6.9479999999999995,4.971,874.58,4084.0
2023-09-06,-6.9750000000000005,4.9787,873.13,4074.4
2023-09-07,-6.9750000000000005,4.9446,884.64,4038.93
2023-09-08,-6.962000000000001,4.9856,896.25,4023.5
2023-09-11,-6.9159999999999995,4.9309,892.34,3989.61
2023-09-12,-6.867,4.9482,894.22,3983.74
2023-09-13,-6.915,4.9163,882.65,3950.23
2023-09-14,-6.951,4.8707,889.05,3920.54
2023-09-15,-6.972,4.8647,884.65,3924.17
2023-09-18,-6.978000000000001,4.8549,884.64,3926.35
2023-09-19,-6.9639999999999995,4.867,884.64,3911.24
2023-09-20,-7.007000000000001,4.8798,882.08,3916.77
2023-09-21,-7.023000000000001,4.9351,888.54,3924.0
2023-09-22,-7.010000000000001,4.9367,893.26,3978.84
2023-09-25,-6.956,4.9636,902.15,4052.08
2023-09-26,-6.953,4.9906,903.9,4064.2
2023-09-27,-6.971,5.0442,910.75,4093.75
2023-09-28,-6.977000000000001,5.033,906.75,4075.77
2023-09-29,-6.977000000000001,5.0341,891.53,4067.88
2023-10-02,-6.975,5.0622,908.51,4158.75
2023-10-03,-6.959999999999999,5.1677,916.98,4217.5
2023-10-04,-6.969999999999999,5.1579,915.3,4264.25
2023-10-05,-6.993,5.1683,913.75,4349.5
2023-10-06,-7.005,5.146,918.74,4339.4
2023-10-09,-6.9799999999999995,5.1375,926.26,4317.6
2023-10-10,-6.9639999999999995,5.0544,930.47,4229.44
2023-10-11,-6.973,5.0504,928.52,4229.66
2023-10-12,-6.978000000000001,5.0653,938.95,4224.77
2023-10-13,-6.9750000000000005,5.0786,940.0,4237.16
2023-10-17,-6.9750000000000005,5.0387,937.7,4192.0
2023-10-18,-6.985,5.0591,942.76,4236.7
2023-10-19,-6.998,5.0653,939.85,4229.78
2023-10-20,-7.012,5.0343,941.83,4225.28
2023-10-23,-7.026000000000001,5.0127,934.0,4225.03
2023-10-24,-7.035000000000001,4.9921,928.13,4217.31
