Date,Rate_BRL,Rate_CHI,Gold,Rate_COP
2001-03-21,2.122,587.65,262.95,2288.5
2001-03-22,2.161,592.1,262.05,2291.0
2001-03-23,2.172,595.3,262.3,2297.65
2001-03-26,2.134,590.45,262.65,2294.75
2001-03-27,2.123,590.7,261.55,2302.75
2001-03-28,2.124,591.35,260.05,2308.0
2001-03-29,2.1515,592.65,258.95,2307.5
2001-03-30,2.1525,595.75,257.95,2312.0
2001-04-02,2.166,597.7,255.55,2305.75
2001-04-03,2.176,597.6,257.05,2314.25
2001-04-04,2.173,597.45,258.45,2317.35
2001-04-05,2.153,595.45,258.55,2318.4
2001-04-06,2.1655,595.65,260.05,2315.0
2001-04-09,2.157,596.6,258.45,2307.5
2001-04-10,2.1375,594.55,257.65,2311.5
2001-04-11,2.154,596.75,258.75,2315.45
2001-04-12,2.154,597.75,260.15,2315.0
2001-04-13,2.165,598.15,259.25,2315.0
2001-04-16,2.196,600.7,263.35,2323.25
2001-04-17,2.197,600.4,261.0,2314.0
2001-04-18,2.181,597.25,261.25,2321.75
2001-04-19,2.188,596.7,265.6,2329.25
2001-04-20,2.235,601.35,264.65,2330.0
2001-04-23,2.2615,602.7,263.75,2336.75
2001-04-24,2.2655,602.55,264.15,2339.25
2001-04-25,2.288,606.15,262.25,2344.25
2001-04-26,2.244,602.13,264.15,2349.25
2001-04-27,2.203,600.45,263.65,2343.5
2001-04-30,2.2,600.85,264.05,2341.0
2001-05-01,2.2015,600.85,264.55,2343.0
2001-05-02,2.2365,602.35,265.5,2345.7
2001-05-03,2.208,601.85,266.15,2352.25
2001-05-04,2.202,601.8,266.15,2355.0
2001-05-07,2.2145,600.7,266.25,2359.15
2001-05-08,2.245,602.15,264.95,2357.5
2001-05-09,2.2625,602.6,270.05,2360.0
2001-05-10,2.258,602.5,269.25,2363.0
2001-05-11,2.289,603.95,268.05,2367.5
2001-05-14,2.313,604.45,268.35,2376.5
2001-05-15,2.3395,605.95,268.35,2376.0
2001-05-16,2.317,606.1,272.25,2380.0
2001-05-17,2.3045,606.72,273.75,2374.0
2001-05-18,2.303,606.75,287.55,2324.0
2001-05-21,2.319,607.3,285.35,2326.5
2001-05-22,2.324,605.1,285.35,2316.5
2001-05-23,2.348,605.55,283.75,2298.0
2001-05-24,2.3475,605.53,279.25,2317.0
2001-05-25,2.3225,606.25,277.65,2304.0
2001-05-28,2.3355,606.3,277.65,2339.5
2001-05-29,2.349,609.15,273.95,2333.25
2001-05-30,2.345,610.25,266.05,2323.5
2001-05-31,2.382,610.95,265.85,2323.5
2001-06-01,2.3815,609.75,267.05,2310.0
2001-06-04,2.3855,607.35,265.75,2296.75
2001-06-05,2.389,606.6,266.25,2303.75
2001-06-06,2.3895,606.95,266.25,2307.5
2001-06-07,2.361,608.1,266.35,2300.5
2001-06-08,2.361,608.25,273.75,2305.5
2001-06-11,2.379,608.3,268.15,2314.0
2001-06-12,2.405,610.45,271.85,2303.5
2001-06-13,2.421,612.65,272.35,2297.8
2001-06-14,2.4235,612.95,275.65,2296.85
2001-06-15,2.4115,614.75,271.55,2306.5
2001-06-18,2.463,620.75,272.55,2308.0
2001-06-19,2.4795,622.7,273.65,2300.5
2001-06-20,2.4745,624.07,272.75,2300.4
2001-06-21,2.37,622.75,272.95,2299.5
2001-06-22,2.302,623.95,272.6,2296.5
2001-06-25,2.2995,623.0,273.95,2297.45
2001-06-26,2.326,624.15,276.15,2304.9
2001-06-27,2.306,625.05,272.35,2308.0
2001-06-28,2.2985,626.85,269.25,2301.25
2001-06-29,2.3105,631.8,270.85,2297.25
2001-07-02,2.3315,631.75,269.55,2302.0
2001-07-03,2.3525,635.65,267.75,2302.5
2001-07-04,2.424,642.45,267.95,2306.5
2001-07-05,2.4675,648.8,265.35,2306.1
2001-07-06,2.4545,642.3,266.25,2302.75
2001-07-09,2.4515,642.5,266.65,2305.5
2001-07-10,2.4915,651.35,266.35,2305.5
2001-07-11,2.5015,664.15,268.45,2321.5
2001-07-12,2.553,665.15,266.85,2329.0
2001-07-13,2.5785,668.45,267.35,2304.0
2001-07-16,2.58,668.45,267.15,2301.55
2001-07-17,2.5,659.55,268.35,2300.5
2001-07-18,2.505,659.75,270.75,2301.0
2001-07-19,2.4935,665.35,269.55,2304.05
2001-07-20,2.4485,662.8,270.05,2304.05
2001-07-23,2.4135,659.15,268.85,2300.85
2001-07-24,2.468,661.45,269.75,2302.0
2001-07-25,2.4855,664.35,267.75,2300.4
2001-07-26,2.4965,665.0,266.45,2301.5
2001-07-27,2.4575,665.35,267.55,2303.0
2001-07-30,2.422,665.55,265.25,2293.5
2001-07-31,2.4665,670.25,266.65,2290.2
2001-08-01,2.494,679.65,267.55,2301.8
2001-08-02,2.488,675.15,268.05,2298.4
2001-08-03,2.5015,673.05,268.55,2295.0
2001-08-06,2.454,676.05,267.75,2292.5
2001-08-07,2.4815,676.05,267.65,2290.5
2001-08-08,2.468,678.0,268.35,2294.8
2001-08-09,2.4775,677.3,274.15,2290.9
2001-08-10,2.4625,681.55,274.55,2287.25
2001-08-13,2.499,682.95,275.95,2282.75
2001-08-14,2.513,691.85,276.75,2289.55
2001-08-15,2.489,691.85,275.85,2293.5
2001-08-16,2.4995,689.35,275.35,2283.5
2001-08-17,2.519,680.15,279.25,2284.55
2001-08-20,2.519,675.45,276.05,2286.0
2001-08-21,2.551,672.55,275.05,2283.5
2001-08-22,2.52,668.88,274.55,2279.5
2001-08-23,2.5335,663.95,275.55,2272.75
2001-08-24,2.547,662.65,272.85,2281.5
2001-08-27,2.5555,664.4,272.75,2288.0
2001-08-28,2.555,658.15,272.25,2299.0
2001-08-29,2.544,660.65,273.75,2300.5
2001-08-30,2.531,661.85,275.25,2297.5
2001-08-31,2.5635,664.75,274.4,2302.0
2001-09-03,2.566,664.65,273.5,2308.0
2001-09-04,2.554,664.85,271.65,2307.85
2001-09-05,2.5835,665.5,272.05,2315.0
2001-09-06,2.5815,665.0,273.15,2323.55
2001-09-07,2.5643,667.05,273.15,2320.0
2001-09-10,2.607,668.45,271.75,2326.0
2001-09-11,2.664,686.0,286.25,2356.75
2001-09-12,2.6885,678.75,278.25,2341.25
2001-09-13,2.668,680.75,281.25,2336.65
2001-09-14,2.67,690.7,285.55,2342.25
2001-09-17,2.666,690.4,289.45,2339.5
2001-09-18,2.694,690.25,287.75,2339.5
2001-09-19,2.71,690.15,290.5,2345.6
2001-09-20,2.768,692.25,288.65,2339.0
2001-09-21,2.8325,694.5,291.45,2340.5
2001-09-24,2.7175,692.05,289.25,2325.75
2001-09-25,2.723,692.65,289.75,2328.5
2001-09-26,2.747,695.75,293.25,2327.6
2001-09-27,2.6745,696.15,291.95,2330.3
2001-09-28,2.67,693.22,293.25,2334.6
2001-10-01,2.689,695.25,291.7,2335.0
2001-10-02,2.705,695.15,289.45,2336.05
2001-10-03,2.721,699.45,289.45,2338.15
2001-10-04,2.737,703.3,289.85,2335.25
2001-10-05,2.777,709.15,291.0,2329.0
2001-10-08,2.76,714.2,291.9,2332.5
2001-10-09,2.78,718.22,288.0,2328.75
2001-10-10,2.7695,711.0,284.85,2317.0
2001-10-11,2.781,702.8,281.25,2312.85
2001-10-12,2.785,713.5,284.45,2313.5
2001-10-15,2.762,713.55,281.45,2313.5
2001-10-16,2.71,704.45,281.35,2300.0
2001-10-17,2.722,705.0,282.45,2303.5
2001-10-18,2.7595,709.35,279.45,2317.55
2001-10-19,2.7335,714.75,279.65,2317.05
2001-10-22,2.721,708.15,275.55,2317.5
2001-10-23,2.731,710.5,275.95,2319.57
2001-10-24,2.76,710.0,275.45,2320.5
2001-10-25,2.714,712.85,277.25,2316.5
2001-10-26,2.725,715.3,277.35,2314.75
2001-10-29,2.722,715.88,279.28,2310.25
2001-10-30,2.7175,716.35,280.5,2309.5
2001-10-31,2.6965,713.05,279.65,2308.35
2001-11-01,2.672,713.65,279.65,2310.75
2001-11-02,2.673,713.95,279.95,2310.5
2001-11-05,2.6,711.15,278.95,2310.6
2001-11-06,2.61,704.8,280.25,2309.0
2001-11-07,2.559,701.0,280.75,2307.5
2001-11-08,2.5325,697.65,276.75,2302.5
2001-11-09,2.535,699.45,277.45,2303.0
2001-11-12,2.55,703.25,278.25,2304.3
2001-11-13,2.521,689.15,277.55,2297.1
2001-11-14,2.544,686.15,278.3,2308.55
2001-11-15,2.544,682.15,275.35,2316.0
2001-11-16,2.5265,678.25,274.85,2312.0
2001-11-19,2.52,674.9,272.95,2312.2
2001-11-20,2.5535,680.88,273.48,2321.75
2001-11-21,2.543,674.5,273.15,2316.75
2001-11-22,2.5335,677.5,272.85,2317.5
2001-11-23,2.502,676.15,272.9,2313.75
2001-11-26,2.457,670.65,273.15,2314.5
2001-11-27,2.467,670.95,273.45,2311.8
2001-11-28,2.482,676.25,274.35,2308.0
2001-11-29,2.5415,686.85,274.05,2307.5
2001-11-30,2.4985,686.15,274.4,2298.5
2001-12-03,2.4515,676.15,277.25,2315.05
2001-12-04,2.437,669.15,275.7,2316.75
2001-12-05,2.436,671.35,274.45,2314.0
2001-12-06,2.42,674.65,274.55,2311.75
2001-12-07,2.39,673.15,274.55,2310.0
2001-12-10,2.332,664.4,273.15,2306.0
2001-12-11,2.3675,666.15,272.8,2307.85
2001-12-12,2.357,669.75,274.55,2308.25
2001-12-13,2.373,670.65,274.45,2319.55
2001-12-14,2.376,670.95,278.45,2313.25
2001-12-17,2.355,665.42,278.15,2305.0
2001-12-18,2.305,663.65,280.45,2306.0
2001-12-19,2.2945,660.15,276.15,2308.25
2001-12-20,2.335,667.65,276.25,2304.05
2001-12-21,2.3425,664.65,278.15,2298.5
2001-12-24,2.338,663.45,278.05,2294.0
2001-12-25,2.338,663.45,278.75,2294.0
2001-12-26,2.3245,660.95,279.38,2303.5
2001-12-27,2.332,654.15,277.05,2293.0
2001-12-28,2.3115,661.25,276.55,2277.5
2001-12-31,2.3105,661.25,278.95,2277.5
2002-01-01,2.3105,661.25,278.95,2277.5
2002-01-02,2.302,651.75,278.75,2284.25
2002-01-03,2.295,646.25,278.45,2297.25
2002-01-04,2.331,652.65,278.95,2302.0
2002-01-07,2.327,655.15,278.75,2300.0
2002-01-08,2.374,663.25,279.05,2309.93
2002-01-09,2.375,670.7,283.95,2315.45
2002-01-10,2.423,682.15,286.35,2307.25
2002-01-11,2.4015,676.6,287.55,2296.8
2002-01-14,2.395,666.3,284.95,2295.0
2002-01-15,2.375,667.65,284.65,2277.1
2002-01-16,2.363,670.15,287.15,2267.5
2002-01-17,2.3775,669.1,284.05,2273.0
2002-01-18,2.365,671.65,283.55,2267.5
2002-01-21,2.373,670.65,282.55,2256.0
2002-01-22,2.38,666.75,282.0,2233.0
2002-01-23,2.378,671.5,279.25,2228.9
2002-01-24,2.396,669.1,278.98,2250.0
2002-01-25,2.407,671.2,279.45,2255.0
2002-01-28,2.424,678.72,278.65,2264.0
2002-01-29,2.437,679.15,281.85,2258.5
2002-01-30,2.4325,677.55,281.9,2271.05
2002-01-31,2.413,678.75,282.55,2264.5
2002-02-01,2.42,678.9,286.25,2270.4
2002-02-04,2.423,687.35,289.9,2264.75
2002-02-05,2.42,689.65,297.55,2258.7
2002-02-06,2.4355,688.0,297.0,2258.3
2002-02-07,2.4625,687.25,301.15,2267.95
2002-02-08,2.4555,685.25,303.75,2278.5
2002-02-11,2.4565,684.75,299.75,2296.0
2002-02-12,2.4565,677.5,300.25,2303.0
2002-02-13,2.409,673.65,299.25,2316.5
2002-02-14,2.4305,676.6,300.0,2307.35
2002-02-15,2.427,677.15,297.85,2288.0
2002-02-18,2.4315,673.25,297.75,2285.5
2002-02-19,2.425,672.95,293.1,2284.05
2002-02-20,2.4195,674.65,291.45,2292.8
2002-02-21,2.4225,673.25,292.75,2311.25
2002-02-22,2.4215,675.45,292.75,2313.5
2002-02-25,2.394,673.65,292.55,2312.6
2002-02-26,2.395,674.8,297.75,2313.5
2002-02-27,2.356,673.15,296.8,2310.25
2002-02-28,2.3635,672.15,296.55,2304.55
2002-03-01,2.3445,668.25,298.15,2302.0
2002-03-04,2.3255,665.65,296.85,2297.1
2002-03-05,2.3315,667.42,293.95,2294.25
2002-03-06,2.3675,667.2,293.5,2294.0
2002-03-07,2.3705,664.65,289.55,2284.2
2002-03-08,2.3515,660.15,289.75,2280.0
2002-03-11,2.356,662.05,290.7,2270.25
2002-03-12,2.3295,661.25,293.85,2275.0
2002-03-13,2.349,655.76,293.35,2272.0
2002-03-14,2.344,654.55,291.25,2273.0
2002-03-15,2.3465,659.1,290.05,2287.5
2002-03-18,2.341,656.75,292.57,2278.5
2002-03-19,2.343,657.25,293.2,2275.55
2002-03-20,2.344,657.65,292.45,2284.0
2002-03-21,2.342,662.65,293.15,2279.3
2002-03-22,2.3615,668.45,297.75,2268.5
2002-03-25,2.365,670.15,298.25,2270.0
2002-03-26,2.3465,667.35,296.75,2259.0
2002-03-27,2.323,657.15,302.38,2270.0
2002-03-28,2.325,656.45,302.65,2273.0
2002-03-29,2.325,656.5,302.65,2273.0
2002-04-01,2.296,656.0,303.35,2259.0
2002-04-02,2.298,657.2,305.85,2260.5
2002-04-03,2.312,662.35,302.55,2269.5
2002-04-04,2.301,658.95,301.0,2269.75
2002-04-05,2.277,647.15,300.05,2261.0
2002-04-08,2.284,647.8,300.5,2252.85
2002-04-09,2.277,648.15,298.55,2257.0
2002-04-10,2.265,641.05,301.25,2261.05
2002-04-11,2.283,645.65,302.6,2262.0
2002-04-12,2.294,642.65,302.15,2265.95
2002-04-15,2.323,647.65,299.85,2266.0
2002-04-16,2.3145,647.17,299.0,2262.5
2002-04-17,2.3225,644.55,302.05,2256.5
2002-04-18,2.3225,647.45,303.65,2260.75
2002-04-19,2.3305,647.85,302.35,2261.1
2002-04-22,2.34,654.2,302.9,2261.5
2002-04-23,2.361,653.95,303.65,2264.0
2002-04-24,2.354,653.95,304.05,2268.5
2002-04-25,2.363,652.75,307.65,2268.0
2002-04-26,2.3715,651.15,311.35,2273.55
2002-04-29,2.364,647.75,311.1,2275.65
2002-04-30,2.361,646.85,308.45,2279.0
2002-05-01,2.361,646.97,308.75,2278.5
2002-05-02,2.4065,651.95,307.85,2281.55
2002-05-03,2.407,653.15,311.95,2289.75
2002-05-06,2.421,656.65,312.3,2284.0
2002-05-07,2.4315,652.75,311.45,2287.1
2002-05-08,2.437,652.35,308.15,2288.5
2002-05-09,2.472,658.1,309.55,2292.3
2002-05-10,2.4645,655.15,311.05,2290.5
2002-05-13,2.5315,657.75,310.85,2291.0
2002-05-14,2.507,654.65,307.65,2295.0
2002-05-15,2.502,651.65,309.05,2303.45
2002-05-16,2.462,651.75,309.85,2310.0
2002-05-17,2.476,651.35,311.05,2346.5
2002-05-20,2.4785,651.95,315.95,2360.5
2002-05-21,2.489,651.95,316.15,2362.75
2002-05-22,2.524,656.4,317.95,2341.95
2002-05-23,2.528,655.75,322.05,2342.0
2002-05-24,2.519,656.15,320.55,2316.25
2002-05-27,2.524,655.75,320.25,2308.9
2002-05-28,2.527,656.15,324.25,2318.0
2002-05-29,2.513,654.05,325.05,2323.5
2002-05-30,2.512,655.55,325.05,2324.05
2002-05-31,2.513,655.55,326.55,2318.05
2002-06-03,2.5345,659.65,327.65,2320.0
2002-06-04,2.596,661.35,327.85,2328.35
2002-06-05,2.607,660.75,321.45,2333.75
2002-06-06,2.677,662.75,325.65,2335.5
2002-06-07,2.6345,660.65,323.95,2342.25
2002-06-10,2.6355,661.85,319.05,2342.25
2002-06-11,2.7085,666.2,321.05,2343.5
2002-06-12,2.791,668.4,319.25,2355.0
2002-06-13,2.7075,665.65,318.15,2362.0
2002-06-14,2.715,668.65,319.35,2377.0
2002-06-17,2.651,667.65,316.85,2378.75
2002-06-18,2.7175,672.05,320.05,2388.7
2002-06-19,2.707,679.1,320.85,2399.45
2002-06-20,2.8015,687.65,323.95,2380.0
2002-06-21,2.8305,698.65,324.65,2387.5
2002-06-24,2.774,693.0,322.45,2385.25
2002-06-25,2.829,697.8,321.35,2391.0
2002-06-26,2.8805,702.65,319.25,2396.5
2002-06-27,2.831,695.45,318.25,2401.3
2002-06-28,2.8175,686.15,314.45,2404.25
2002-07-01,2.893,691.5,315.15,2402.5
2002-07-02,2.901,699.35,312.95,2417.0
2002-07-03,2.85,694.65,311.15,2428.3
2002-07-04,2.8725,690.8,310.75,2434.5
2002-07-05,2.8785,696.15,311.55,2443.6
2002-07-08,2.861,699.15,312.85,2464.6
2002-07-09,2.8525,697.0,316.85,2467.55
2002-07-10,2.8485,699.25,316.35,2497.75
2002-07-11,2.8015,695.8,316.5,2510.85
2002-07-12,2.81,693.35,316.05,2508.0
2002-07-15,2.8555,697.95,318.15,2504.0
2002-07-16,2.877,696.25,318.25,2516.55
2002-07-17,2.896,697.25,317.65,2527.0
2002-07-18,2.85,690.85,317.95,2537.25
2002-07-19,2.869,691.45,323.95,2521.5
2002-07-22,2.9025,692.85,323.15,2517.55
2002-07-23,2.9225,697.95,313.25,2563.0
2002-07-24,2.9435,701.0,311.25,2571.25
2002-07-25,2.9955,705.25,310.05,2591.5
2002-07-26,3.0125,697.75,303.75,2602.5
2002-07-29,3.175,699.05,302.55,2609.75
2002-07-30,3.3465,699.6,304.75,2644.5
2002-07-31,3.46,706.95,303.55,2628.5
2002-08-01,3.12,703.0,304.65,2641.5
2002-08-02,3.005,697.75,307.35,2643.25
2002-08-05,3.165,700.29,308.15,2668.0
2002-08-06,3.11,700.25,306.35,2665.5
2002-08-07,3.0175,697.0,314.05,2672.0
2002-08-08,2.925,693.25,310.65,2609.0
2002-08-09,3.02,697.25,314.55,2557.5
2002-08-12,3.145,700.95,314.25,2642.75
2002-08-13,3.1625,701.25,315.65,2642.5
2002-08-14,3.195,703.45,311.65,2649.5
2002-08-15,3.2075,703.25,314.65,2651.25
2002-08-16,3.12,699.75,313.95,2640.9
2002-08-19,3.101,698.75,306.75,2643.95
2002-08-20,3.0985,701.65,309.45,2622.0
2002-08-21,3.081,703.0,308.05,2651.5
2002-08-22,3.1395,708.0,307.05,2644.5
2002-08-23,3.108,706.55,307.05,2637.27
2002-08-26,3.09,704.85,309.45,2665.5
2002-08-27,3.119,709.55,312.75,2672.0
2002-08-28,3.124,716.45,310.05,2700.0
2002-08-29,3.057,714.25,313.45,2717.0
2002-08-30,3.006,709.88,312.75,2700.5
2002-09-02,3.06,709.38,312.25,2674.0
2002-09-03,3.1,716.25,314.15,2682.5
2002-09-04,3.115,716.0,314.65,2694.5
2002-09-05,3.1525,715.95,319.25,2717.0
2002-09-06,3.1585,715.85,320.25,2707.8
2002-09-09,3.1005,717.5,321.25,2705.15
2002-09-10,3.1265,720.75,317.75,2714.25
2002-09-11,3.11,719.5,317.65,2720.5
2002-09-12,3.1245,719.95,319.05,2737.5
2002-09-13,3.1595,722.25,316.85,2742.75
2002-09-16,3.215,726.75,317.45,2771.0
2002-09-17,3.275,730.25,318.35,2769.55
2002-09-18,3.3525,730.25,320.35,2786.25
2002-09-19,3.454,730.25,323.35,2808.0
2002-09-20,3.4025,739.8,322.15,2782.5
2002-09-23,3.5665,747.75,323.25,2801.6
2002-09-24,3.7535,740.95,326.15,2808.0
2002-09-25,3.698,743.5,322.25,2807.5
2002-09-26,3.771,746.75,320.05,2832.0
2002-09-27,3.8725,746.0,319.95,2834.5
2002-09-30,3.7395,749.25,323.55,2870.0
2002-10-01,3.599,745.55,320.35,2887.05
2002-10-02,3.66,742.55,323.05,2888.0
2002-10-03,3.695,745.25,321.65,2886.0
2002-10-04,3.61,744.25,322.25,2866.0
2002-10-07,3.675,744.75,322.45,2864.0
2002-10-08,3.769,745.05,318.25,2843.45
2002-10-09,3.914,751.25,320.05,2866.05
2002-10-10,3.9505,759.75,316.85,2872.35
2002-10-11,3.81,742.58,316.75,2853.5
2002-10-14,3.85,745.7,317.95,2853.5
2002-10-15,3.845,743.13,313.55,2858.0
2002-10-16,3.9375,746.45,314.55,2859.0
2002-10-17,3.877,746.05,311.45,2850.2
2002-10-18,3.8675,743.26,312.85,2814.9
2002-10-21,3.938,736.75,311.15,2774.7
2002-10-22,3.9105,736.15,313.05,2739.5
2002-10-23,3.9055,735.58,311.95,2745.9
2002-10-24,3.813,735.75,311.65,2751.0
2002-10-25,3.7275,732.38,313.85,2761.5
2002-10-28,3.801,731.3,315.65,2781.5
2002-10-29,3.82,735.15,316.85,2776.25
2002-10-30,3.7125,733.35,316.05,2775.95
2002-10-31,3.63,726.25,317.75,2784.2
2002-11-01,3.5925,727.25,319.75,2778.5
2002-11-04,3.5605,719.25,318.55,2742.5
2002-11-05,3.547,720.05,317.75,2768.45
2002-11-06,3.655,718.75,318.15,2750.0
2002-11-07,3.566,713.75,321.05,2750.95
2002-11-08,3.545,711.45,321.55,2736.95
2002-11-11,3.525,710.25,321.75,2737.0
2002-11-12,3.621,707.25,324.45,2709.75
2002-11-13,3.654,708.95,319.15,2727.45
2002-11-14,3.7,709.75,318.25,2716.0
2002-11-15,3.6875,705.55,320.55,2682.5
2002-11-18,3.57,701.95,319.25,2686.05
2002-11-19,3.5245,698.75,318.95,2678.65
2002-11-20,3.5155,696.75,317.85,2669.95
2002-11-21,3.5255,704.25,317.65,2676.45
2002-11-22,3.5575,709.55,321.05,2720.75
2002-11-25,3.5468,707.75,318.15,2749.95
2002-11-26,3.61,707.25,318.35,2742.5
2002-11-27,3.611,707.25,316.75,2766.5
2002-11-28,3.6025,704.45,317.85,2765.25
2002-11-29,3.653,703.75,318.15,2795.0
2002-12-02,3.605,701.25,317.85,2825.5
2002-12-03,3.669,705.25,320.75,2808.0
2002-12-04,3.7155,712.25,322.15,2807.0
2002-12-05,3.792,707.05,324.65,2777.5
2002-12-06,3.747,704.0,326.25,2797.0
2002-12-09,3.7825,705.25,326.0,2815.0
2002-12-10,3.807,702.25,323.75,2821.5
2002-12-11,3.749,697.25,324.85,2783.0
2002-12-12,3.7905,692.75,331.25,2804.0
2002-12-13,3.7275,696.5,333.15,2817.85
2002-12-16,3.6185,695.45,336.65,2797.0
2002-12-17,3.585,694.15,336.75,2809.95
2002-12-18,3.524,696.25,343.25,2825.0
2002-12-19,3.474,698.25,345.55,2807.55
2002-12-20,3.48,699.65,340.75,2820.0
2002-12-23,3.512,707.25,345.65,2830.5
2002-12-24,3.5085,706.25,346.55,2827.0
2002-12-25,3.505,706.25,343.85,2827.0
2002-12-26,3.583,710.05,349.65,2861.0
2002-12-27,3.535,713.25,349.25,2859.5
2002-12-30,3.54,720.35,343.65,2867.0
2002-12-31,3.54,720.25,348.05,2867.0
2003-01-01,3.54,720.25,348.05,2867.0
2003-01-02,3.5275,718.35,346.05,2838.0
2003-01-03,3.44,713.95,351.25,2848.0
2003-01-06,3.338,712.75,351.25,2851.0
2003-01-07,3.281,711.25,347.25,2907.0
2003-01-08,3.341,710.75,353.63,2893.0
2003-01-09,3.316,711.05,352.75,2900.5
2003-01-10,3.2975,713.65,354.75,2909.5
2003-01-13,3.295,711.47,354.55,2904.45
2003-01-14,3.261,713.25,351.35,2905.45
2003-01-15,3.314,718.45,350.75,2917.05
2003-01-16,3.321,719.05,357.45,2935.2
2003-01-17,3.375,726.45,356.55,2914.05
2003-01-20,3.4145,723.25,355.75,2932.68
2003-01-21,3.49,727.75,357.75,2936.0
2003-01-22,3.534,730.25,361.85,2927.18
2003-01-23,3.5275,729.75,363.05,2923.25
2003-01-24,3.6225,734.85,368.25,2932.95
2003-01-27,3.634,738.55,369.65,2980.0
2003-01-28,3.6385,738.55,369.25,2963.95
2003-01-29,3.577,738.75,365.95,2936.23
2003-01-30,3.555,735.25,370.35,2940.45
2003-01-31,3.4975,735.25,368.15,2924.75
2003-02-03,3.515,733.5,371.05,2965.0
2003-02-04,3.567,743.15,381.25,2954.7
2003-02-05,3.59,741.75,371.75,2964.2
2003-02-06,3.59,743.0,370.05,2955.2
2003-02-07,3.58,742.25,369.75,2962.7
2003-02-10,3.5875,743.75,362.15,2968.2
2003-02-11,3.591,745.15,363.88,2958.23
2003-02-12,3.607,747.5,352.75,2963.35
2003-02-13,3.659,748.8,356.55,2963.3
2003-02-14,3.665,746.25,351.55,2919.95
2003-02-17,3.6175,741.35,345.55,2921.6
2003-02-18,3.5915,740.25,343.55,2944.95
2003-02-19,3.61,746.75,349.45,2936.0
2003-02-20,3.6125,748.05,352.25,2936.8
2003-02-21,3.6225,750.45,351.35,2934.25
2003-02-24,3.582,754.25,357.75,2951.2
2003-02-25,3.6025,753.25,351.85,2947.4
2003-02-26,3.581,753.75,354.35,2947.45
2003-02-27,3.5545,751.5,345.45,2956.2
2003-02-28,3.5685,749.15,349.95,2963.0
2003-03-03,3.565,749.25,349.05,2963.25
2003-03-04,3.565,753.95,354.25,2959.75
2003-03-05,3.5525,756.15,353.55,2958.95
2003-03-06,3.496,754.55,356.25,2959.8
2003-03-07,3.4975,754.35,350.75,2962.7
2003-03-10,3.523,757.05,354.45,2962.95
2003-03-11,3.4825,752.05,350.65,2963.2
2003-03-12,3.4675,755.45,345.75,2959.5
2003-03-13,3.4075,742.25,334.35,2958.0
2003-03-14,3.4325,738.25,336.35,2958.0
2003-03-17,3.4405,738.75,336.55,2954.63
2003-03-18,3.4435,734.45,337.85,2956.68
2003-03-19,3.4665,738.75,336.45,2954.7
2003-03-20,3.4735,742.3,332.25,2954.45
2003-03-21,3.4035,730.25,326.05,2958.25
2003-03-24,3.398,731.25,329.65,2960.0
2003-03-25,3.3675,726.45,328.55,2962.15
2003-03-26,3.3815,726.25,330.25,2959.55
2003-03-27,3.3815,726.25,329.25,2958.2
2003-03-28,3.364,726.15,331.85,2959.23
2003-03-31,3.3525,733.25,337.45,2958.0
2003-04-01,3.3135,726.15,334.95,2958.23
2003-04-02,3.26,723.35,329.95,2953.5
2003-04-03,3.257,722.6,325.25,2949.5
2003-04-04,3.22,721.35,325.55,2944.02
2003-04-07,3.1525,719.9,323.05,2941.57
2003-04-08,3.1825,719.75,322.75,2934.45
2003-04-09,3.193,720.75,326.85,2914.5
2003-04-10,3.2475,724.55,326.55,2914.0
2003-04-11,3.204,724.0,328.05,2932.0
2003-04-14,3.1615,720.15,324.85,2923.9
2003-04-15,3.0825,718.6,324.95,2916.6
2003-04-16,3.0925,715.3,326.45,2919.0
2003-04-17,3.0325,713.25,327.15,2919.0
2003-04-18,3.0325,713.25,325.95,2919.0
2003-04-21,3.035,714.25,333.55,2918.0
2003-04-22,3.0425,716.35,332.95,2916.73
2003-04-23,3.0,709.45,331.25,2910.0
2003-04-24,3.0105,708.85,334.45,2911.0
2003-04-25,3.009,712.45,333.25,2912.5
2003-04-28,2.958,709.45,333.85,2885.0
2003-04-29,2.9105,706.25,334.25,2875.0
2003-04-30,2.9105,704.5,338.55,2870.0
2003-05-01,2.9105,702.25,341.75,2870.5
2003-05-02,2.968,700.2,340.95,2863.61
2003-05-05,3.0375,698.3,342.25,2861.0
2003-05-06,3.022,702.0,344.25,2863.5
2003-05-07,2.9475,695.6,342.05,2863.5
2003-05-08,2.9125,694.15,348.65,2845.5
2003-05-09,2.8725,694.75,348.55,2841.0
2003-05-12,2.864,696.0,351.25,2833.9
2003-05-13,2.89,693.5,349.85,2812.5
2003-05-14,2.8905,697.35,352.45,2842.0
2003-05-15,2.967,706.08,351.95,2806.5
2003-05-16,2.9425,705.05,354.75,2849.5
2003-05-19,2.9975,708.95,366.25,2885.0
2003-05-20,3.0375,714.2,367.95,2911.0
2003-05-21,3.001,711.45,371.55,2912.68
2003-05-22,2.98,707.25,367.05,2889.0
2003-05-23,2.9155,706.28,368.75,2853.1
2003-05-26,3.025,705.1,370.35,2856.5
2003-05-27,3.028,710.67,366.25,2866.3
2003-05-28,3.012,713.85,365.05,2856.0
2003-05-29,2.9345,711.39,369.25,2861.02
