Date,Rate_BRL,Rate_CHI,Gold,Rate_COP
2011-10-06,1.781,520.13,1651.36,1944.84
2011-10-07,1.772,518.6,1637.85,1931.72
2011-10-11,1.7757,509.25,1662.3,1913.53
2011-10-12,1.7697,499.15,1676.3,1891.63
2011-10-13,1.751,505.2,1668.05,1900.05
2011-10-14,1.7328,499.65,1680.95,1885.25
2011-10-18,1.7543,510.65,1657.97,1904.5
2011-10-19,1.7745,511.34,1640.75,1897.55
2011-10-20,1.7809,518.9,1620.66,1904.97
2011-10-21,1.7757,513.16,1641.85,1889.83
2011-10-24,1.7508,505.12,1653.48,1868.93
2011-10-25,1.766,502.25,1705.27,1875.84
2011-10-26,1.7587,501.11,1724.64,1876.58
2011-10-27,1.7098,489.93,1744.95,1861.0
2011-10-28,1.6721,491.24,1743.42,1860.49
2011-10-31,1.7173,493.25,1714.7,1865.07
2011-11-01,1.7446,502.27,1719.55,1888.66
2011-11-02,1.799,501.78,1737.8,1905.6
2011-11-03,1.7368,494.55,1763.67,1905.14
2011-11-04,1.7517,496.63,1754.65,1905.65
2011-11-08,1.7327,497.58,1786.32,1908.82
2011-11-09,1.7793,499.88,1769.7,1911.6
2011-11-10,1.7615,501.71,1758.5,1910.61
2011-11-11,1.7429,502.27,1788.63,1911.0
2011-11-15,1.799,501.0,1780.9,1911.85
2011-11-16,1.7701,502.27,1763.35,1903.28
2011-11-17,1.7795,502.27,1721.52,1919.0
2011-11-18,1.7865,502.27,1723.92,1913.66
2011-11-21,1.8071,502.27,1677.57,1925.32
2011-11-22,1.8186,502.27,1699.9,1915.3
2011-11-23,1.8659,502.27,1692.41,1934.09
2011-11-24,1.8982,502.27,1697.42,1932.47
2011-11-25,1.8918,502.27,1683.52,1955.08
2011-11-28,1.8616,502.27,1712.35,1947.36
2011-11-29,1.8454,502.27,1715.67,1959.15
2011-11-30,1.8085,525.0,1746.35,1952.5
2011-12-01,1.8002,519.08,1744.8,1943.47
2011-12-02,1.7907,519.08,1746.59,1938.57
2011-12-05,1.7861,519.08,1722.67,1936.0
2011-12-06,1.7912,519.08,1728.55,1930.94
2011-12-07,1.7996,519.08,1741.89,1930.59
2011-12-09,1.7982,519.08,1711.47,1925.13
2011-12-12,1.844,519.08,1666.49,1932.5
2011-12-13,1.8638,515.0,1631.5,1929.5
2011-12-14,1.8797,520.05,1573.9,1934.88
2011-12-15,1.8601,519.08,1570.52,1933.22
2011-12-16,1.8512,519.08,1598.95,1938.7
2011-12-19,1.8673,518.6,1594.35,1936.5
2011-12-20,1.8452,519.08,1615.69,1930.74
2011-12-21,1.8589,519.0,1615.17,1929.29
2011-12-22,1.8527,521.9,1606.07,1920.25
2011-12-23,1.8564,519.08,1606.88,1919.08
2011-12-26,1.8568,519.0,1607.25,1923.0
2011-12-27,1.86,519.08,1592.95,1918.82
2011-12-28,1.8731,519.08,1556.8,1938.82
2011-12-29,1.8663,519.08,1545.65,1938.14
2011-12-30,1.8401,520.02,1564.91,1935.35
2012-01-02,1.8767,502.97,1566.37,1930.0
2012-01-03,1.8308,521.0,1603.95,1904.23
2012-01-04,1.8327,512.0,1611.95,1882.53
2012-01-05,1.8433,514.5,1622.71,1879.06
2012-01-06,1.8569,512.7,1617.08,1881.5
2012-01-10,1.7996,509.3,1632.33,1858.87
2012-01-11,1.8021,506.82,1641.99,1849.5
2012-01-12,1.7789,503.6,1649.99,1835.14
2012-01-13,1.7864,502.97,1638.92,1838.16
2012-01-16,1.7863,501.3,1643.88,1846.0
2012-01-17,1.7875,502.97,1652.38,1835.5
2012-01-18,1.767,497.5,1659.84,1837.5
2012-01-20,1.7552,490.3,1666.6,1825.5
2012-01-23,1.755,489.5,1676.85,1812.6
2012-01-24,1.7587,491.0,1665.25,1813.69
2012-01-25,1.765,502.97,1710.8,1808.73
2012-01-26,1.7497,502.97,1720.08,1808.95
2012-01-27,1.7355,502.97,1738.95,1808.5
2012-01-30,1.7491,489.1,1729.85,1814.5
2012-01-31,1.7471,502.97,1737.76,1807.81
2012-02-01,1.7343,487.6,1743.53,1797.38
2012-02-02,1.7187,488.2,1759.55,1790.13
2012-02-03,1.7179,483.2,1726.33,1781.53
2012-02-06,1.7258,480.45,1720.25,1785.85
2012-02-07,1.7258,483.2,1745.45,1782.5
2012-02-08,1.7217,483.2,1733.13,1776.84
2012-02-09,1.716,476.57,1729.54,1772.55
2012-02-10,1.7222,483.2,1721.85,1780.0
2012-02-13,1.7163,483.2,1722.25,1778.5
2012-02-14,1.7248,483.2,1720.23,1785.0
2012-02-15,1.729,483.2,1728.18,1791.5
2012-02-16,1.7165,483.2,1728.25,1780.92
2012-02-17,1.7138,483.2,1723.49,1774.68
2012-02-20,1.7175,483.2,1734.93,1773.5
2012-02-21,1.7175,483.2,1759.25,1778.5
2012-02-22,1.7058,483.2,1776.3,1782.0
2012-02-23,1.7138,483.2,1780.78,1775.32
2012-02-24,1.7098,483.2,1772.35,1773.96
2012-02-27,1.7069,483.2,1767.65,1770.55
2012-02-28,1.6958,483.2,1784.25,1766.25
2012-02-29,1.7177,483.2,1696.76,1765.5
2012-03-01,1.7136,486.03,1718.25,1766.5
2012-03-02,1.7305,486.03,1712.45,1773.0
2012-03-05,1.7394,485.9,1706.32,1770.75
2012-03-06,1.7582,486.03,1674.38,1778.12
2012-03-07,1.7661,486.03,1684.91,1780.0
2012-03-08,1.7606,486.03,1699.85,1761.98
2012-03-09,1.7914,484.0,1713.85,1762.0
2012-03-12,1.7968,485.59,1701.34,1760.68
2012-03-13,1.7925,486.03,1674.03,1755.41
2012-03-14,1.8047,486.03,1644.79,1761.89
2012-03-15,1.7982,486.03,1658.66,1758.11
2012-03-16,1.7997,486.03,1659.98,1757.43
2012-03-20,1.8143,486.03,1650.86,1754.73
2012-03-21,1.818,484.0,1650.55,1758.5
2012-03-22,1.819,488.7,1645.91,1758.14
2012-03-23,1.81,486.03,1661.7,1759.5
2012-03-26,1.8172,486.03,1690.18,1760.5
2012-03-27,1.8215,486.03,1680.75,1763.5
2012-03-28,1.8259,486.03,1663.55,1773.12
2012-03-29,1.8214,486.03,1661.57,1790.5
2012-03-30,1.8263,488.0,1668.15,1787.21
2012-04-02,1.8325,488.09,1677.75,1771.83
2012-04-03,1.8249,486.58,1645.85,1766.83
2012-04-04,1.8263,486.58,1620.55,1775.78
2012-04-09,1.818,487.68,1640.26,1780.49
2012-04-10,1.8335,486.58,1659.93,1792.62
2012-04-11,1.8358,486.58,1658.98,1787.5
2012-04-12,1.8271,483.85,1675.78,1788.5
2012-04-13,1.8376,486.58,1658.38,1775.5
2012-04-16,1.8473,485.21,1652.01,1776.5
2012-04-17,1.861,486.58,1649.59,1766.12
2012-04-18,1.8786,486.58,1642.24,1769.5
2012-04-19,1.8807,486.58,1642.82,1774.5
2012-04-20,1.8726,486.58,1643.05,1770.5
2012-04-23,1.881,489.0,1638.84,1768.16
2012-04-24,1.8788,487.0,1642.25,1768.5
2012-04-25,1.8797,486.8,1643.72,1762.5
2012-04-26,1.8854,486.58,1657.35,1762.5
2012-04-27,1.8878,486.58,1662.85,1762.5
2012-04-30,1.9073,485.0,1664.75,1765.28
2012-05-02,1.924,485.73,1653.45,1759.5
2012-05-03,1.911,483.0,1636.05,1755.5
2012-05-04,1.9276,481.0,1642.35,1756.5
2012-05-07,1.9195,484.9,1638.45,1752.08
2012-05-08,1.9403,484.0,1605.4,1754.5
2012-05-09,1.9697,490.0,1589.55,1766.2
2012-05-10,1.9532,496.78,1594.01,1764.5
2012-05-11,1.9668,489.0,1579.35,1760.62
2012-05-14,1.9959,491.15,1556.73,1771.5
2012-05-15,2.0017,492.15,1544.1,1786.5
2012-05-16,2.0009,496.78,1539.75,1794.0
2012-05-17,2.009,496.78,1574.14,1807.5
2012-05-18,2.0236,496.78,1593.03,1805.5
2012-05-22,2.0906,496.78,1568.5,1823.0
2012-05-23,2.031,496.78,1561.53,1841.02
2012-05-24,2.0284,506.0,1559.3,1840.14
2012-05-25,1.9845,511.54,1573.0,1827.68
2012-05-28,1.9832,509.2,1573.33,1827.5
2012-05-29,1.9926,512.0,1555.34,1813.04
2012-05-30,2.016,514.0,1562.93,1823.98
2012-05-31,2.0226,518.0,1560.51,1824.94
2012-06-01,2.0401,523.25,1624.0,1827.49
2012-06-04,2.0585,517.57,1619.0,1816.5
2012-06-05,2.0247,513.09,1617.05,1816.5
2012-06-06,2.0328,509.58,1619.55,1792.0
2012-06-07,2.0501,502.0,1589.32,1771.5
2012-06-08,2.0241,507.92,1593.4,1775.01
2012-06-12,2.0688,507.92,1609.71,1775.96
2012-06-13,2.0721,503.2,1617.16,1782.4
2012-06-14,2.0563,500.0,1623.6,1788.46
2012-06-15,2.0484,507.92,1627.1,1781.19
2012-06-19,2.0281,497.15,1618.39,1767.58
2012-06-20,2.0258,507.92,1607.5,1770.5
2012-06-21,2.0563,507.92,1566.37,1777.5
2012-06-22,2.0657,503.93,1572.43,1787.63
2012-06-25,2.062,507.36,1584.38,1800.33
2012-06-26,2.0761,507.92,1572.86,1803.0
2012-06-27,2.0754,507.92,1574.19,1796.25
2012-06-28,2.0765,510.0,1552.68,1805.52
2012-06-29,2.0093,507.92,1597.45,1780.83
2012-07-03,2.0155,495.0,1617.45,1767.39
2012-07-04,2.0283,497.0,1615.65,1767.14
2012-07-05,2.0194,491.06,1604.58,1772.91
2012-07-06,2.0279,491.06,1583.85,1781.41
2012-07-09,2.0323,498.23,1587.65,1788.5
2012-07-10,2.0336,494.37,1567.15,1786.5
2012-07-11,2.0367,491.06,1576.38,1786.0
2012-07-12,2.0374,494.35,1571.73,1786.5
2012-07-13,2.037,491.06,1589.6,1773.14
2012-07-16,2.0349,491.06,1589.4,1776.21
2012-07-17,2.0219,488.0,1583.41,1778.0
2012-07-18,2.023,491.06,1573.45,1774.97
2012-07-19,2.0122,486.1,1581.54,1778.16
2012-07-23,2.0387,493.6,1576.75,1786.7
2012-07-24,2.0477,491.06,1581.18,1800.07
2012-07-25,2.0331,491.06,1603.85,1795.98
2012-07-26,2.0213,486.3,1615.85,1788.07
2012-07-27,2.0213,484.83,1623.2,1791.5
2012-07-30,2.0404,483.85,1621.96,1791.5
2012-07-31,2.0569,491.06,1614.58,1789.99
2012-08-01,2.0445,482.0,1599.58,1784.87
2012-08-02,2.0496,481.67,1588.05,1787.84
2012-08-03,2.0285,481.67,1603.55,1785.5
2012-08-06,2.0311,481.67,1610.68,1786.01
2012-08-08,2.0206,481.67,1612.55,1785.18
2012-08-09,2.0132,477.0,1617.18,1788.0
2012-08-10,2.0153,481.67,1620.15,1787.79
2012-08-13,2.0207,483.33,1609.75,1793.5
2012-08-14,2.0267,481.67,1599.05,1793.5
2012-08-15,2.0229,481.67,1603.1,1819.5
2012-08-16,2.017,484.0,1615.13,1816.28
2012-08-17,2.0155,484.34,1616.4,1816.16
2012-08-21,2.016,481.67,1637.8,1811.43
2012-08-22,2.0162,481.67,1654.5,1809.07
2012-08-23,2.0236,480.0,1670.53,1812.5
2012-08-24,2.027,481.67,1670.5,1814.5
2012-08-27,2.0341,481.67,1663.97,1822.5
2012-08-28,2.0428,481.67,1666.75,1824.99
2012-08-29,2.0501,481.67,1656.5,1828.5
2012-08-30,2.0486,481.0,1655.6,1829.5
2012-08-31,2.0297,481.67,1691.85,1822.07
2012-09-03,2.033,480.0,1692.33,1820.48
2012-09-04,2.0429,474.26,1695.88,1822.34
2012-09-05,2.0393,474.26,1692.93,1806.79
2012-09-06,2.0285,474.26,1700.33,1800.5
2012-09-07,2.027,475.0,1735.85,1797.85
2012-09-10,2.0224,474.26,1726.06,1796.0
2012-09-11,2.0164,474.26,1731.88,1797.5
2012-09-12,2.0259,474.26,1730.75,1802.5
2012-09-13,2.0205,474.26,1767.12,1790.37
2012-09-14,2.0123,470.0,1770.5,1793.5
2012-09-17,2.032,474.26,1761.25,1801.5
2012-09-18,2.0234,474.26,1771.31,1795.5
2012-09-19,2.0237,474.26,1770.3,1798.5
2012-09-20,2.0214,474.26,1768.53,1793.5
2012-09-21,2.0225,474.26,1773.1,1797.5
2012-09-24,2.0265,474.26,1764.4,1800.5
2012-09-25,2.0314,473.0,1760.64,1796.5
2012-09-26,2.036,474.26,1752.75,1795.12
2012-09-27,2.0289,474.26,1777.38,1795.29
2012-09-28,2.0258,473.3,1772.25,1800.5
2012-10-01,2.0268,476.62,1775.43,1800.5
2012-10-02,2.0251,473.0,1774.57,1798.5
2012-10-03,2.023,476.62,1777.88,1802.5
2012-10-04,2.019,476.62,1790.15,1792.28
2012-10-05,2.0306,476.62,1780.7,1795.5
2012-10-08,2.0294,476.62,1774.55,1793.02
2012-10-09,2.0337,476.62,1764.2,1798.5
2012-10-10,2.0426,476.62,1762.29,1799.5
2012-10-11,2.038,473.06,1767.18,1798.5
2012-10-12,2.029,472.34,1754.03,1797.5
2012-10-16,2.0339,472.65,1747.47,1799.5
2012-10-17,2.0317,472.0,1750.15,1799.5
2012-10-18,2.028,472.46,1741.4,1796.5
2012-10-19,2.027,474.85,1721.75,1798.5
2012-10-22,2.0246,477.37,1728.6,1802.5
2012-10-23,2.0264,483.13,1707.63,1816.0
2012-10-24,2.0258,476.62,1702.04,1816.5
2012-10-25,2.025,478.75,1712.1,1817.5
2012-10-26,2.0265,480.65,1711.2,1826.5
2012-10-29,2.0321,482.0,1709.25,1828.5
2012-10-30,2.0305,479.37,1709.6,1827.76
2012-10-31,2.0299,481.02,1720.65,1831.0
2012-11-01,2.03,478.81,1714.2,1831.5
2012-11-02,2.074,480.82,1678.0,1831.5
2012-11-06,2.032,479.3,1716.0,1831.5
2012-11-07,2.0345,479.73,1717.55,1811.31
2012-11-08,2.0405,477.41,1731.4,1810.5
2012-11-09,2.0464,479.7,1731.07,1815.5
2012-11-13,2.0584,483.8,1724.95,1814.44
2012-11-14,2.0666,484.75,1726.5,1820.5
2012-11-15,2.074,483.96,1715.75,1814.5
2012-11-16,2.0847,484.79,1713.72,1822.5
2012-11-19,2.0789,480.14,1731.72,1818.5
2012-11-20,2.081,478.18,1727.05,1816.5
2012-11-21,2.0984,477.94,1728.69,1815.5
2012-11-22,2.1044,476.95,1729.55,1817.5
2012-11-23,2.0816,478.79,1753.0,1814.5
2012-11-26,2.0814,481.61,1748.7,1824.5
2012-11-27,2.0838,481.26,1742.09,1824.5
2012-11-28,2.0939,480.9,1719.69,1823.5
2012-11-29,2.0987,479.15,1725.74,1811.09
2012-11-30,2.136,480.76,1714.98,1812.78
2012-12-03,2.1233,480.85,1715.96,1808.37
2012-12-04,2.1199,479.67,1697.59,1813.5
2012-12-05,2.0879,479.34,1693.9,1811.5
2012-12-06,2.0771,477.13,1699.88,1797.87
2012-12-07,2.075,476.65,1704.07,1793.27
2012-12-10,2.077,474.85,1713.11,1799.5
2012-12-11,2.0786,475.23,1709.95,1796.59
2012-12-12,2.0719,474.34,1711.71,1795.5
2012-12-13,2.0856,474.82,1697.1,1793.82
2012-12-14,2.0861,473.93,1696.15,1794.62
2012-12-17,2.0995,474.93,1698.32,1794.62
2012-12-18,2.0889,474.42,1671.23,1791.32
2012-12-19,2.0716,474.89,1667.18,1791.5
2012-12-20,2.0695,474.95,1647.92,1787.5
2012-12-21,2.0792,478.4,1657.22,1787.5
2012-12-24,2.08,479.8,1657.84,1772.5
2012-12-26,2.0492,479.18,1659.45,1773.5
2012-12-27,2.0435,479.96,1664.1,1772.5
2012-12-28,2.0428,479.47,1655.7,1762.5
2013-01-02,2.0454,474.36,1686.89,1758.5
2013-01-03,2.0457,472.42,1663.99,1762.5
2013-01-04,2.0325,473.12,1656.1,1768.0
2013-01-08,2.0408,472.25,1659.13,1771.5
2013-01-09,2.0406,470.95,1657.63,1767.5
2013-01-10,2.0288,470.78,1675.36,1763.5
2013-01-11,2.0338,472.35,1662.98,1760.88
2013-01-14,2.0315,473.78,1667.8,1756.29
2013-01-15,2.0357,475.05,1679.62,1766.7
2013-01-16,2.0423,474.97,1679.93,1770.91
2013-01-17,2.0397,472.22,1687.64,1763.74
2013-01-18,2.0414,471.59,1684.25,1769.5
2013-01-21,2.0414,472.35,1690.05,1766.33
2013-01-22,2.0428,470.78,1692.75,1774.42
2013-01-23,2.0354,471.16,1685.84,1779.23
2013-01-24,2.0301,470.2,1667.97,1778.06
2013-01-25,2.031,472.06,1658.65,1779.5
2013-01-28,1.9955,473.08,1655.61,1776.74
2013-01-29,1.9857,471.68,1663.8,1771.16
2013-01-30,1.9893,471.44,1677.0,1777.5
2013-01-31,1.9916,471.2,1663.7,1775.01
2013-02-01,1.988,471.46,1667.4,1777.5
2013-02-04,1.9955,473.09,1674.3,1784.66
2013-02-05,1.984,472.7,1672.95,1786.32
2013-02-06,1.9913,472.69,1677.57,1794.5
2013-02-07,1.9667,472.36,1671.4,1789.85
2013-02-08,1.9718,472.19,1667.25,1786.5
2013-02-11,1.9739,472.48,1648.07,1784.5
2013-02-12,1.9739,471.67,1651.33,1779.5
2013-02-13,1.9646,470.71,1642.5,1779.72
2013-02-14,1.9573,470.76,1634.85,1783.5
2013-02-15,1.9693,471.25,1610.15,1786.5
2013-02-18,1.9633,471.85,1609.78,1790.5
2013-02-19,1.9554,472.3,1605.05,1791.5
2013-02-20,1.9621,472.67,1564.55,1791.5
2013-02-21,1.9728,475.6,1576.27,1798.5
2013-02-22,1.9726,473.7,1581.16,1796.47
2013-02-25,1.9835,473.2,1593.46,1809.76
2013-02-26,1.9822,473.4,1613.76,1816.39
2013-02-27,1.9729,472.79,1597.1,1814.5
2013-02-28,1.9775,472.88,1579.61,1813.5
2013-03-01,1.98,474.57,1576.18,1813.5
2013-03-04,1.9698,475.0,1573.83,1814.5
2013-03-05,1.964,472.66,1575.5,1809.5
2013-03-06,1.9703,472.92,1583.97,1807.5
2013-03-07,1.9584,471.8,1579.0,1803.5
2013-03-08,1.9439,471.98,1578.97,1801.5
2013-03-11,1.9564,471.91,1581.6,1801.5
2013-03-12,1.9646,471.49,1592.8,1796.51
2013-03-13,1.9718,471.22,1587.7,1798.5
2013-03-14,1.9717,471.06,1590.19,1797.5
2013-03-15,1.9828,472.15,1592.1,1798.5
2013-03-18,1.9829,471.85,1605.49,1805.35
2013-03-19,1.9849,472.5,1612.87,1811.5
2013-03-20,1.9898,473.2,1606.92,1818.5
2013-03-21,2.0078,472.93,1614.85,1819.5
2013-03-26,2.0169,472.47,1600.05,1828.57
2013-04-01,2.0211,472.3,1599.52,1822.5
2013-04-02,2.019,472.46,1575.89,1809.8
2013-04-03,2.0248,472.39,1557.9,1821.5
2013-04-04,2.0155,471.66,1554.8,1827.5
2013-04-05,1.9854,470.0,1581.25,1820.5
2013-04-08,1.9916,468.0,1573.47,1817.5
2013-04-09,1.9813,467.23,1585.35,1813.5
2013-04-10,1.9736,468.06,1558.42,1819.5
2013-04-11,1.9748,468.75,1561.5,1824.5
2013-04-12,1.9686,469.7,1482.75,1825.5
2013-04-15,2.0021,472.32,1348.21,1824.5
2013-04-16,1.9884,472.73,1367.36,1833.5
2013-04-17,2.0006,474.2,1376.25,1849.83
2013-04-18,2.019,475.75,1390.5,1841.5
2013-04-19,2.0111,477.85,1403.79,1835.5
2013-04-22,2.021,477.54,1426.45,1839.0
2013-04-23,2.0238,478.8,1413.0,1839.5
2013-04-24,2.0105,475.17,1431.99,1834.5
2013-04-25,2.0015,472.0,1467.9,1831.35
2013-04-26,1.9987,472.1,1461.92,1831.97
2013-04-29,2.0075,471.44,1475.84,1826.8
2013-04-30,2.0014,471.5,1476.71,1823.93
2013-05-02,2.0088,472.38,1467.07,1825.5
2013-05-03,2.0098,470.13,1470.75,1833.5
2013-05-06,2.0093,469.43,1469.46,1829.5
2013-05-07,2.0077,470.07,1452.7,1827.5
2013-05-08,2.0055,471.22,1473.94,1830.5
2013-05-09,2.014,472.22,1458.15,1830.5
2013-05-10,2.0204,474.25,1448.55,1834.5
2013-05-14,2.0208,477.88,1425.46,1839.5
2013-05-15,2.0222,474.0,1393.03,1844.5
2013-05-16,2.0268,480.0,1385.97,1839.5
2013-05-17,2.0351,481.5,1359.5,1841.5
2013-05-20,2.0399,484.93,1393.85,1842.5
2013-05-21,2.0395,481.11,1376.29,1846.5
2013-05-22,2.0495,484.3,1370.27,1847.5
2013-05-23,2.0437,488.0,1391.05,1864.5
2013-05-24,2.0517,481.11,1386.64,1876.5
2013-05-27,2.0571,490.78,1394.78,1887.0
2013-05-28,2.0749,491.25,1381.12,1888.5
2013-05-29,2.1105,491.68,1392.95,1892.5
2013-05-30,2.0393,497.0,1414.0,1891.5
2013-05-31,2.1386,500.0,1387.8,1906.5
2013-06-04,2.1251,498.5,1399.56,1898.0
2013-06-05,2.1295,503.1,1403.43,1902.5
2013-06-06,2.1298,505.78,1413.97,1904.5
2013-06-07,2.132,501.4,1382.97,1904.5
2013-06-11,2.1326,512.0,1378.33,1904.5
2013-06-12,2.1558,504.54,1389.02,1904.5
2013-06-13,2.1206,495.8,1386.15,1890.64
2013-06-14,2.1529,493.82,1390.67,1880.42
2013-06-17,2.1712,491.65,1385.27,1887.5
2013-06-18,2.1821,504.54,1367.67,1887.5
2013-06-19,2.2255,500.6,1351.31,1896.96
2013-06-20,2.2575,514.15,1284.97,1896.5
2013-06-21,2.2422,511.65,1296.42,1937.5
2013-06-24,2.227,514.71,1282.39,1941.5
2013-06-25,2.2137,507.27,1277.65,1924.5
2013-06-26,2.1867,510.75,1226.59,1931.5
2013-06-27,2.1989,504.17,1200.67,1922.5
2013-06-28,2.2322,507.25,1234.53,1925.5
2013-07-02,2.2548,506.25,1243.43,1916.5
2013-07-03,2.2692,503.17,1252.88,1911.36
2013-07-04,2.2491,506.25,1249.89,1911.75
2013-07-05,2.2537,508.08,1223.14,1915.5
2013-07-08,2.2638,507.25,1236.98,1922.55
2013-07-09,2.2601,508.75,1251.39,1920.5
2013-07-10,2.2645,508.9,1259.72,1918.42
2013-07-11,2.2548,508.95,1286.01,1907.6
2013-07-12,2.2674,506.75,1285.59,1909.72
2013-07-15,2.2201,501.35,1284.7,1886.98
2013-07-16,2.2537,506.42,1292.13,1875.89
2013-07-17,2.2259,497.88,1276.02,1866.61
2013-07-18,2.2275,500.39,1284.23,1880.91
2013-07-19,2.2469,503.23,1296.03,1883.17
2013-07-22,2.2327,506.75,1335.82,1879.37
2013-07-23,2.2137,502.87,1345.18,1880.49
2013-07-24,2.251,506.75,1322.14,1886.49
2013-07-25,2.2426,506.75,1333.83,1886.73
2013-07-26,2.2571,507.59,1333.16,1884.07
2013-07-29,2.27,508.05,1328.1,1885.69
2013-07-30,2.2832,515.29,1326.37,1885.67
2013-07-31,2.2765,513.58,1325.07,1892.96
2013-08-01,2.3044,515.4,1310.2,1897.41
2013-08-02,2.2874,514.75,1312.03,1886.73
2013-08-05,2.3061,513.66,1303.01,1879.98
2013-08-06,2.2992,514.8,1283.19,1878.13
2013-08-08,2.2846,508.29,1313.27,1873.24
2013-08-09,2.2716,510.75,1314.46,1872.5
2013-08-12,2.2878,507.21,1338.39,1873.5
2013-08-13,2.3147,510.51,1321.67,1880.27
2013-08-14,2.3247,508.23,1336.16,1889.5
2013-08-15,2.3406,512.16,1366.18,1902.5
2013-08-16,2.3924,512.78,1376.57,1901.5
2013-08-20,2.3934,514.25,1371.23,1921.95
2013-08-21,2.4549,517.15,1366.66,1926.5
2013-08-22,2.4361,512.16,1376.14,1918.5
2013-08-23,2.3488,510.33,1397.73,1915.5
2013-08-26,2.3788,512.73,1404.65,1916.5
2013-08-27,2.3721,514.6,1415.15,1938.5
2013-08-28,2.3459,512.68,1417.51,1939.5
2013-08-29,2.3593,510.46,1407.79,1941.5
2013-08-30,2.3855,510.33,1395.27,1941.5
2013-09-02,2.3773,509.6,1389.77,1935.5
2013-09-03,2.3589,510.07,1412.41,1946.5
2013-09-04,2.3599,509.12,1391.57,1940.5
2013-09-05,2.3246,508.95,1367.48,1936.57
2013-09-06,2.3065,511.05,1391.8,1940.28
2013-09-09,2.276,507.96,1386.97,1943.5
2013-09-10,2.2831,506.13,1363.88,1936.5
2013-09-11,2.2768,506.53,1365.31,1936.5
2013-09-12,2.2744,505.25,1321.73,1919.5
2013-09-13,2.2801,505.25,1326.17,1923.5
2013-09-16,2.2844,504.25,1312.79,1922.5
2013-09-17,2.2562,505.75,1310.6,1914.5
2013-09-18,2.1858,505.88,1363.77,1916.5
2013-09-19,2.2018,505.88,1366.25,1883.5
2013-09-20,2.2104,505.88,1325.85,1896.5
2013-09-23,2.1983,506.75,1322.72,1891.5
2013-09-24,2.2011,497.58,1323.26,1890.5
2013-09-25,2.2324,502.25,1334.36,1893.5
2013-09-26,2.2455,501.11,1324.08,1895.86
2013-09-27,2.2517,503.46,1336.88,1913.5
2013-09-30,2.2169,504.76,1329.03,1906.5
2013-10-01,2.2158,504.21,1287.54,1891.5
2013-10-02,2.1915,501.42,1316.03,1884.95
2013-10-03,2.2076,502.82,1316.86,1888.5
2013-10-04,2.2119,499.4,1311.09,1886.5
2013-10-07,2.2047,500.35,1323.1,1887.5
2013-10-08,2.2112,500.3,1319.29,1889.5
2013-10-09,2.2067,501.75,1305.59,1891.5
2013-10-10,2.1803,497.04,1287.6,1886.5
2013-10-11,2.1756,497.96,1272.2,1880.5
2013-10-15,2.178,498.82,1282.35,1882.5
2013-10-16,2.1803,499.45,1282.51,1884.5
2013-10-17,2.1527,493.98,1320.32,1878.5
2013-10-18,2.1691,496.79,1316.25,1881.5
2013-10-21,2.1751,502.05,1316.02,1885.5
2013-10-22,2.1724,499.53,1340.11,1884.5
2013-10-23,2.1906,502.95,1333.47,1882.5
2013-10-24,2.2035,503.64,1346.75,1881.5
2013-10-25,2.1878,505.7,1350.62,1880.57
2013-10-28,2.1787,507.08,1352.63,1879.8
2013-10-29,2.185,508.83,1345.05,1881.34
2013-10-30,2.1902,507.08,1344.55,1883.5
2013-10-31,2.2399,501.48,1323.06,1886.18
2013-11-01,2.2532,521.42,1316.18,1890.5
2013-11-05,2.2891,515.73,1311.68,1911.11
2013-11-06,2.2885,515.26,1317.89,1911.76
2013-11-07,2.3062,517.35,1307.63,1918.5
2013-11-08,2.3127,517.65,1288.5,1921.5
2013-11-12,2.3324,523.05,1268.04,1934.5
2013-11-13,2.3347,520.45,1281.75,1930.45
2013-11-14,2.3144,518.98,1287.18,1928.76
2013-11-15,2.2989,522.25,1290.18,1918.11
2013-11-18,2.2641,517.59,1275.44,1917.5
2013-11-19,2.271,519.74,1275.72,1919.5
2013-11-20,2.267,524.25,1244.33,1928.2
2013-11-21,2.305,522.32,1242.91,1916.7
2013-11-22,2.2793,519.7,1243.8,1918.38
2013-11-25,2.2839,520.98,1251.38,1925.5
2013-11-26,2.2946,522.13,1242.85,1926.5
2013-11-27,2.3305,526.88,1237.9,1927.5
2013-11-28,2.3175,529.02,1244.65,1924.68
2013-11-29,2.3361,532.29,1253.35,1931.7
2013-12-02,2.3533,532.89,1219.83,1931.63
2013-12-03,2.3687,534.17,1223.42,1939.04
2013-12-04,2.3901,535.1,1243.79,1949.5
2013-12-05,2.3567,529.76,1225.23,1949.5
2013-12-06,2.3317,535.1,1229.1,1932.6
2013-12-09,2.3179,529.43,1240.35,1933.5
2013-12-10,2.3066,531.7,1262.19,1932.42
2013-12-11,2.342,533.35,1252.32,1932.5
2013-12-12,2.3344,532.91,1225.49,1933.5
2013-12-13,2.3299,529.89,1238.69,1931.5
2013-12-16,2.3287,527.41,1241.32,1935.53
2013-12-17,2.319,531.25,1230.89,1941.5
2013-12-18,2.3312,531.25,1218.53,1943.5
2013-12-19,2.3571,530.95,1188.68,1939.5
2013-12-20,2.3877,530.95,1203.24,1931.5
2013-12-23,2.3572,527.57,1198.86,1934.83
2013-12-24,2.3598,531.85,1204.35,1943.36
2013-12-26,2.3536,531.85,1210.64,1918.5
