Date,Dif Rates,Rate_COP
2021-12-28,-2.8640000000000003,4011.35
2021-12-29,-2.863,4038.04
2021-12-30,-2.855,4080.32
2022-01-03,-2.8640000000000003,4061.8
2022-01-04,-2.847,4081.55
2022-01-05,-2.861,4024.35
2022-01-06,-2.8640000000000003,4033.05
2022-01-07,-2.866,4051.08
2022-01-10,-2.866,4051.98
2022-01-11,-2.866,3993.25
2022-01-12,-2.866,3974.38
2022-01-13,-2.867,3967.85
2022-01-14,-2.8720000000000003,4004.03
2022-01-17,-2.8810000000000002,4007.11
2022-01-18,-2.9170000000000003,4038.09
2022-01-19,-2.894,3995.04
2022-01-20,-2.912,3977.23
2022-01-21,-2.887,3955.38
2022-01-24,-2.892,3977.05
2022-01-25,-2.878,3970.77
2022-01-26,-2.89,3930.4
2022-01-27,-2.889,3963.65
2022-01-28,-2.8800000000000003,3957.0
2022-01-31,-3.825,3947.01
2022-02-01,-3.831,3925.51
2022-02-02,-3.833,3932.49
2022-02-03,-3.8360000000000003,3954.19
2022-02-04,-3.835,3955.68
2022-02-07,-3.8360000000000003,3965.25
2022-02-08,-3.83,3948.21
2022-02-09,-3.844,3939.78
2022-02-10,-3.834,3920.2
2022-02-11,-3.8280000000000003,3930.02
2022-02-14,-3.8280000000000003,3944.5
2022-02-15,-3.826,3951.85
2022-02-16,-3.826,3963.52
2022-02-17,-3.8190000000000004,3932.55
2022-02-18,-3.8230000000000004,3930.74
2022-02-21,-3.8280000000000003,3938.31
2022-02-22,-3.833,3930.57
2022-02-23,-3.8280000000000003,3912.9
2022-02-24,-3.8360000000000003,3926.61
2022-02-25,-3.827,3913.0
2022-02-28,-3.8190000000000004,3937.94
2022-03-01,-3.8160000000000003,3884.13
2022-03-02,-3.821,3836.48
2022-03-03,-3.822,3756.42
2022-03-04,-3.8200000000000003,3826.49
2022-03-07,-3.8230000000000004,3812.31
2022-03-08,-3.83,3771.85
2022-03-09,-3.826,3742.9
2022-03-10,-3.813,3817.75
2022-03-11,-3.785,3819.95
2022-03-14,-3.7630000000000003,3798.66
2022-03-15,-3.6820000000000004,3831.95
2022-03-16,-3.769,3836.3
2022-03-17,-3.5690000000000004,3825.15
2022-03-18,-3.5700000000000003,3817.04
2022-03-22,-3.5919999999999996,3761.61
2022-03-23,-3.602,3784.82
2022-03-24,-3.606,3788.23
2022-03-25,-3.596,3794.11
2022-03-28,-3.591,3786.88
2022-03-29,-3.564,3756.11
2022-03-30,-3.587,3757.46
2022-03-31,-3.5869999999999997,3771.05
2022-04-01,-4.51,3754.66
2022-04-04,-4.5120000000000005,3706.02
2022-04-05,-4.506,3741.1
2022-04-06,-4.506,3750.45
2022-04-07,-4.4910000000000005,3769.5
2022-04-08,-4.4910000000000005,3754.0
2022-04-11,-4.49,3739.07
2022-04-12,-4.498,3732.73
2022-04-13,-4.513,3723.0
2022-04-14,-4.513,3721.5
2022-04-18,-4.518,3733.42
2022-04-19,-4.532,3749.82
2022-04-20,-4.545,3760.66
2022-04-21,-4.5600000000000005,3766.66
2022-04-22,-4.550000000000001,3857.75
2022-04-25,-4.542,3933.44
2022-04-26,-4.5329999999999995,3942.93
2022-04-27,-4.526,3955.54
2022-04-28,-4.535,3981.27
2022-04-29,-4.5409999999999995,3960.95
2022-05-02,-5.453,4010.02
2022-05-03,-5.458,4029.27
2022-05-04,-5.453,4066.36
2022-05-05,-4.956,4083.04
2022-05-06,-4.951,4053.93
2022-05-09,-4.95,4091.11
2022-05-10,-4.920999999999999,4074.07
2022-05-11,-4.9399999999999995,4086.02
2022-05-12,-4.926,4110.69
2022-05-13,-4.948,4109.88
2022-05-16,-4.944,4058.19
2022-05-17,-4.947,4029.43
2022-05-18,-4.958,4071.49
2022-05-19,-4.96,4053.3
2022-05-20,-4.971,3971.78
2022-05-23,-4.97,3977.52
2022-05-24,-4.971,3976.17
2022-05-25,-4.9719999999999995,3936.63
2022-05-26,-4.9719999999999995,3922.0
2022-05-27,-4.975,3932.59
2022-05-31,-4.9639999999999995,3772.1
2022-06-01,-4.966,3799.92
2022-06-02,-4.981,3773.9
2022-06-03,-4.992,3788.32
2022-06-06,-4.997,3795.43
2022-06-07,-5.0169999999999995,3784.8
2022-06-08,-5.017,3807.14
2022-06-09,-5.029,3850.67
2022-06-10,-5.03,3940.95
2022-06-13,-5.058999999999999,3970.75
2022-06-14,-5.085000000000001,3967.8
2022-06-15,-5.053999999999999,3892.35
2022-06-16,-4.309,3900.17
2022-06-17,-4.3149999999999995,3902.05
2022-06-21,-4.314,4023.94
2022-06-22,-4.311999999999999,4019.47
2022-06-23,-4.321999999999999,4108.38
2022-06-24,-4.308,4138.38
2022-06-28,-4.247,4096.76
2022-06-29,-4.257000000000001,4115.65
2022-06-30,-4.247,4155.11
2022-07-01,-5.609,4198.39
2022-07-04,-5.609,4188.58
2022-07-05,-5.599,4278.88
2022-07-06,-5.602,4352.71
2022-07-07,-5.6049999999999995,4395.35
2022-07-08,-5.606999999999999,4420.75
2022-07-11,-5.608,4575.04
2022-07-12,-5.6,4626.8
2022-07-13,-5.608,4490.4
2022-07-14,-5.609,4493.45
2022-07-15,-5.59,4361.45
2022-07-18,-5.575,4308.83
2022-07-19,-5.582,4321.85
2022-07-21,-5.604,4424.39
2022-07-22,-5.615,4464.5
2022-07-25,-5.587,4466.98
2022-07-26,-5.598999999999999,4446.58
2022-07-27,-5.58,4422.08
2022-07-28,-4.8149999999999995,4372.02
2022-07-29,-4.813000000000001,4295.52
2022-08-01,-6.223000000000001,4269.95
2022-08-02,-6.207,4325.2
2022-08-03,-6.222,4307.25
2022-08-04,-6.22,4289.45
2022-08-05,-6.229000000000001,4348.02
2022-08-08,-6.231,4316.9
2022-08-09,-6.216,4349.51
2022-08-10,-6.226000000000001,4273.0
2022-08-11,-6.224,4228.19
2022-08-12,-6.220000000000001,4160.1
2022-08-16,-6.219,4247.59
2022-08-17,-6.216,4345.24
2022-08-18,-6.232000000000001,4389.88
2022-08-19,-6.234,4377.35
2022-08-22,-6.236000000000001,4397.12
2022-08-23,-6.24,4357.39
2022-08-24,-6.242000000000001,4409.25
2022-08-25,-6.234,4393.1
2022-08-26,-6.232000000000001,4403.95
2022-08-29,-6.226000000000001,4369.2
2022-08-30,-6.207999999999999,4421.52
2022-08-31,-6.2139999999999995,4429.17
2022-09-01,-6.220999999999999,4486.85
2022-09-02,-6.213,4482.63
2022-09-05,-6.220999999999999,4474.55
2022-09-06,-6.222,4478.55
2022-09-07,-6.222000000000001,4404.47
2022-09-08,-6.223000000000001,4397.19
2022-09-09,-6.222000000000001,4353.27
2022-09-12,-6.216000000000001,4359.58
2022-09-13,-6.2010000000000005,4412.0
2022-09-14,-6.223000000000001,4386.49
2022-09-15,-6.226000000000001,4418.66
2022-09-16,-6.24,4435.9
2022-09-19,-6.241,4406.2
2022-09-20,-6.256,4423.8
2022-09-21,-6.273,4403.75
2022-09-22,-5.539,4367.91
2022-09-23,-5.547000000000001,4448.02
2022-09-26,-5.529,4544.03
2022-09-27,-5.529,4559.81
2022-09-28,-5.533999999999999,4487.17
2022-09-29,-5.553999999999999,4530.47
2022-09-30,-6.421999999999999,4608.75
2022-10-03,-6.413,4530.05
2022-10-04,-6.385000000000001,4498.52
2022-10-05,-6.388000000000001,4582.2
2022-10-06,-6.376,4609.27
2022-10-07,-6.3790000000000004,4622.88
2022-10-10,-6.380999999999999,4606.02
2022-10-11,-6.380999999999999,4607.25
2022-10-12,-6.393,4607.33
2022-10-13,-6.405,4575.7
2022-10-14,-6.401000000000001,4698.5
2022-10-17,-6.391000000000001,4685.92
2022-10-18,-6.403,4766.05
2022-10-19,-6.403,4841.75
2022-10-20,-6.413,4906.8
2022-10-21,-6.408000000000001,4915.58
2022-10-24,-6.425000000000001,4990.7
2022-10-25,-6.411,4976.25
2022-10-26,-6.416,4886.46
2022-10-27,-6.403,4822.41
2022-10-28,-6.367999999999999,4833.4
2022-10-31,-7.235,4940.08
2022-11-01,-7.245,5008.67
2022-11-02,-7.234000000000001,5011.58
2022-11-03,-6.483,5075.25
2022-11-04,-6.482,5120.15
2022-11-08,-6.477,4950.2
2022-11-09,-6.493,4878.71
2022-11-10,-6.475000000000001,4801.95
2022-11-11,-6.470000000000001,4808.95
2022-11-14,-6.46,4805.54
2022-11-15,-6.478000000000001,4858.7
2022-11-16,-6.491,4952.85
2022-11-17,-6.505999999999999,4992.25
2022-11-18,-6.481000000000001,4988.42
2022-11-21,-6.499,4945.63
2022-11-22,-6.488,4905.27
2022-11-23,-6.497000000000001,4890.2
2022-11-24,-6.495,4885.58
2022-11-25,-6.456,4866.17
2022-11-28,-6.47,4834.51
2022-11-29,-6.459999999999999,4809.52
2022-11-30,-6.427,4834.25
2022-12-01,-6.4719999999999995,4765.75
2022-12-02,-6.481999999999999,4776.65
2022-12-05,-6.484999999999999,4839.85
2022-12-06,-6.487000000000001,4834.0
2022-12-07,-6.483,4827.99
2022-12-09,-6.497000000000001,4809.6
2022-12-12,-6.497000000000001,4849.2
2022-12-13,-6.497000000000001,4763.41
2022-12-14,-6.492,4781.17
2022-12-15,-5.9719999999999995,4793.72
2022-12-16,-5.9719999999999995,4787.8
2022-12-19,-6.874,4777.12
2022-12-20,-6.863,4769.23
2022-12-21,-6.867,4770.09
2022-12-22,-6.867,4761.78
2022-12-23,-6.867,4737.68
2022-12-26,-6.851999999999999,4741.75
2022-12-27,-6.851,4765.7
2022-12-28,-6.848,4774.5
2022-12-29,-6.844,4852.5
2023-01-03,-6.78,4896.24
2023-01-04,-6.799,4929.67
2023-01-05,-6.8,4966.75
2023-01-06,-6.803,4855.48
2023-01-10,-6.81,4787.6
2023-01-11,-6.826,4733.1
2023-01-12,-6.803999999999999,4685.04
2023-01-13,-6.825,4688.68
2023-01-16,-6.785000000000001,4681.81
2023-01-17,-6.789000000000001,4734.3
2023-01-18,-6.819999999999999,4696.9
2023-01-19,-6.81,4669.98
2023-01-20,-6.821000000000001,4585.58
2023-01-23,-6.8389999999999995,4544.55
2023-01-24,-6.8500000000000005,4522.19
2023-01-25,-6.851,4538.83
2023-01-26,-6.877,4519.0
2023-01-27,-6.876,4577.04
2023-01-30,-7.546,4654.9
2023-01-31,-7.505,4670.86
2023-02-01,-7.526000000000001,4625.24
2023-02-02,-7.287,4619.66
2023-02-03,-7.287999999999999,4697.77
2023-02-06,-7.297,4786.74
2023-02-07,-7.303999999999999,4727.5
2023-02-08,-7.315,4761.02
2023-02-09,-7.3180000000000005,4736.06
2023-02-10,-7.324000000000001,4799.67
2023-02-13,-7.324000000000001,4787.75
2023-02-14,-7.3389999999999995,4797.54
2023-02-15,-7.337000000000001,4925.01
2023-02-16,-7.317000000000001,4924.13
2023-02-17,-7.295000000000001,4906.4
2023-02-20,-7.3020000000000005,4913.74
2023-02-21,-7.319,4959.95
2023-02-22,-7.326,4896.2
2023-02-23,-7.319999999999999,4857.38
2023-02-24,-7.279000000000001,4837.13
2023-02-27,-7.250000000000001,4761.75
2023-02-28,-7.1450000000000005,4862.66
2023-03-01,-7.1209999999999996,4832.35
2023-03-02,-7.098,4806.59
2023-03-03,-7.125000000000001,4784.42
2023-03-06,-7.1659999999999995,4704.96
2023-03-07,-7.274,4767.74
2023-03-08,-7.173000000000001,4777.66
2023-03-10,-7.037,4713.45
2023-03-13,-7.0200000000000005,4768.17
2023-03-14,-7.0680000000000005,4740.71
2023-03-15,-7.07,4844.01
2023-03-16,-7.182,4877.04
2023-03-17,-7.205000000000001,4827.25
2023-03-21,-7.205000000000001,4803.06
2023-03-22,-7.213,4768.04
2023-03-23,-6.920000000000001,4742.88
2023-03-24,-6.9479999999999995,4735.7
2023-03-27,-6.9590000000000005,4687.87
2023-03-28,-6.939,4668.47
2023-03-29,-6.9990000000000006,4614.33
2023-03-30,-7.009,4623.09
2023-04-03,-7.175000000000001,4604.77
2023-04-04,-7.218,4582.35
2023-04-05,-7.247000000000001,4568.55
2023-04-10,-7.239,4556.34
2023-04-11,-7.233,4509.46
2023-04-12,-7.236,4450.46
2023-04-13,-7.223,4418.67
2023-04-14,-7.252,4414.93
2023-04-17,-7.261,4437.46
2023-04-18,-7.264,4491.38
2023-04-19,-7.264,4520.89
2023-04-20,-7.264,4537.3
2023-04-21,-7.264,4514.3
2023-04-24,-7.273000000000001,4482.52
2023-04-25,-7.281,4477.33
2023-04-26,-7.282000000000001,4534.0
2023-04-27,-7.275000000000001,4652.06
2023-04-28,-7.276000000000001,4695.27
2023-05-02,-7.4799999999999995,4694.14
2023-05-03,-7.4750000000000005,4662.52
2023-05-04,-7.2250000000000005,4602.98
2023-05-05,-7.224000000000001,4524.86
2023-05-08,-7.226,4508.6
2023-05-09,-7.217,4556.24
2023-05-10,-7.226,4547.33
2023-05-11,-7.235,4567.13
2023-05-12,-7.238,4552.89
2023-05-15,-7.228000000000001,4492.5
2023-05-16,-7.238,4526.18
2023-05-17,-7.238,4505.75
2023-05-18,-7.250000000000001,4520.41
2023-05-19,-7.264,4531.19
2023-05-23,-7.268,4478.25
2023-05-24,-7.258,4447.98
2023-05-25,-7.253000000000001,4489.13
2023-05-26,-7.293,4445.77
2023-05-29,-7.265,4431.25
2023-05-30,-7.253000000000001,4392.75
2023-05-31,-7.2330000000000005,4451.11
2023-06-01,-7.26,4396.88
2023-06-02,-7.238999999999999,4349.6
2023-06-05,-7.249,4281.15
2023-06-06,-7.221000000000001,4228.0
2023-06-07,-7.232,4209.54
2023-06-08,-7.232,4170.58
2023-06-09,-7.237000000000001,4170.08
2023-06-13,-7.255,4195.05
2023-06-14,-7.2700000000000005,4172.51
2023-06-15,-7.267,4153.36
2023-06-16,-7.294,4162.25
2023-06-20,-7.276000000000001,4161.11
2023-06-21,-7.274,4146.48
2023-06-22,-7.239,4101.45
2023-06-23,-7.238,4187.48
2023-06-26,-7.222,4172.82
2023-06-27,-7.222,4170.0
2023-06-28,-7.212000000000001,4146.6
2023-06-29,-7.2139999999999995,4166.01
2023-06-30,-7.18,4171.7
2023-07-04,-7.201,4140.0
2023-07-05,-7.205000000000001,4137.63
2023-07-06,-7.215000000000001,4188.39
2023-07-07,-7.205000000000001,4155.0
2023-07-10,-7.21,4163.0
2023-07-11,-7.212000000000001,4183.62
2023-07-12,-7.22,4127.82
2023-07-13,-7.215000000000001,4096.17
2023-07-14,-7.226999999999999,4071.52
2023-07-17,-7.226,4039.11
2023-07-18,-7.215000000000001,3996.45
2023-07-19,-7.251,3977.0
2023-07-21,-7.262,3955.2
2023-07-24,-7.265,3949.3
2023-07-25,-7.260000000000001,3959.36
2023-07-26,-7.2459999999999996,3943.95
2023-07-27,-6.965000000000001,3934.65
2023-07-28,-6.972,3916.0
2023-07-31,-6.951,3891.2
2023-08-01,-6.974000000000001,3955.84
2023-08-02,-6.986,4057.05
2023-08-03,-7.003000000000001,4156.25
2023-08-04,-6.976999999999999,4065.52
2023-08-08,-6.987000000000001,4078.52
2023-08-09,-6.989999999999999,4016.23
2023-08-10,-6.9959999999999996,3951.98
2023-08-11,-6.998,3968.88
2023-08-14,-6.976,4035.1
2023-08-15,-6.978000000000001,4087.63
2023-08-16,-7.005999999999999,4131.48
2023-08-17,-7.017,4100.21
2023-08-18,-7.021999999999999,4130.84
2023-08-22,-7.005,4110.38
2023-08-23,-7.037999999999999,4085.23
2023-08-24,-7.045000000000001,4087.98
2023-08-25,-7.028,4127.58
2023-08-28,-6.955000000000001,4110.88
2023-08-29,-6.928,4099.87
2023-08-30,-6.95,4091.73
2023-08-31,-6.944,4095.81
2023-09-01,-6.972,4064.0
2023-09-04,-6.990000000000001,4052.75
2023-09-05,-6.9479999999999995,4084.0
2023-09-06,-6.9750000000000005,4074.4
2023-09-07,-6.9750000000000005,4038.93
2023-09-08,-6.962000000000001,4023.5
2023-09-11,-6.9159999999999995,3989.61
2023-09-12,-6.867,3983.74
2023-09-13,-6.915,3950.23
2023-09-14,-6.951,3920.54
2023-09-15,-6.972,3924.17
2023-09-18,-6.978000000000001,3926.35
2023-09-19,-6.9639999999999995,3911.24
2023-09-20,-7.007000000000001,3916.77
2023-09-21,-7.023000000000001,3924.0
2023-09-22,-7.010000000000001,3978.84
2023-09-25,-6.956,4052.08
2023-09-26,-6.953,4064.2
2023-09-27,-6.971,4093.75
2023-09-28,-6.977000000000001,4075.77
2023-09-29,-6.977000000000001,4067.88
2023-10-02,-6.975,4158.75
2023-10-03,-6.959999999999999,4217.5
2023-10-04,-6.969999999999999,4264.25
2023-10-05,-6.993,4349.5
2023-10-06,-7.005,4339.4
2023-10-09,-6.9799999999999995,4317.6
2023-10-10,-6.9639999999999995,4229.44
2023-10-11,-6.973,4229.66
2023-10-12,-6.978000000000001,4224.77
2023-10-13,-6.9750000000000005,4237.16
2023-10-17,-6.9750000000000005,4192.0
2023-10-18,-6.985,4236.7
2023-10-19,-6.998,4229.78
2023-10-20,-7.012,4225.28
2023-10-23,-7.026000000000001,4225.03
2023-10-24,-7.035000000000001,4217.31
2023-10-25,-7.007000000000001,4195.28
2023-10-26,-6.988,4128.66
2023-10-27,-6.9590000000000005,4108.29
2023-10-30,-6.952000000000001,4066.04
2023-10-31,-6.880000000000001,4119.25
2023-11-01,-6.901,4105.54
2023-11-02,-6.92,4046.5
2023-11-03,-6.9559999999999995,3977.38
2023-11-07,-6.972999999999999,4014.48
2023-11-08,-6.9670000000000005,4080.5
2023-11-09,-6.9670000000000005,4025.69
2023-11-10,-6.975,4035.0
2023-11-14,-6.991999999999999,3968.75
2023-11-15,-7.001999999999999,4022.5
2023-11-16,-6.99,4091.27
2023-11-17,-7.0009999999999994,4092.48
2023-11-20,-6.976,4036.14
2023-11-21,-6.9910000000000005,4072.5
2023-11-22,-7.016000000000001,4070.25
2023-11-23,-7.001,4067.35
2023-11-24,-6.984999999999999,4039.62
2023-11-27,-6.948,3976.94
2023-11-28,-6.943999999999999,3953.98
2023-11-29,-6.954,3992.32
2023-11-30,-6.926,4035.48
2023-12-01,-6.8660000000000005,3967.85
2023-12-04,-6.848,4017.72
2023-12-05,-6.840999999999999,3998.2
2023-12-06,-6.904,4000.4
2023-12-07,-6.945,3991.38
2023-12-11,-6.93,3985.75
2023-12-12,-6.9639999999999995,3996.19
2023-12-13,-6.924,3998.52
2023-12-14,-6.863,3967.0
2023-12-15,-6.888999999999999,3938.0
2023-12-18,-6.911999999999999,3935.5
2023-12-19,-6.88,3935.25
2023-12-20,-6.731000000000001,3941.62
2023-12-21,-6.748,3948.24
2023-12-22,-6.708,3905.59
2023-12-26,-6.7059999999999995,3858.45
2023-12-27,-6.628000000000001,3829.26
2023-12-28,-6.648,3854.92
2024-01-02,-6.628,3881.5
2024-01-03,-6.668,3920.38
2024-01-04,-6.743,3933.5
2024-01-05,-6.749,3877.54
2024-01-09,-6.751,3939.31
2024-01-10,-6.736,3941.25
2024-01-11,-6.712000000000001,3924.73
2024-01-12,-6.749,3912.53
2024-01-15,-6.753000000000001,3906.25
2024-01-16,-6.734999999999999,3942.69
2024-01-17,-6.747999999999999,3966.11
2024-01-18,-6.747000000000001,3918.32
2024-01-19,-6.750000000000001,3910.64
2024-01-22,-6.7459999999999996,3901.38
2024-01-23,-6.744000000000001,3953.31
2024-01-24,-6.739,3917.13
2024-01-25,-6.731999999999999,3941.18
2024-01-26,-6.735999999999999,3912.6
2024-01-29,-6.737000000000001,3930.0
2024-01-30,-6.711000000000001,3915.0
2024-01-31,-6.696,3914.9
2024-02-01,-6.510999999999999,3888.25
2024-02-02,-6.494,3935.8
2024-02-05,-6.519000000000001,3966.59
2024-02-06,-6.508,3953.5
2024-02-07,-6.508,3958.39
2024-02-08,-6.522000000000001,3948.51
2024-02-09,-6.524,3922.34
2024-02-12,-6.506000000000001,3915.39
2024-02-13,-6.505,3925.2
2024-02-14,-6.5200000000000005,3917.5
2024-02-15,-6.526000000000001,3909.5
2024-02-16,-6.519000000000001,3908.54
2024-02-19,-6.519000000000001,3912.7
2024-02-20,-6.537,3921.9
2024-02-21,-6.537999999999999,3925.48
2024-02-22,-6.539000000000001,3929.02
2024-02-23,-6.529000000000001,3964.07
2024-02-26,-6.529000000000001,3958.87
2024-02-27,-6.515,3933.04
2024-02-28,-6.518,3925.0
2024-02-29,-6.504,3925.76
2024-03-01,-6.5040000000000004,3947.61
2024-03-04,-6.508,3941.96
2024-03-05,-6.518,3945.02
2024-03-06,-6.512,3921.27
2024-03-07,-6.4910000000000005,3916.7
2024-03-08,-6.500000000000001,3901.75
2024-03-11,-6.517,3915.11
2024-03-12,-6.506000000000001,3924.38
2024-03-13,-6.527,3904.33
2024-03-14,-6.528,3893.81
2024-03-15,-6.529000000000001,3882.89
2024-03-18,-6.53,3896.5
2024-03-19,-6.53,3879.7
2024-03-20,-6.53,3893.73
2024-03-21,-6.518,3902.02
2024-03-22,-6.517,3894.44
2024-03-26,-6.08,3856.88
2024-03-27,-6.0600000000000005,3852.31
2024-04-01,-6.050000000000001,3864.23
2024-04-02,-6.0600000000000005,3829.73
2024-04-03,-6.0809999999999995,3813.0
2024-04-04,-6.077,3767.95
2024-04-05,-6.064,3766.05
2024-04-08,-6.032000000000001,3770.01
2024-04-09,-5.9910000000000005,3773.99
2024-04-10,-6.065,3810.85
2024-04-11,-6.077000000000001,3827.47
2024-04-12,-6.048000000000001,3861.6
2024-04-15,-6.074999999999999,3902.36
2024-04-16,-6.088,3917.05
2024-04-17,-6.0889999999999995,3901.73
2024-04-18,-6.098999999999999,3938.2
2024-04-19,-6.082,3910.34
2024-04-22,-6.082,3915.84
2024-04-23,-6.082,3909.38
2024-04-24,-6.090000000000001,3939.21
2024-04-25,-6.090000000000001,3955.52
2024-04-26,-6.073,3902.9
2024-04-29,-6.071999999999999,3866.4
2024-04-30,-6.057,3919.57
2024-05-02,-5.647000000000001,3905.05
2024-05-03,-5.644000000000001,3913.25
2024-05-06,-5.649,3896.05
2024-05-07,-5.649,3887.56
2024-05-08,-5.649,3899.26
2024-05-09,-5.649,3898.75
2024-05-10,-5.649,3889.21
2024-05-14,-5.6450000000000005,3847.0
2024-05-15,-5.641000000000001,3823.17
2024-05-16,-5.650000000000001,3829.75
2024-05-17,-5.651000000000001,3829.43
2024-05-20,-5.651000000000001,3817.92
2024-05-21,-5.652,3814.15
2024-05-22,-5.652,3827.96
2024-05-23,-5.653,3866.94
2024-05-24,-5.647,3874.83
2024-05-27,-5.654,3874.4
2024-05-28,-5.648999999999999,3846.53
2024-05-29,-5.632,3875.0
2024-05-30,-5.632,3868.91
2024-05-31,-5.615,3867.04
2024-06-04,-5.629,3936.57
2024-06-05,-5.632,3935.27
2024-06-06,-5.632,3937.61
2024-06-07,-5.632,3934.5
2024-06-11,-5.6419999999999995,3985.31
2024-06-12,-5.652,4027.61
2024-06-13,-5.655,4147.88
2024-06-14,-5.655,4139.44
2024-06-17,-5.635,4130.58
2024-06-18,-5.630000000000001,4137.0
2024-06-19,-5.631,4160.85
2024-06-20,-5.6419999999999995,4172.91
2024-06-21,-5.652,4145.99
2024-06-24,-5.652,4091.17
2024-06-25,-5.632,4099.33
2024-06-26,-5.622,4136.72
2024-06-27,-5.617000000000001,4167.98
2024-06-28,-5.625,4153.08
2024-07-02,-5.1690000000000005,4128.61
2024-07-03,-5.180999999999999,4102.34
2024-07-04,-5.191000000000001,4097.38
2024-07-05,-5.196999999999999,4087.41
2024-07-08,-5.196,4048.04
2024-07-09,-5.18,4016.03
2024-07-10,-5.177,3969.92
2024-07-11,-5.176,3978.4
2024-07-12,-5.176,3922.1
2024-07-15,-5.182,3947.79
2024-07-16,-5.172000000000001,3982.46
2024-07-17,-5.176,4002.71
2024-07-18,-5.192,4044.66
2024-07-19,-5.198,4037.56
2024-07-22,-5.202,3995.69
2024-07-23,-5.194000000000001,4010.93
2024-07-24,-5.189,4042.73
2024-07-25,-5.177,4031.75
2024-07-26,-5.173,4024.06
2024-07-29,-5.191000000000001,4065.92
2024-07-30,-5.188000000000001,4084.93
2024-07-31,-5.1290000000000004,4063.9
2024-08-01,-4.7219999999999995,4087.66
2024-08-02,-4.719000000000001,4132.0
2024-08-05,-4.754999999999999,4156.5
2024-08-06,-4.746,4139.52
2024-08-08,-4.734999999999999,4073.0
2024-08-09,-4.7379999999999995,4072.09
2024-08-12,-4.729000000000001,4055.28
2024-08-13,-4.734,4032.41
2024-08-14,-4.746,4019.63
2024-08-15,-4.727,4011.71
2024-08-16,-4.757,4030.25
2024-08-20,-4.76,4010.55
2024-08-21,-4.7700000000000005,4029.54
2024-08-22,-4.769000000000001,4063.99
2024-08-23,-4.747999999999999,4028.51
2024-08-26,-4.739000000000001,4024.91
2024-08-27,-4.720000000000001,4038.35
2024-08-28,-4.727,4096.5
2024-08-29,-4.741999999999999,4120.09
2024-08-30,-4.753,4177.58
2024-09-02,-4.7490000000000006,4165.62
2024-09-03,-4.731999999999999,4185.7
2024-09-04,-4.724,4172.84
2024-09-05,-4.723000000000001,4158.04
2024-09-06,-4.731,4174.4
2024-09-09,-4.731,4243.67
2024-09-10,-4.743,4280.35
2024-09-11,-4.751999999999999,4269.8
2024-09-12,-4.743,4208.77
2024-09-13,-4.743,4184.62
2024-09-16,-4.6930000000000005,4233.9
2024-09-17,-4.694,4211.66
2024-09-18,-4.744999999999999,4182.07
2024-09-19,-5.256,4160.62
2024-09-20,-5.246,4151.59
2024-09-23,-5.247999999999999,4157.5
2024-09-24,-5.242000000000001,4154.25
2024-09-25,-5.241,4198.43
2024-09-26,-5.252000000000001,4158.96
2024-09-27,-5.234999999999999,4178.15
2024-09-30,-5.114999999999999,4206.9
2024-10-01,-4.577000000000001,4221.89
2024-10-02,-4.710000000000001,4183.12
2024-10-03,-4.780000000000001,4191.27
2024-10-04,-4.802999999999999,4169.09
2024-10-07,-4.798,4214.95
2024-10-08,-4.792,4227.37
2024-10-09,-4.797000000000001,4234.76
2024-10-10,-4.808,4201.27
2024-10-11,-4.820000000000001,4209.42
2024-10-15,-4.774,4247.75
2024-10-16,-4.774,4264.13
2024-10-17,-4.784000000000001,4256.74
2024-10-18,-4.788,4272.1
2024-10-21,-4.811,4276.25
2024-10-22,-4.802999999999999,4265.07
2024-10-23,-4.807,4316.83
2024-10-24,-4.805,4301.0
2024-10-25,-4.808999999999999,4327.5
2024-10-28,-4.818,4336.36
2024-10-29,-4.814,4388.25
2024-10-30,-4.821000000000001,4417.25
2024-10-31,-4.734999999999999,4423.83
2024-11-01,-4.3180000000000005,4435.79
2024-11-05,-4.3629999999999995,4408.36
2024-11-06,-4.365000000000001,4412.2
2024-11-07,-4.359,4308.04
2024-11-08,-4.579000000000001,4361.71
2024-11-12,-4.579000000000001,4452.0
2024-11-13,-4.589,4478.56
2024-11-14,-4.599,4486.0
2024-11-15,-4.609,4429.77
2024-11-18,-4.609,4402.75
2024-11-19,-4.612,4391.99
2024-11-20,-4.6209999999999996,4402.06
2024-11-21,-4.6080000000000005,4392.45
2024-11-22,-4.605,4416.49
2024-11-25,-4.6,4385.8
2024-11-26,-4.602,4402.38
2024-11-27,-4.6129999999999995,4386.95
2024-11-28,-4.613999999999999,4402.49
2024-11-29,-4.590999999999999,4433.36
2024-12-02,-4.5409999999999995,4460.08
2024-12-03,-4.542000000000001,4440.81
2024-12-04,-4.588000000000001,4415.73
2024-12-05,-4.593,4415.27
2024-12-06,-4.583,4407.95
2024-12-09,-4.553,4372.26
2024-12-10,-4.5360000000000005,4371.19
2024-12-11,-4.558000000000001,4345.1
2024-12-12,-4.5569999999999995,4346.97
2024-12-13,-4.582000000000001,4317.91
2024-12-16,-4.5329999999999995,4321.25
2024-12-17,-4.56,4345.8
2024-12-18,-4.609,4372.84
2024-12-19,-4.883,4378.59
2024-12-20,-4.883,4386.38
2024-12-23,-4.648000000000001,4419.98
2024-12-24,-4.558,4373.69
2024-12-26,-4.428,4383.85
