Date,Rate_BRL,Rate_CHI,Rate_COP
1993-01-01,0.0045,382.33,735.0
1993-01-04,0.0046,383.57,737.98
1993-01-05,0.0046,383.64,737.98
1993-01-06,0.0047,383.32,737.98
1993-01-07,0.0047,383.59,737.98
1993-01-08,0.0048,384.83,737.98
1993-01-11,0.0048,384.08,737.98
1993-01-12,0.0049,383.64,746.63
1993-01-13,0.0049,384.74,746.63
1993-01-14,0.0051,384.35,748.98
1993-01-15,0.0051,384.24,746.71
1993-01-18,0.0051,383.91,746.71
1993-01-19,0.0052,383.56,746.39
1993-01-20,0.0052,382.97,748.07
1993-01-21,0.0053,383.66,750.06
1993-01-22,0.0053,384.08,750.06
1993-01-25,0.0054,383.38,750.06
1993-01-26,0.0055,383.93,748.66
1993-01-27,0.0056,386.12,747.13
1993-01-28,0.0056,384.82,746.21
1993-01-29,0.0057,384.37,745.14
1993-02-01,0.0058,385.02,745.14
1993-02-02,0.0059,385.82,745.14
1993-02-03,0.0059,387.0,745.14
1993-02-04,0.006,388.0,745.14
1993-02-05,0.0061,388.89,745.79
1993-02-08,0.0062,392.0,745.79
1993-02-09,0.0063,392.0,745.45
1993-02-10,0.0064,387.53,745.49
1993-02-11,0.0065,387.73,745.38
1993-02-12,0.0066,387.73,745.38
1993-02-15,0.0066,387.73,748.22
1993-02-16,0.0067,387.67,748.18
1993-02-17,0.0068,387.65,748.18
1993-02-18,0.0069,387.75,748.18
1993-02-19,0.0069,388.39,748.18
1993-02-22,0.0069,388.39,748.18
1993-02-23,0.0069,388.39,752.52
1993-02-24,0.007,388.39,764.52
1993-02-25,0.0071,388.39,759.2
1993-02-26,0.0071,391.31,759.2
1993-03-01,0.0073,391.32,759.2
1993-03-02,0.0074,391.28,759.2
1993-03-03,0.0074,392.28,759.2
1993-03-04,0.0075,393.0,762.68
1993-03-05,0.0076,397.0,762.68
1993-03-08,0.0077,398.77,762.68
1993-03-09,0.0078,399.37,762.68
1993-03-10,0.0078,399.37,763.9
1993-03-11,0.0079,399.37,763.9
1993-03-12,0.008,396.76,763.9
1993-03-15,0.0081,397.87,763.9
1993-03-16,0.0081,398.67,763.9
1993-03-17,0.0082,398.41,763.9
1993-03-18,0.0082,398.54,763.9
1993-03-19,0.0084,398.61,766.12
1993-03-22,0.0085,399.54,766.42
1993-03-23,0.0086,399.05,766.84
1993-03-24,0.0087,399.67,766.63
1993-03-25,0.0087,399.67,766.91
1993-03-26,0.0088,399.67,767.99
1993-03-29,0.0089,399.81,767.4
1993-03-30,0.009,400.2,766.79
1993-03-31,0.0091,401.88,766.79
1993-04-01,0.0091,401.88,766.44
1993-04-02,0.0094,401.88,767.98
1993-04-05,0.0095,401.93,768.46
1993-04-06,0.0096,401.36,768.31
1993-04-07,0.0097,400.33,768.31
1993-04-08,0.0097,399.97,768.52
1993-04-09,0.0097,399.97,768.52
1993-04-12,0.0099,399.37,768.6
1993-04-13,0.01,397.96,769.34
1993-04-14,0.0101,398.97,769.8
1993-04-15,0.0103,399.69,769.8
1993-04-16,0.0104,399.56,769.8
1993-04-19,0.0106,400.16,773.22
1993-04-20,0.0106,400.09,773.7
1993-04-21,0.0107,400.9,773.97
1993-04-22,0.0108,401.76,774.34
1993-04-23,0.011,403.02,775.05
1993-04-26,0.0111,403.16,775.32
1993-04-27,0.0113,403.33,775.2
1993-04-28,0.0114,403.79,774.52
1993-04-29,0.0116,404.5,773.78
1993-04-30,0.0117,405.15,774.94
1993-05-03,0.0119,404.75,773.82
1993-05-04,0.012,404.43,775.53
1993-05-05,0.0122,405.08,776.99
1993-05-06,0.0123,404.94,777.88
1993-05-07,0.0125,405.14,778.17
1993-05-10,0.0126,405.31,777.17
1993-05-11,0.0128,404.92,777.75
1993-05-12,0.0129,404.25,777.75
1993-05-13,0.0131,404.37,780.49
1993-05-14,0.0133,405.41,780.8
1993-05-17,0.0134,405.65,780.79
1993-05-18,0.0136,404.78,781.42
1993-05-19,0.0137,404.62,781.8
1993-05-20,0.0139,404.62,781.84
1993-05-21,0.0141,405.36,781.84
1993-05-24,0.0143,405.26,781.84
1993-05-25,0.0144,404.93,782.0
1993-05-26,0.0146,404.89,783.15
1993-05-27,0.015,405.27,783.15
1993-05-28,0.0152,405.27,783.15
1993-05-31,0.0152,405.28,783.15
1993-06-01,0.0154,405.25,779.0
1993-06-02,0.0156,405.14,779.01
1993-06-03,0.0156,405.01,777.82
1993-06-04,0.016,404.75,778.12
1993-06-07,0.0162,404.07,778.12
1993-06-08,0.0164,403.32,782.29
1993-06-09,0.0164,403.32,784.62
1993-06-10,0.0166,402.19,784.95
1993-06-11,0.0168,400.39,785.79
1993-06-14,0.017,399.81,785.79
1993-06-15,0.0172,401.67,784.8
1993-06-16,0.0175,402.98,785.9
1993-06-17,0.0177,403.76,786.64
1993-06-18,0.0179,404.33,787.49
1993-06-21,0.0181,404.41,787.49
1993-06-22,0.0184,402.6,786.77
1993-06-23,0.0186,402.92,787.06
1993-06-24,0.0188,401.61,786.42
1993-06-25,0.019,402.52,786.72
1993-06-28,0.0193,404.02,786.96
1993-06-29,0.0193,404.02,786.8
1993-06-30,0.0198,404.65,787.12
1993-07-01,0.0202,404.29,786.1
1993-07-02,0.0205,405.39,787.51
1993-07-05,0.0205,405.5,787.51
1993-07-06,0.0207,405.45,788.65
1993-07-07,0.021,404.97,789.47
1993-07-08,0.0209,404.56,790.58
1993-07-09,0.0215,405.6,791.73
1993-07-12,0.0218,405.63,793.18
1993-07-13,0.0221,405.65,794.67
1993-07-14,0.0223,404.38,795.66
1993-07-15,0.0226,404.2,797.0
1993-07-16,0.0229,405.13,797.06
1993-07-19,0.0232,404.7,797.31
1993-07-20,0.0234,404.3,797.31
1993-07-21,0.0237,404.21,797.41
1993-07-22,0.024,404.02,797.63
1993-07-23,0.0243,404.45,798.17
1993-07-26,0.0246,404.42,798.83
1993-07-27,0.0249,404.53,799.17
1993-07-28,0.0252,404.94,799.96
1993-07-29,0.0255,405.07,800.1
1993-07-30,0.0259,405.65,801.04
1993-08-02,0.0262,406.07,801.04
1993-08-03,0.0265,406.41,801.04
1993-08-04,0.0269,407.2,801.86
1993-08-05,0.0272,407.41,801.82
1993-08-06,0.0276,407.8,801.86
1993-08-09,0.0279,407.62,801.78
1993-08-10,0.0283,407.18,802.3
1993-08-11,0.0287,407.61,803.22
1993-08-12,0.029,407.6,804.48
1993-08-13,0.0294,407.64,804.93
1993-08-16,0.0298,407.5,804.93
1993-08-17,0.0302,407.22,804.51
1993-08-18,0.0306,407.75,804.76
1993-08-19,0.0309,407.88,805.62
1993-08-20,0.0313,408.75,806.15
1993-08-23,0.0317,408.95,806.72
1993-08-24,0.0322,408.75,807.04
1993-08-25,0.0322,408.51,807.57
1993-08-26,0.033,408.67,807.77
1993-08-27,0.0335,408.67,807.55
1993-08-30,0.0339,408.89,807.53
1993-08-31,0.0344,408.66,806.86
1993-09-01,0.0349,408.66,806.83
1993-09-02,0.0359,408.06,808.04
1993-09-03,0.0364,408.21,807.96
1993-09-06,0.0364,407.49,807.68
1993-09-07,0.0364,407.02,807.62
1993-09-08,0.0369,407.28,808.24
1993-09-09,0.0374,406.7,809.33
1993-09-10,0.038,407.2,808.97
1993-09-13,0.0385,406.79,808.96
1993-09-14,0.0391,406.98,810.03
1993-09-15,0.0396,406.93,810.81
1993-09-16,0.0402,406.74,811.75
1993-09-17,0.0408,407.41,811.93
1993-09-20,0.0414,408.68,811.18
1993-09-21,0.0419,409.78,810.88
1993-09-22,0.0419,410.06,809.75
1993-09-23,0.0432,408.73,810.04
1993-09-24,0.0438,409.26,810.55
1993-09-27,0.0445,409.71,809.93
1993-09-28,0.0452,409.87,809.55
1993-09-29,0.0459,410.13,809.69
1993-09-30,0.0466,410.83,810.84
1993-10-01,0.0473,411.51,810.84
1993-10-04,0.048,412.58,804.33
1993-10-05,0.0488,413.3,805.91
1993-10-06,0.0495,413.48,810.01
1993-10-07,0.0511,413.14,814.21
1993-10-08,0.0518,413.56,814.21
1993-10-11,0.0518,413.19,814.21
1993-10-12,0.0518,413.19,818.89
1993-10-13,0.0526,413.16,818.5
1993-10-14,0.0535,412.62,819.81
1993-10-15,0.0543,412.73,819.81
1993-10-18,0.0551,411.97,815.81
1993-10-19,0.056,411.91,816.91
1993-10-20,0.0568,412.69,816.91
1993-10-21,0.0577,413.15,816.91
1993-10-22,0.0586,413.22,816.91
1993-10-25,0.0595,412.41,816.91
1993-10-26,0.0604,412.3,816.91
1993-10-27,0.0614,412.16,816.91
1993-10-28,0.0623,411.86,816.91
1993-10-29,0.0633,412.44,816.91
1993-11-01,0.0643,412.44,818.06
1993-11-02,0.0643,411.94,817.03
1993-11-03,0.0652,411.87,816.7
1993-11-04,0.0663,411.42,817.01
1993-11-05,0.0673,411.58,816.79
1993-11-08,0.0683,411.14,815.7
1993-11-09,0.0683,410.8,814.26
1993-11-10,0.0715,410.65,813.95
1993-11-11,0.0715,410.14,811.07
1993-11-12,0.0726,411.4,809.87
1993-11-15,0.0726,411.81,809.87
1993-11-16,0.0737,410.53,809.95
1993-11-17,0.0749,410.75,815.18
1993-11-18,0.076,411.06,816.32
1993-11-19,0.0772,413.42,816.62
1993-11-22,0.0784,412.91,817.06
1993-11-23,0.0808,412.91,817.06
1993-11-24,0.0821,414.09,812.12
1993-11-25,0.0821,414.93,811.67
1993-11-26,0.0834,416.13,812.04
1993-11-29,0.0847,420.33,812.11
1993-11-30,0.0858,419.33,811.73
1993-12-01,0.087,419.56,812.21
1993-12-02,0.0881,421.28,811.78
1993-12-03,0.0893,423.89,809.63
1993-12-06,0.0905,426.22,806.49
1993-12-07,0.0917,429.15,803.1
1993-12-08,0.093,429.15,803.1
1993-12-09,0.0942,425.77,800.6
1993-12-10,0.0955,422.71,798.51
1993-12-13,0.0968,423.66,797.53
1993-12-14,0.0982,426.15,798.2
1993-12-15,0.0996,426.49,798.12
1993-12-16,0.101,425.66,799.43
1993-12-17,0.101,425.83,804.89
1993-12-20,0.1039,425.54,806.5
1993-12-21,0.1053,425.92,803.81
1993-12-22,0.1069,427.13,802.46
1993-12-23,0.1084,427.87,802.46
1993-12-24,0.1084,428.68,801.4
1993-12-27,0.1116,428.64,801.69
1993-12-28,0.1132,429.9,809.13
1993-12-29,0.1149,431.04,802.33
1993-12-30,0.1167,431.04,802.33
1993-12-31,0.1167,428.47,802.33
1994-01-03,0.1205,429.1,802.33
1994-01-04,0.1224,431.08,804.33
1994-01-05,0.1243,431.68,805.91
1994-01-06,0.1263,430.62,810.01
1994-01-07,0.1283,429.63,814.21
1994-01-10,0.1303,429.59,818.83
1994-01-11,0.1324,428.93,818.83
1994-01-12,0.1344,429.08,818.89
1994-01-13,0.1387,430.13,818.5
1994-01-14,0.1409,430.13,819.81
1994-01-17,0.1409,430.27,820.01
1994-01-18,0.1409,430.6,815.81
1994-01-19,0.1456,430.68,816.91
1994-01-20,0.148,430.95,816.15
1994-01-21,0.1504,432.78,814.56
1994-01-24,0.1529,433.69,815.91
1994-01-25,0.1555,431.32,815.65
1994-01-26,0.1582,430.02,816.69
1994-01-27,0.1609,429.94,819.1
1994-01-28,0.1637,430.65,821.52
1994-01-31,0.1668,431.04,818.38
1994-02-01,0.17,430.99,817.0
1994-02-02,0.1732,430.04,819.27
1994-02-03,0.1765,429.24,817.69
1994-02-04,0.1798,429.48,817.69
1994-02-07,0.1832,429.14,818.0
1994-02-08,0.1866,428.89,817.64
1994-02-09,0.1902,427.72,817.81
1994-02-10,0.1937,427.06,817.68
1994-02-11,0.1973,428.54,817.88
1994-02-14,0.1973,428.92,817.78
1994-02-15,0.1973,428.47,817.59
1994-02-16,0.201,427.63,817.59
1994-02-17,0.2085,427.44,816.1
1994-02-18,0.2124,427.44,815.19
1994-02-21,0.2124,427.13,814.13
1994-02-22,0.2162,427.71,816.04
1994-02-23,0.2202,428.68,818.33
1994-02-24,0.2241,428.43,820.76
1994-02-25,0.2283,429.47,819.68
1994-02-28,0.2317,429.38,819.69
1994-03-01,0.2354,428.93,820.12
1994-03-02,0.2391,431.03,819.83
1994-03-03,0.2427,432.64,819.61
1994-03-04,0.2465,433.35,818.7
1994-03-07,0.2503,432.28,817.86
1994-03-08,0.2542,431.31,817.76
1994-03-09,0.2581,430.88,818.02
1994-03-10,0.2622,432.09,818.37
1994-03-11,0.2662,432.52,818.46
1994-03-14,0.2704,431.7,818.62
1994-03-15,0.2747,431.23,818.69
1994-03-16,0.279,431.22,818.49
1994-03-17,0.2835,430.52,820.44
1994-03-18,0.288,430.08,820.91
1994-03-21,0.2929,430.52,820.91
1994-03-22,0.2981,430.11,821.34
1994-03-23,0.3034,430.28,821.73
1994-03-24,0.3087,429.58,821.82
1994-03-25,0.3142,428.49,821.7
1994-03-28,0.3198,428.51,821.14
1994-03-29,0.3254,429.16,820.63
1994-03-30,0.3321,428.1,820.78
1994-03-31,0.3321,426.89,820.78
1994-04-01,0.3321,427.0,820.78
1994-04-04,0.3385,426.89,819.51
1994-04-05,0.345,426.57,820.21
1994-04-06,0.3517,425.45,820.93
1994-04-07,0.3584,425.38,820.93
1994-04-08,0.3653,424.7,822.57
1994-04-11,0.3723,424.7,825.28
1994-04-12,0.3795,421.38,828.92
1994-04-13,0.3868,421.38,829.32
1994-04-14,0.3942,421.74,828.81
1994-04-15,0.4018,421.81,827.96
1994-04-18,0.4095,421.81,827.44
1994-04-19,0.4173,424.81,827.93
1994-04-20,0.4253,424.81,829.47
1994-04-21,0.4253,422.92,831.24
1994-04-22,0.4334,424.46,834.3
1994-04-25,0.4414,426.22,838.25
1994-04-26,0.4494,425.41,836.96
1994-04-27,0.4575,425.41,835.4
1994-04-28,0.4652,428.12,837.31
1994-04-29,0.4735,426.13,838.28
1994-05-02,0.4813,426.13,837.27
1994-05-03,0.4891,425.13,836.86
1994-05-04,0.4971,425.02,838.04
1994-05-05,0.5053,425.9,839.14
1994-05-06,0.5136,425.5,841.0
1994-05-09,0.5222,427.06,841.25
1994-05-10,0.5307,426.05,841.07
1994-05-11,0.5396,425.59,841.27
1994-05-12,0.5487,425.39,840.7
1994-05-13,0.5579,424.53,841.92
1994-05-16,0.5673,424.28,843.24
1994-05-17,0.5769,424.02,843.24
1994-05-18,0.5866,424.02,842.23
1994-05-19,0.5965,423.54,842.21
1994-05-20,0.6066,423.83,842.83
1994-05-23,0.6168,424.68,842.64
1994-05-24,0.6273,424.29,842.33
1994-05-25,0.6378,424.93,842.93
1994-05-26,0.6593,424.14,843.08
1994-05-27,0.6705,423.1,842.22
1994-05-30,0.6705,423.1,842.22
1994-05-31,0.6819,421.81,840.93
1994-06-01,0.6938,421.81,840.93
1994-06-02,0.6938,421.34,842.0
1994-06-03,0.706,421.34,841.44
1994-06-06,0.7183,422.47,841.44
1994-06-07,0.7309,422.47,840.37
1994-06-08,0.7439,422.46,839.56
1994-06-09,0.7573,421.79,838.03
1994-06-10,0.7706,421.72,834.96
1994-06-13,0.7846,422.87,834.96
1994-06-14,0.7985,421.79,833.19
1994-06-15,0.8129,421.03,833.16
1994-06-16,0.8278,420.73,833.35
1994-06-17,0.843,420.65,831.28
1994-06-20,0.8585,420.41,826.61
1994-06-21,0.8748,418.1,828.94
1994-06-22,0.8916,417.73,826.9
1994-06-23,0.9087,418.03,824.76
1994-06-24,0.9261,420.39,822.87
1994-06-27,0.9441,419.76,821.0
1994-06-28,0.9625,418.13,820.13
1994-06-29,0.9813,418.94,818.73
1994-06-30,1.0,418.34,819.64
1994-07-01,1.0,418.34,818.05
1994-07-04,0.94,418.34,818.05
1994-07-05,0.93,420.47,817.92
1994-07-06,0.915,420.47,818.45
1994-07-07,0.911,420.06,820.42
1994-07-08,0.935,420.67,820.24
1994-07-11,0.92,421.77,822.34
1994-07-12,0.917,419.83,822.14
1994-07-13,0.921,418.39,823.12
1994-07-14,0.921,418.54,822.79
1994-07-15,0.935,418.94,822.28
1994-07-18,0.934,419.67,821.04
1994-07-19,0.931,419.16,818.44
1994-07-20,0.927,419.78,818.44
1994-07-21,0.936,421.05,817.49
1994-07-22,0.935,421.08,817.18
1994-07-25,0.936,422.21,816.68
1994-07-26,0.935,422.07,816.34
1994-07-27,0.937,422.58,815.75
1994-07-28,0.942,423.11,815.8
1994-07-29,0.938,423.98,815.62
1994-08-01,0.926,423.98,815.62
1994-08-02,0.919,422.72,815.89
1994-08-03,0.91,422.29,814.53
1994-08-04,0.91,421.59,812.69
1994-08-05,0.912,420.36,812.57
1994-08-08,0.901,420.53,811.91
1994-08-09,0.895,420.01,812.39
1994-08-10,0.892,419.03,813.64
1994-08-11,0.899,418.44,815.4
1994-08-12,0.903,419.56,815.84
1994-08-15,0.895,418.47,815.84
1994-08-16,0.896,418.47,814.94
1994-08-17,0.898,418.89,814.4
1994-08-18,0.8945,418.7,813.93
1994-08-19,0.893,418.08,813.88
1994-08-22,0.886,417.06,813.76
1994-08-23,0.886,416.46,815.2
1994-08-24,0.8835,417.24,816.58
1994-08-25,0.8865,417.54,816.77
1994-08-26,0.887,418.17,817.4
1994-08-29,0.895,419.14,816.29
1994-08-30,0.886,420.31,816.18
1994-08-31,0.888,418.33,816.3
1994-09-01,0.884,418.33,816.08
1994-09-02,0.885,417.43,817.64
1994-09-05,0.892,420.0,818.81
1994-09-06,0.884,415.99,817.8
1994-09-07,0.884,415.83,818.21
1994-09-08,0.88,415.74,819.24
1994-09-09,0.871,415.87,820.02
1994-09-12,0.852,416.44,820.26
1994-09-13,0.859,415.11,821.62
1994-09-14,0.854,415.24,824.34
1994-09-15,0.858,414.24,827.86
1994-09-16,0.8555,414.16,833.1
1994-09-19,0.853,414.12,837.21
1994-09-20,0.853,414.12,838.63
1994-09-21,0.856,414.51,841.82
1994-09-22,0.854,414.66,842.7
1994-09-23,0.858,413.73,841.53
1994-09-26,0.861,413.12,839.46
1994-09-27,0.864,413.65,840.23
1994-09-28,0.863,413.1,841.51
1994-09-29,0.851,412.41,841.32
1994-09-30,0.852,412.32,841.2
1994-10-03,0.852,412.32,843.0
1994-10-04,0.848,414.2,843.65
1994-10-05,0.846,413.65,844.0
1994-10-06,0.845,413.73,842.54
1994-10-07,0.843,413.88,840.06
1994-10-10,0.838,419.0,836.8
1994-10-11,0.834,415.94,835.59
1994-10-12,0.834,415.09,835.3
1994-10-13,0.835,415.09,836.4
1994-10-14,0.828,413.93,835.75
1994-10-17,0.828,412.24,834.0
1994-10-18,0.846,410.22,836.4
1994-10-19,0.852,410.34,835.3
1994-10-20,0.855,410.64,836.72
1994-10-21,0.852,411.08,838.32
1994-10-24,0.852,410.73,841.41
1994-10-25,0.853,411.33,842.6
1994-10-26,0.855,410.23,843.38
1994-10-27,0.851,410.52,841.32
1994-10-28,0.849,410.25,840.05
1994-10-31,0.845,411.15,837.0
1994-11-01,0.8435,411.15,837.62
1994-11-02,0.8435,411.15,837.79
1994-11-03,0.845,409.58,834.8
1994-11-04,0.844,411.06,833.19
1994-11-07,0.838,411.96,830.5
1994-11-08,0.833,410.97,830.5
1994-11-09,0.83,410.62,829.09
1994-11-10,0.834,411.96,829.5
1994-11-11,0.835,416.0,829.5
1994-11-14,0.8365,412.21,825.17
1994-11-15,0.833,413.8,825.87
1994-11-16,0.832,413.79,826.45
1994-11-17,0.832,414.92,828.8
1994-11-18,0.835,414.27,830.49
1994-11-21,0.835,415.14,827.5
1994-11-22,0.835,415.68,828.5
1994-11-23,0.843,414.84,830.74
1994-11-24,0.854,417.0,828.67
1994-11-25,0.858,415.45,828.5
1994-11-28,0.856,415.75,828.5
1994-11-29,0.852,416.61,828.0
1994-11-30,0.846,403.99,829.0
1994-12-01,0.847,403.99,828.5
1994-12-02,0.856,400.65,829.29
1994-12-05,0.8485,399.68,830.0
1994-12-06,0.845,404.4,830.37
1994-12-07,0.845,397.99,830.5
1994-12-08,0.846,398.38,830.5
1994-12-09,0.845,398.38,831.1
1994-12-12,0.843,399.05,830.75
1994-12-13,0.842,399.69,831.91
1994-12-14,0.846,401.89,824.68
1994-12-15,0.85,404.76,825.0
1994-12-16,0.848,402.57,827.6
1994-12-19,0.8475,403.85,829.3
1994-12-20,0.849,403.88,829.2
1994-12-21,0.852,402.96,828.5
1994-12-22,0.859,401.89,826.5
1994-12-23,0.853,402.65,827.3
1994-12-26,0.849,404.19,827.3
1994-12-27,0.851,404.87,828.0
1994-12-28,0.855,405.46,829.95
1994-12-29,0.847,406.47,830.0
1994-12-30,0.846,402.92,831.2
1995-01-02,0.844,402.92,831.27
1995-01-03,0.845,401.69,833.18
1995-01-04,0.845,403.81,835.38
1995-01-05,0.843,403.27,838.33
1995-01-06,0.84,404.4,838.87
1995-01-09,0.844,406.03,836.5
1995-01-10,0.847,405.0,837.07
1995-01-11,0.851,404.73,840.36
1995-01-12,0.845,407.48,843.69
1995-01-13,0.847,407.48,841.52
1995-01-16,0.847,403.0,843.7
1995-01-17,0.846,404.95,846.61
1995-01-18,0.846,405.06,847.61
1995-01-19,0.848,405.65,850.26
1995-01-20,0.848,406.15,852.68
1995-01-23,0.85,407.78,855.54
1995-01-24,0.851,408.91,855.49
1995-01-25,0.851,407.43,856.65
1995-01-26,0.845,406.65,857.56
1995-01-27,0.844,407.03,859.3
1995-01-30,0.846,408.19,857.83
1995-01-31,0.841,410.79,856.41
1995-02-01,0.842,410.79,857.16
1995-02-02,0.839,407.47,855.0
1995-02-03,0.839,409.06,852.22
1995-02-06,0.836,409.41,852.0
1995-02-07,0.836,410.19,848.27
1995-02-08,0.835,410.47,848.43
1995-02-09,0.833,409.48,847.04
1995-02-10,0.834,409.56,845.73
1995-02-13,0.832,411.5,845.37
1995-02-14,0.834,411.43,846.2
1995-02-15,0.836,412.24,848.15
1995-02-16,0.844,413.31,848.52
1995-02-17,0.85,416.77,848.9
1995-02-20,0.841,418.45,849.41
1995-02-21,0.842,418.98,851.88
1995-02-22,0.847,416.17,853.63
1995-02-23,0.844,414.08,853.63
1995-02-24,0.85,411.29,855.48
1995-02-27,0.85,411.41,855.48
1995-02-28,0.85,410.49,856.99
1995-03-01,0.85,410.49,857.85
1995-03-02,0.852,409.91,858.87
1995-03-03,0.857,411.94,861.33
1995-03-06,0.867,416.75,859.65
1995-03-07,0.874,414.35,858.95
1995-03-08,0.887,416.19,861.13
1995-03-09,0.887,415.84,862.41
1995-03-10,0.879,415.41,863.06
1995-03-13,0.88,411.89,865.36
1995-03-14,0.8805,408.89,865.92
1995-03-15,0.8895,407.85,865.92
1995-03-16,0.892,410.98,866.4
1995-03-17,0.889,410.78,865.63
1995-03-20,0.9015,409.24,866.4
1995-03-21,0.9,409.11,863.77
1995-03-22,0.907,408.04,865.89
1995-03-23,0.907,407.65,867.81
1995-03-24,0.908,408.16,868.95
1995-03-27,0.909,409.17,869.22
1995-03-28,0.907,408.2,870.14
1995-03-29,0.908,407.76,872.57
1995-03-30,0.902,406.7,876.21
1995-03-31,0.895,405.22,880.23
1995-04-03,0.901,404.01,878.18
1995-04-04,0.9,400.97,876.0
1995-04-05,0.899,399.89,874.3
1995-04-06,0.893,397.11,871.6
1995-04-07,0.899,395.67,868.96
1995-04-10,0.896,394.26,869.15
1995-04-11,0.9,393.92,869.15
1995-04-12,0.9085,395.67,866.78
1995-04-13,0.9,395.0,868.8
1995-04-14,0.9,395.0,865.5
1995-04-17,0.904,394.72,865.5
1995-04-18,0.904,395.44,871.87
1995-04-19,0.913,395.13,874.37
1995-04-20,0.917,391.16,874.35
1995-04-21,0.917,391.1,877.38
1995-04-24,0.918,391.83,876.55
1995-04-25,0.9205,390.3,878.2
1995-04-26,0.918,388.81,876.32
1995-04-27,0.918,389.05,875.78
1995-04-28,0.912,388.2,876.21
1995-05-01,0.912,387.82,876.32
1995-05-02,0.913,387.82,877.9
1995-05-03,0.905,387.98,877.9
1995-05-04,0.904,386.45,882.97
1995-05-05,0.901,381.97,882.24
1995-05-08,0.898,377.06,881.07
1995-05-09,0.896,373.3,881.33
1995-05-10,0.893,369.22,880.37
1995-05-11,0.8965,374.02,881.1
1995-05-12,0.896,374.96,881.33
1995-05-15,0.8891,378.12,880.25
1995-05-16,0.8895,373.01,877.45
1995-05-17,0.8895,373.34,876.0
1995-05-18,0.8885,374.13,874.74
1995-05-19,0.89,377.61,875.75
1995-05-22,0.889,375.16,873.52
1995-05-23,0.889,376.54,871.11
1995-05-24,0.8885,374.79,869.95
1995-05-25,0.892,376.65,870.55
1995-05-26,0.896,375.73,872.96
1995-05-29,0.905,375.82,872.96
1995-05-30,0.9065,377.75,872.66
1995-05-31,0.9075,376.34,876.36
1995-06-01,0.907,377.63,876.62
1995-06-02,0.904,377.15,877.22
1995-06-05,0.904,374.46,875.99
1995-06-06,0.9075,373.49,874.81
1995-06-07,0.91,372.96,873.06
1995-06-08,0.911,373.74,871.02
1995-06-09,0.912,372.75,871.93
1995-06-12,0.917,369.74,871.94
1995-06-13,0.914,368.75,873.74
1995-06-14,0.906,369.17,875.28
1995-06-15,0.906,371.04,873.78
1995-06-16,0.908,371.04,873.78
1995-06-19,0.911,376.07,872.54
1995-06-20,0.913,376.49,873.91
1995-06-21,0.918,374.56,875.59
1995-06-22,0.919,372.85,875.32
1995-06-23,0.9195,373.27,874.81
1995-06-26,0.918,372.58,874.81
1995-06-27,0.9185,374.42,873.64
1995-06-28,0.9185,376.16,875.95
1995-06-29,0.919,374.48,878.8
1995-06-30,0.921,374.48,881.23
1995-07-03,0.9203,373.95,881.23
1995-07-04,0.919,373.42,880.49
1995-07-05,0.921,376.64,883.81
1995-07-06,0.924,378.55,887.3
1995-07-07,0.924,376.14,891.28
1995-07-10,0.924,376.51,891.44
1995-07-11,0.924,376.72,897.12
1995-07-12,0.924,375.97,897.51
1995-07-13,0.9248,375.68,892.8
1995-07-14,0.925,375.47,892.82
1995-07-17,0.927,375.7,893.36
1995-07-18,0.928,377.72,891.76
1995-07-19,0.928,377.99,894.03
1995-07-20,0.928,377.43,894.03
1995-07-21,0.9331,377.35,894.5
1995-07-24,0.933,378.89,894.98
1995-07-25,0.935,381.85,894.98
1995-07-26,0.935,382.4,897.32
1995-07-27,0.936,383.21,897.77
1995-07-28,0.936,383.91,897.77
1995-07-31,0.935,383.93,895.56
1995-08-01,0.935,381.04,898.35
1995-08-02,0.9351,380.45,900.78
1995-08-03,0.9351,380.67,905.53
1995-08-04,0.935,379.83,917.53
1995-08-07,0.935,381.52,917.53
1995-08-08,0.935,381.52,916.14
1995-08-09,0.935,383.17,920.1
1995-08-10,0.935,383.02,919.32
1995-08-11,0.936,383.69,917.13
1995-08-14,0.94,385.4,919.13
1995-08-15,0.941,386.16,922.21
1995-08-16,0.941,386.16,928.25
1995-08-17,0.941,393.47,944.55
1995-08-18,0.942,393.96,947.22
1995-08-21,0.941,391.66,947.22
1995-08-22,0.943,390.22,943.86
1995-08-23,0.946,389.49,949.51
1995-08-24,0.946,389.88,955.12
1995-08-25,0.947,389.66,962.6
1995-08-28,0.9478,391.53,970.65
1995-08-29,0.95,391.37,972.03
1995-08-30,0.95,394.15,963.93
1995-08-31,0.95,395.53,960.19
1995-09-01,0.95,393.53,949.35
1995-09-04,0.948,393.46,948.23
1995-09-05,0.948,392.06,957.54
1995-09-06,0.948,391.73,958.46
1995-09-07,0.948,393.63,953.63
1995-09-08,0.95,393.08,954.64
1995-09-11,0.951,393.96,958.31
1995-09-12,0.951,393.96,958.59
1995-09-13,0.952,393.99,958.31
1995-09-14,0.952,396.37,959.18
1995-09-15,0.952,395.56,959.15
1995-09-18,0.952,396.21,960.25
1995-09-19,0.952,396.21,960.91
1995-09-20,0.953,396.21,970.08
1995-09-21,0.953,394.87,974.88
1995-09-22,0.953,392.14,974.23
1995-09-25,0.9531,392.19,970.08
1995-09-26,0.954,395.99,977.35
1995-09-27,0.955,398.74,980.54
