Date,Rate_BRL,Rate_CHI,Rate_COP
2009-08-13,1.8237,548.95,2006.25
2009-08-14,1.8484,551.73,2016.55
2009-08-17,1.8807,557.6,2018.0
2009-08-18,1.8443,555.0,2037.38
2009-08-19,1.8415,550.35,2020.9
2009-08-20,1.8442,547.0,2015.4
2009-08-21,1.8299,545.75,2000.95
2009-08-24,1.841,545.83,2005.33
2009-08-25,1.8616,547.25,2018.9
2009-08-26,1.862,548.05,2036.06
2009-08-27,1.8668,550.92,2032.27
2009-08-28,1.8812,550.65,2038.73
2009-08-31,1.8804,553.65,2060.0
2009-09-01,1.9137,555.75,2073.15
2009-09-02,1.8864,558.17,2055.58
2009-09-03,1.8603,553.6,2024.83
2009-09-04,1.8442,550.95,2020.98
2009-09-07,1.8426,553.2,2021.45
2009-09-08,1.8296,552.25,2002.3
2009-09-09,1.8338,552.35,2012.0
2009-09-10,1.8105,553.22,1993.7
2009-09-11,1.8306,551.65,1995.85
2009-09-14,1.8125,551.2,1996.82
2009-09-15,1.8037,550.25,1975.98
2009-09-16,1.8027,545.04,1958.73
2009-09-17,1.8055,546.35,1964.35
2009-09-18,1.8082,544.97,1950.3
2009-09-21,1.8247,542.55,1933.84
2009-09-22,1.7929,541.35,1921.52
2009-09-23,1.798,539.5,1917.36
2009-09-24,1.8002,543.85,1927.82
2009-09-25,1.7901,545.86,1924.45
2009-09-28,1.7872,543.9,1918.65
2009-09-29,1.7882,548.05,1931.6
2009-09-30,1.767,549.7,1919.73
2009-10-01,1.7866,554.35,1928.6
2009-10-02,1.782,553.9,1920.23
2009-10-05,1.7598,556.87,1924.8
2009-10-06,1.7596,553.85,1907.85
2009-10-07,1.7485,554.08,1888.35
2009-10-08,1.7364,551.0,1859.5
2009-10-09,1.741,554.5,1846.43
2009-10-12,1.744,554.1,1847.2
2009-10-13,1.7216,554.65,1824.33
2009-10-14,1.7009,550.96,1826.22
2009-10-15,1.701,547.39,1847.35
2009-10-16,1.71,547.75,1842.75
2009-10-19,1.7177,545.29,1871.3
2009-10-20,1.7547,543.53,1919.73
2009-10-21,1.7345,540.25,1895.65
2009-10-22,1.7185,536.0,1914.83
2009-10-23,1.7173,532.5,1917.95
2009-10-26,1.7328,534.45,1948.7
2009-10-27,1.7448,531.25,1984.73
2009-10-28,1.7793,530.87,2020.15
2009-10-29,1.7328,531.09,1975.3
2009-10-30,1.7612,530.77,1996.14
2009-11-02,1.764,528.45,1993.3
2009-11-03,1.7446,531.1,1987.1
2009-11-04,1.7207,528.05,1961.5
2009-11-05,1.7165,523.65,1982.1
2009-11-06,1.7202,521.55,1984.55
2009-11-09,1.6989,512.5,1966.34
2009-11-10,1.7117,507.45,1969.35
2009-11-11,1.7182,507.0,1965.45
2009-11-12,1.7359,507.4,1968.77
2009-11-13,1.7225,502.0,1967.65
2009-11-16,1.7122,496.6,1966.83
2009-11-17,1.7117,493.65,1967.9
2009-11-18,1.7255,492.75,1951.98
2009-11-19,1.7268,500.89,1967.23
2009-11-20,1.7314,501.39,1970.85
2009-11-23,1.7265,492.65,1967.5
2009-11-24,1.7313,493.95,1974.93
2009-11-25,1.7221,493.0,1974.45
2009-11-26,1.7469,494.55,1981.05
2009-11-27,1.7408,493.25,1993.63
2009-11-30,1.7557,497.05,2003.15
2009-12-01,1.7207,496.96,1990.21
2009-12-02,1.7186,503.4,1993.0
2009-12-03,1.7103,501.1,1992.38
2009-12-04,1.7315,502.43,2007.98
2009-12-07,1.7336,502.45,2005.5
2009-12-08,1.762,505.22,2001.13
2009-12-09,1.7622,500.6,2020.98
2009-12-10,1.7567,495.65,2010.0
2009-12-11,1.7585,497.65,1995.41
2009-12-14,1.7465,496.45,1989.18
2009-12-15,1.752,498.95,2001.7
2009-12-16,1.7563,498.0,2002.75
2009-12-17,1.7818,500.55,2019.44
2009-12-18,1.7802,504.05,2027.7
2009-12-21,1.7846,504.59,2037.2
2009-12-22,1.7809,507.25,2057.5
2009-12-23,1.76,507.89,2050.48
2009-12-24,1.763,506.4,2042.15
2009-12-28,1.7418,506.5,2042.37
2009-12-29,1.7407,507.75,2043.21
2009-12-30,1.7416,507.63,2043.79
2010-01-04,1.72,505.8,2011.65
2010-01-05,1.7306,501.9,1988.73
2010-01-06,1.731,496.5,1972.12
2010-01-07,1.7465,492.85,1968.62
2010-01-08,1.7264,493.45,1966.75
2010-01-11,1.7373,489.55,1964.5
2010-01-12,1.7484,489.75,1960.68
2010-01-13,1.7569,493.75,1972.2
2010-01-14,1.7602,493.45,1971.43
2010-01-15,1.7723,489.0,1969.63
2010-01-18,1.7643,492.1,1969.85
2010-01-19,1.7701,492.45,1957.6
2010-01-20,1.7888,496.23,1965.15
2010-01-21,1.803,501.39,1974.9
2010-01-22,1.8247,505.85,1968.9
2010-01-25,1.821,507.65,1959.65
2010-01-26,1.8353,511.55,1969.28
2010-01-27,1.858,522.25,1988.5
2010-01-28,1.872,527.6,1993.05
2010-01-29,1.895,524.75,1981.9
2010-02-01,1.8481,527.77,1968.13
2010-02-02,1.8297,527.35,1962.98
2010-02-03,1.8525,537.88,1968.3
2010-02-04,1.8769,544.13,1989.65
2010-02-05,1.8793,538.55,2007.94
2010-02-08,1.8755,541.53,2003.21
2010-02-09,1.8473,540.55,1966.65
2010-02-10,1.8562,534.85,1959.31
2010-02-11,1.8433,532.75,1935.85
2010-02-12,1.8544,528.65,1935.23
2010-02-15,1.8388,529.25,1935.75
2010-02-16,1.8388,527.55,1927.99
2010-02-17,1.8304,529.73,1932.64
2010-02-18,1.8088,531.85,1930.7
2010-02-19,1.8027,531.75,1921.73
2010-02-22,1.8113,528.15,1919.4
2010-02-23,1.8269,529.0,1929.65
2010-02-24,1.8246,528.35,1935.35
2010-02-25,1.8238,530.05,1942.68
2010-02-26,1.8076,524.55,1926.56
2010-03-01,1.7978,524.7,1912.14
2010-03-02,1.7928,519.03,1896.38
2010-03-03,1.7915,516.55,1927.5
2010-03-04,1.7884,515.05,1917.6
2010-03-05,1.7782,508.83,1896.5
2010-03-08,1.7885,508.76,1897.23
2010-03-09,1.7757,512.23,1887.35
2010-03-10,1.7688,518.65,1892.0
2010-03-11,1.7639,517.95,1892.88
2010-03-12,1.7624,517.75,1899.65
2010-03-15,1.7644,519.18,1893.6
2010-03-16,1.7674,524.72,1900.55
2010-03-17,1.767,525.15,1893.19
2010-03-18,1.7917,525.85,1901.22
2010-03-19,1.8017,529.05,1907.25
2010-03-22,1.7897,533.95,1906.74
2010-03-23,1.7761,532.83,1908.35
2010-03-24,1.8012,533.35,1929.08
2010-03-25,1.8191,532.5,1926.7
2010-03-26,1.819,534.2,1937.18
2010-03-29,1.7945,529.55,1935.58
2010-03-30,1.7899,525.55,1929.25
2010-03-31,1.7813,524.4,1920.35
2010-04-01,1.7646,522.0,1918.5
2010-04-02,1.756,521.8,1917.6
2010-04-05,1.7618,519.08,1910.2
2010-04-06,1.7531,520.18,1915.18
2010-04-07,1.7813,516.45,1929.68
2010-04-08,1.7809,516.25,1922.8
2010-04-09,1.764,516.09,1928.75
2010-04-12,1.7532,514.22,1924.4
2010-04-13,1.7495,515.95,1941.6
2010-04-14,1.7455,518.1,1947.3
2010-04-15,1.7488,520.5,1937.7
2010-04-16,1.7582,523.5,1946.9
2010-04-19,1.754,525.65,1951.6
2010-04-20,1.7509,527.03,1947.55
2010-04-21,1.756,521.55,1947.95
2010-04-22,1.7638,520.7,1953.84
2010-04-23,1.7565,521.05,1951.05
2010-04-26,1.7465,519.03,1947.8
2010-04-27,1.7713,524.05,1964.0
2010-04-28,1.7485,522.93,1976.9
2010-04-29,1.7277,519.38,1959.5
2010-04-30,1.7394,518.85,1956.75
2010-05-03,1.727,517.85,1973.55
2010-05-04,1.7648,522.95,1987.51
2010-05-05,1.7951,526.0,1996.58
2010-05-06,1.8551,528.85,2018.13
2010-05-07,1.838,533.05,2024.0
2010-05-10,1.771,530.15,1987.63
2010-05-11,1.7904,528.2,1973.2
2010-05-12,1.7741,530.3,1963.6
2010-05-13,1.7756,529.75,1951.96
2010-05-14,1.7993,535.75,1980.05
2010-05-17,1.8006,542.55,1978.5
2010-05-18,1.8219,544.95,1982.0
2010-05-19,1.8278,547.88,1999.75
2010-05-20,1.8836,544.58,2011.45
2010-05-21,1.8534,543.5,1991.28
2010-05-24,1.8704,537.95,1977.73
2010-05-25,1.8451,546.93,1993.15
2010-05-26,1.8717,538.15,1973.81
2010-05-27,1.8153,529.27,1969.0
2010-05-28,1.8171,529.75,1971.93
2010-05-31,1.8209,530.35,1971.98
2010-06-01,1.8478,532.35,1971.54
2010-06-02,1.8176,534.95,1966.28
2010-06-03,1.8084,536.68,1958.93
2010-06-04,1.8654,541.35,1966.15
2010-06-07,1.8798,546.05,1965.6
2010-06-08,1.8543,548.15,1960.62
2010-06-09,1.8501,541.15,1940.8
2010-06-10,1.8045,537.95,1926.45
2010-06-11,1.8107,537.25,1924.56
2010-06-14,1.8111,537.43,1924.0
2010-06-15,1.7875,535.05,1919.25
2010-06-16,1.7873,529.95,1911.15
2010-06-17,1.7802,530.58,1902.28
2010-06-18,1.7721,534.9,1909.6
2010-06-21,1.7712,530.53,1893.03
2010-06-22,1.788,532.45,1889.3
2010-06-23,1.7873,538.55,1895.68
2010-06-24,1.7836,537.25,1896.3
2010-06-25,1.7802,537.25,1899.6
2010-06-28,1.7803,537.15,1906.0
2010-06-29,1.8134,545.24,1920.35
2010-06-30,1.8047,546.04,1900.11
2010-07-01,1.7911,540.55,1898.6
2010-07-02,1.7721,537.15,1888.6
2010-07-05,1.7774,539.08,1887.5
2010-07-06,1.7796,536.75,1893.1
2010-07-07,1.7674,535.95,1906.2
2010-07-08,1.7605,537.25,1884.98
2010-07-09,1.7554,539.25,1873.55
2010-07-12,1.7607,538.25,1877.9
2010-07-13,1.757,535.25,1872.65
2010-07-14,1.7626,531.65,1871.65
2010-07-15,1.7629,532.85,1870.4
2010-07-16,1.7821,530.05,1877.85
2010-07-19,1.7926,533.05,1875.4
2010-07-20,1.7742,529.55,1874.5
2010-07-21,1.7808,523.15,1867.4
2010-07-22,1.7581,519.2,1862.4
2010-07-23,1.7738,520.28,1868.25
2010-07-26,1.7624,519.1,1858.9
2010-07-27,1.7672,519.5,1849.9
2010-07-28,1.769,523.65,1844.51
2010-07-29,1.758,523.55,1843.25
2010-07-30,1.7549,521.25,1843.5
2010-08-02,1.752,517.55,1832.4
2010-08-03,1.7574,516.63,1831.6
2010-08-04,1.7522,516.85,1822.98
2010-08-05,1.7518,515.3,1818.35
2010-08-06,1.7609,514.23,1816.1
2010-08-09,1.7489,511.85,1808.45
2010-08-10,1.7534,512.25,1808.7
2010-08-11,1.7748,512.35,1801.2
2010-08-12,1.7697,509.75,1825.15
2010-08-13,1.772,509.63,1836.95
2010-08-16,1.7546,505.6,1824.5
2010-08-17,1.7544,502.25,1807.0
2010-08-18,1.7531,501.75,1811.75
2010-08-19,1.7555,507.3,1817.75
2010-08-20,1.7562,504.5,1820.0
2010-08-23,1.77,504.69,1812.93
2010-08-24,1.7705,504.45,1817.1
2010-08-25,1.7635,506.45,1818.0
2010-08-26,1.7619,503.95,1816.3
2010-08-27,1.7501,499.95,1817.48
2010-08-30,1.7594,500.48,1826.85
2010-08-31,1.7559,502.75,1826.45
2010-09-01,1.746,496.85,1811.91
2010-09-02,1.726,497.2,1813.18
2010-09-03,1.7328,495.78,1808.7
2010-09-06,1.7267,497.78,1804.68
2010-09-07,1.7206,496.85,1807.48
2010-09-08,1.7263,496.63,1804.9
2010-09-09,1.7203,496.2,1804.33
2010-09-10,1.7222,496.95,1798.85
2010-09-13,1.7106,494.9,1791.1
2010-09-14,1.7099,493.74,1790.35
2010-09-15,1.7236,494.65,1807.28
2010-09-16,1.7118,498.25,1810.7
2010-09-17,1.7213,498.5,1799.15
2010-09-20,1.7331,498.75,1800.7
2010-09-21,1.7108,497.55,1805.0
2010-09-22,1.7183,493.35,1803.18
2010-09-23,1.723,488.75,1811.58
2010-09-24,1.7109,486.65,1802.2
2010-09-27,1.7106,486.17,1803.49
2010-09-28,1.7079,485.64,1803.75
2010-09-29,1.7206,485.6,1800.18
2010-09-30,1.7206,483.55,1802.18
2010-10-01,1.685,480.43,1797.16
2010-10-04,1.699,485.8,1803.5
2010-10-05,1.6648,482.84,1798.25
2010-10-06,1.6792,481.54,1789.05
2010-10-07,1.6815,483.83,1787.03
2010-10-08,1.6664,482.23,1786.55
2010-10-11,1.6692,482.05,1782.78
2010-10-12,1.685,476.06,1789.5
2010-10-13,1.6525,477.96,1790.83
2010-10-14,1.6602,478.95,1801.8
2010-10-15,1.6654,479.13,1808.4
2010-10-18,1.6655,481.16,1810.0
2010-10-19,1.6829,487.02,1815.65
2010-10-20,1.6743,484.88,1808.9
2010-10-21,1.6996,485.54,1818.77
2010-10-22,1.7099,487.15,1830.0
2010-10-25,1.7061,486.24,1828.3
2010-10-26,1.7032,491.06,1837.02
2010-10-27,1.7207,494.98,1846.31
2010-10-28,1.713,489.19,1834.99
2010-10-29,1.7019,489.47,1837.54
2010-11-01,1.7039,489.5,1840.0
2010-11-02,1.7139,486.95,1844.0
2010-11-03,1.7001,489.33,1833.85
2010-11-04,1.6773,480.1,1817.0
2010-11-05,1.6785,477.5,1817.31
2010-11-08,1.6985,480.63,1829.0
2010-11-09,1.6987,477.1,1838.74
2010-11-10,1.7115,479.8,1854.0
2010-11-11,1.7162,479.7,1860.61
2010-11-12,1.7221,482.15,1864.5
2010-11-15,1.7139,481.65,1867.0
2010-11-16,1.7401,486.05,1884.0
2010-11-17,1.7254,483.55,1873.0
2010-11-18,1.7154,479.8,1869.5
2010-11-19,1.7192,480.03,1874.5
2010-11-22,1.7281,479.23,1879.5
2010-11-23,1.7357,482.13,1892.5
2010-11-24,1.7222,482.35,1891.5
2010-11-25,1.721,480.48,1893.5
2010-11-26,1.7264,483.65,1909.5
2010-11-29,1.724,487.18,1920.5
2010-11-30,1.7129,487.2,1941.5
2010-12-01,1.7057,485.15,1932.5
2010-12-02,1.696,483.93,1906.75
2010-12-03,1.6862,479.6,1885.0
2010-12-06,1.6749,478.48,1890.0
2010-12-07,1.6812,477.85,1895.5
2010-12-08,1.6963,476.95,1882.6
2010-12-09,1.7097,476.25,1908.5
2010-12-10,1.7132,476.05,1882.5
2010-12-13,1.695,475.68,1904.5
2010-12-14,1.6927,472.48,1897.5
2010-12-15,1.7051,473.65,1907.0
2010-12-16,1.7008,473.93,1915.0
2010-12-17,1.7147,471.95,1917.5
2010-12-20,1.7074,469.75,1929.95
2010-12-21,1.6964,468.8,1934.57
2010-12-22,1.6961,469.13,1921.38
2010-12-23,1.6965,468.88,1934.5
2010-12-24,1.6971,469.35,1939.2
2010-12-27,1.6909,471.35,1993.0
2010-12-28,1.691,469.2,2036.0
2010-12-29,1.6779,469.15,1948.5
2010-12-30,1.6619,467.48,1922.14
2010-12-31,1.6613,468.0,1907.7
2011-01-03,1.6496,465.95,1891.67
2011-01-04,1.6618,487.78,1893.63
2011-01-05,1.6746,494.7,1877.77
2011-01-06,1.6861,495.85,1863.61
2011-01-07,1.6875,498.13,1869.3
2011-01-10,1.689,498.05,1870.5
2011-01-11,1.6881,496.4,1859.5
2011-01-12,1.6754,489.78,1866.0
2011-01-13,1.6677,490.0,1864.5
2011-01-14,1.6844,487.5,1871.0
2011-01-17,1.6823,491.28,1867.46
2011-01-18,1.6764,490.33,1854.5
2011-01-19,1.6732,492.42,1839.56
2011-01-20,1.6738,493.65,1846.5
2011-01-21,1.6684,493.28,1843.06
2011-01-24,1.6713,491.69,1853.0
2011-01-25,1.672,492.84,1857.5
2011-01-26,1.6703,488.65,1862.5
2011-01-27,1.6785,485.23,1858.29
2011-01-28,1.6846,485.15,1867.5
2011-01-31,1.6736,483.34,1867.0
2011-02-01,1.6624,479.87,1851.5
2011-02-02,1.6674,482.02,1858.5
2011-02-03,1.6696,478.92,1864.5
2011-02-04,1.6734,478.98,1867.86
2011-02-07,1.6772,479.11,1868.0
2011-02-08,1.6655,479.23,1889.5
2011-02-09,1.6602,476.23,1887.5
2011-02-10,1.67,473.5,1882.0
2011-02-11,1.666,472.63,1883.0
2011-02-14,1.6675,469.0,1894.18
2011-02-15,1.6692,472.8,1904.5
2011-02-16,1.6714,473.95,1909.5
2011-02-17,1.6626,469.25,1888.5
2011-02-18,1.6635,468.83,1875.5
2011-02-21,1.6668,469.33,1885.5
2011-02-22,1.6708,472.4,1892.5
2011-02-23,1.6754,477.73,1902.0
2011-02-24,1.664,478.15,1899.5
2011-02-25,1.6751,475.3,1907.5
2011-02-28,1.6632,475.84,1907.5
2011-03-01,1.6633,476.45,1914.5
2011-03-02,1.6595,476.9,1913.5
2011-03-03,1.651,473.23,1898.5
2011-03-04,1.6435,475.05,1894.5
2011-03-07,1.6581,474.8,1895.5
2011-03-08,1.6581,475.04,1888.5
2011-03-09,1.6547,478.87,1879.5
2011-03-10,1.6617,481.55,1868.5
2011-03-11,1.6647,478.03,1872.5
2011-03-14,1.66,481.08,1879.0
2011-03-15,1.666,483.68,1890.0
2011-03-16,1.6756,486.2,1892.5
2011-03-17,1.6784,486.43,1879.5
2011-03-18,1.6652,481.15,1876.0
2011-03-21,1.666,480.75,1872.35
2011-03-22,1.6598,481.31,1866.45
2011-03-23,1.6608,481.55,1868.5
2011-03-24,1.659,479.83,1865.5
2011-03-25,1.6599,478.95,1871.5
2011-03-28,1.6629,480.47,1878.5
2011-03-29,1.6463,481.95,1887.5
2011-03-30,1.6291,481.93,1876.0
2011-03-31,1.6325,477.5,1870.5
2011-04-01,1.6066,475.78,1853.0
2011-04-04,1.6076,474.79,1849.0
2011-04-05,1.6095,473.33,1835.5
2011-04-06,1.6146,473.9,1826.13
2011-04-07,1.5867,472.1,1825.0
2011-04-08,1.573,469.86,1817.5
2011-04-11,1.5833,472.05,1817.5
2011-04-12,1.5947,473.78,1816.63
2011-04-13,1.5868,472.21,1815.37
2011-04-14,1.5781,472.7,1803.76
2011-04-15,1.5767,470.85,1797.2
2011-04-18,1.5893,475.5,1797.85
2011-04-19,1.5772,473.44,1785.22
2011-04-20,1.566,469.38,1779.18
2011-04-21,1.5848,467.49,1782.0
2011-04-22,1.5848,470.56,1782.5
2011-04-25,1.5696,467.55,1781.0
2011-04-26,1.5625,462.43,1788.5
2011-04-27,1.5659,462.72,1777.5
2011-04-28,1.5778,460.87,1763.5
2011-05-02,1.5884,462.68,1771.0
2011-05-03,1.5866,461.22,1767.0
2011-05-04,1.6176,465.8,1766.0
2011-05-05,1.6221,468.63,1767.0
2011-05-06,1.6155,468.1,1769.5
2011-05-09,1.6142,467.34,1788.28
2011-05-11,1.6219,468.35,1800.43
2011-05-12,1.6195,466.96,1796.78
2011-05-13,1.6367,469.45,1804.33
2011-05-16,1.6353,470.18,1822.5
2011-05-17,1.6165,473.33,1825.43
2011-05-18,1.6097,471.32,1820.0
2011-05-19,1.6164,467.9,1817.5
2011-05-20,1.6236,466.63,1820.5
2011-05-23,1.6333,472.48,1827.0
2011-05-24,1.624,472.18,1830.5
2011-05-25,1.6297,470.9,1832.0
2011-05-26,1.615,469.6,1827.5
2011-05-27,1.5948,467.25,1819.9
2011-05-30,1.5939,467.09,1808.5
2011-05-31,1.5805,465.19,1788.5
2011-06-01,1.5942,467.7,1790.45
2011-06-02,1.5746,466.5,1785.0
2011-06-03,1.575,468.33,1782.5
2011-06-06,1.5839,468.0,1783.0
2011-06-07,1.5797,466.48,1767.5
2011-06-08,1.5831,467.83,1767.5
2011-06-09,1.5832,466.56,1771.5
2011-06-10,1.5968,468.1,1777.5
2011-06-13,1.5837,467.75,1783.5
2011-06-14,1.5837,466.08,1773.0
2011-06-15,1.6002,467.96,1778.43
2011-06-16,1.6029,471.23,1795.43
2011-06-17,1.5974,471.47,1795.0
2011-06-20,1.597,472.17,1787.5
2011-06-21,1.5861,471.24,1779.5
2011-06-22,1.591,472.1,1780.5
2011-06-23,1.5868,474.65,1785.5
2011-06-24,1.6047,473.39,1792.5
2011-06-27,1.5943,473.02,1793.5
2011-06-28,1.5764,472.92,1786.5
2011-06-29,1.5706,470.65,1780.5
2011-06-30,1.5635,467.66,1772.5
2011-07-01,1.556,465.64,1769.5
2011-07-04,1.553,465.6,1761.0
2011-07-05,1.5646,464.58,1767.5
2011-07-06,1.5697,463.88,1766.5
2011-07-07,1.5537,461.13,1760.5
2011-07-08,1.5624,463.05,1759.5
2011-07-11,1.5773,466.51,1768.5
2011-07-12,1.5791,466.95,1769.5
2011-07-13,1.5751,462.16,1758.5
2011-07-14,1.5792,462.5,1748.5
2011-07-15,1.5743,462.15,1759.0
2011-07-18,1.5742,463.62,1754.71
2011-07-19,1.5633,462.26,1757.5
2011-07-20,1.5658,463.54,1759.42
2011-07-21,1.5523,461.37,1751.5
2011-07-22,1.552,461.39,1752.56
2011-07-25,1.5398,462.43,1767.5
2011-07-26,1.5391,458.03,1760.5
2011-07-27,1.555,458.09,1768.0
2011-07-28,1.5675,455.66,1769.5
2011-07-29,1.5497,457.89,1775.75
2011-08-01,1.5658,458.88,1767.5
2011-08-02,1.5684,458.83,1767.28
2011-08-03,1.5591,460.21,1771.5
2011-08-04,1.5888,462.53,1783.74
2011-08-05,1.5778,466.78,1787.21
2011-08-08,1.6256,473.68,1812.33
2011-08-09,1.5885,473.38,1809.0
2011-08-10,1.6246,474.2,1799.5
2011-08-11,1.6242,471.2,1789.5
2011-08-12,1.611,471.02,1781.94
2011-08-15,1.5895,472.04,1782.0
2011-08-16,1.5902,471.35,1772.45
2011-08-17,1.5882,467.82,1762.79
2011-08-18,1.599,469.66,1773.59
2011-08-19,1.5995,468.55,1780.01
2011-08-22,1.6066,467.69,1777.15
2011-08-23,1.5971,467.36,1785.94
2011-08-24,1.6131,466.97,1784.78
2011-08-25,1.6098,467.07,1787.25
2011-08-26,1.6033,465.78,1790.82
2011-08-29,1.5914,465.09,1787.5
2011-08-30,1.5944,464.7,1787.5
2011-08-31,1.5896,460.85,1778.02
2011-09-01,1.6197,459.27,1776.02
2011-09-02,1.6409,460.05,1783.5
2011-09-05,1.645,462.92,1788.5
2011-09-06,1.657,463.95,1788.44
2011-09-07,1.7548,463.2,1786.76
2011-09-08,1.6602,462.63,1786.21
2011-09-09,1.6736,469.63,1798.9
2011-09-12,1.7028,476.05,1818.06
2011-09-13,1.7097,475.23,1810.3
2011-09-14,1.7149,478.98,1823.43
2011-09-15,1.7072,478.21,1816.82
2011-09-16,1.7327,479.77,1819.48
2011-09-19,1.7979,486.72,1855.77
2011-09-20,1.7855,489.93,1857.22
2011-09-21,1.875,500.72,1860.5
2011-09-22,1.905,521.0,1895.65
2011-09-23,1.834,517.1,1905.0
2011-09-26,1.8242,512.15,1903.87
2011-09-27,1.8057,505.63,1885.76
2011-09-28,1.8408,512.63,1919.0
2011-09-29,1.8403,512.8,1915.3
2011-09-30,1.8792,519.27,1929.52
2011-10-03,1.8909,525.41,1945.75
2011-10-04,1.8581,534.87,1982.23
2011-10-05,1.8325,530.72,1959.66
2011-10-06,1.781,520.13,1944.84
2011-10-07,1.772,518.6,1931.72
2011-10-11,1.7757,509.25,1913.53
2011-10-12,1.7697,499.15,1891.63
2011-10-13,1.751,505.2,1900.05
2011-10-14,1.7328,499.65,1885.25
2011-10-18,1.7543,510.65,1904.5
2011-10-19,1.7745,511.34,1897.55
2011-10-20,1.7809,518.9,1904.97
2011-10-21,1.7757,513.16,1889.83
2011-10-24,1.7508,505.12,1868.93
2011-10-25,1.766,502.25,1875.84
2011-10-26,1.7587,501.11,1876.58
2011-10-27,1.7098,489.93,1861.0
2011-10-28,1.6721,491.24,1860.49
2011-10-31,1.7173,493.25,1865.07
2011-11-01,1.7446,502.27,1888.66
2011-11-02,1.799,501.78,1905.6
2011-11-03,1.7368,494.55,1905.14
2011-11-04,1.7517,496.63,1905.65
2011-11-08,1.7327,497.58,1908.82
2011-11-09,1.7793,499.88,1911.6
2011-11-10,1.7615,501.71,1910.61
2011-11-11,1.7429,502.27,1911.0
2011-11-15,1.799,501.0,1911.85
2011-11-16,1.7701,502.27,1903.28
2011-11-17,1.7795,502.27,1919.0
2011-11-18,1.7865,502.27,1913.66
2011-11-21,1.8071,502.27,1925.32
2011-11-22,1.8186,502.27,1915.3
2011-11-23,1.8659,502.27,1934.09
2011-11-24,1.8982,502.27,1932.47
2011-11-25,1.8918,502.27,1955.08
2011-11-28,1.8616,502.27,1947.36
2011-11-29,1.8454,502.27,1959.15
2011-11-30,1.8085,525.0,1952.5
2011-12-01,1.8002,519.08,1943.47
2011-12-02,1.7907,519.08,1938.57
2011-12-05,1.7861,519.08,1936.0
2011-12-06,1.7912,519.08,1930.94
2011-12-07,1.7996,519.08,1930.59
2011-12-09,1.7982,519.08,1925.13
2011-12-12,1.844,519.08,1932.5
2011-12-13,1.8638,515.0,1929.5
2011-12-14,1.8797,520.05,1934.88
2011-12-15,1.8601,519.08,1933.22
2011-12-16,1.8512,519.08,1938.7
2011-12-19,1.8673,518.6,1936.5
2011-12-20,1.8452,519.08,1930.74
2011-12-21,1.8589,519.0,1929.29
2011-12-22,1.8527,521.9,1920.25
2011-12-23,1.8564,519.08,1919.08
2011-12-26,1.8568,519.0,1923.0
2011-12-27,1.86,519.08,1918.82
2011-12-28,1.8731,519.08,1938.82
2011-12-29,1.8663,519.08,1938.14
2011-12-30,1.8401,520.02,1935.35
2012-01-02,1.8767,502.97,1930.0
2012-01-03,1.8308,521.0,1904.23
2012-01-04,1.8327,512.0,1882.53
2012-01-05,1.8433,514.5,1879.06
2012-01-06,1.8569,512.7,1881.5
2012-01-10,1.7996,509.3,1858.87
2012-01-11,1.8021,506.82,1849.5
2012-01-12,1.7789,503.6,1835.14
2012-01-13,1.7864,502.97,1838.16
2012-01-16,1.7863,501.3,1846.0
2012-01-17,1.7875,502.97,1835.5
2012-01-18,1.767,497.5,1837.5
2012-01-20,1.7552,490.3,1825.5
2012-01-23,1.755,489.5,1812.6
2012-01-24,1.7587,491.0,1813.69
2012-01-25,1.765,502.97,1808.73
2012-01-26,1.7497,502.97,1808.95
2012-01-27,1.7355,502.97,1808.5
2012-01-30,1.7491,489.1,1814.5
2012-01-31,1.7471,502.97,1807.81
2012-02-01,1.7343,487.6,1797.38
2012-02-02,1.7187,488.2,1790.13
2012-02-03,1.7179,483.2,1781.53
2012-02-06,1.7258,480.45,1785.85
2012-02-07,1.7258,483.2,1782.5
2012-02-08,1.7217,483.2,1776.84
2012-02-09,1.716,476.57,1772.55
2012-02-10,1.7222,483.2,1780.0
2012-02-13,1.7163,483.2,1778.5
2012-02-14,1.7248,483.2,1785.0
2012-02-15,1.729,483.2,1791.5
2012-02-16,1.7165,483.2,1780.92
2012-02-17,1.7138,483.2,1774.68
2012-02-20,1.7175,483.2,1773.5
2012-02-21,1.7175,483.2,1778.5
2012-02-22,1.7058,483.2,1782.0
2012-02-23,1.7138,483.2,1775.32
2012-02-24,1.7098,483.2,1773.96
2012-02-27,1.7069,483.2,1770.55
2012-02-28,1.6958,483.2,1766.25
2012-02-29,1.7177,483.2,1765.5
2012-03-01,1.7136,486.03,1766.5
2012-03-02,1.7305,486.03,1773.0
2012-03-05,1.7394,485.9,1770.75
2012-03-06,1.7582,486.03,1778.12
2012-03-07,1.7661,486.03,1780.0
2012-03-08,1.7606,486.03,1761.98
2012-03-09,1.7914,484.0,1762.0
2012-03-12,1.7968,485.59,1760.68
2012-03-13,1.7925,486.03,1755.41
2012-03-14,1.8047,486.03,1761.89
2012-03-15,1.7982,486.03,1758.11
2012-03-16,1.7997,486.03,1757.43
2012-03-20,1.8143,486.03,1754.73
2012-03-21,1.818,484.0,1758.5
2012-03-22,1.819,488.7,1758.14
2012-03-23,1.81,486.03,1759.5
