periodo_predicho,fecha_pred_ini,fecha_pred_fin,dias_habiles_pred,fecha_train_ini,fecha_train_fin,mae_normalizado,mse_normalizado,rmse_normalizado,mape_normalizado,mae_escala_pesos,mse_escala_pesos,rmse_escala_pesos,mape_escala_pesos
1995-01,1995-01-01,1995-02-28,42,1993-01-01,1994-12-31,0.627028,0.471701,0.686805,0.379911,16.9033,342.7946,18.5147,0.019847
1995-03,1995-03-01,1995-04-30,43,1993-03-01,1995-02-28,0.834702,0.768882,0.876859,0.343467,19.0757,401.567,20.0391,0.02191
1995-05,1995-05-01,1995-06-30,45,1993-05-01,1995-04-30,0.262859,0.092769,0.30458,0.109349,5.9252,47.1374,6.8657,0.006753
1995-07,1995-07-01,1995-08-31,44,1993-07-01,1995-06-30,1.62559,3.940961,1.985185,0.403025,37.9808,2151.3352,46.3825,0.040728
1995-09,1995-09-01,1995-10-31,43,1993-09-01,1995-08-31,1.74402,3.266634,1.807383,0.408395,55.5905,3318.9368,57.6102,0.056847
1995-11,1995-11-01,1995-12-31,43,1993-11-01,1995-10-31,0.289701,0.110599,0.332565,0.095982,13.7804,250.2514,15.8193,0.01381
1996-01,1996-01-01,1996-02-29,44,1994-01-01,1995-12-31,0.419883,0.221702,0.470852,0.158666,24.7568,770.7332,27.7621,0.024125
1996-03,1996-03-01,1996-04-30,43,1994-03-01,1996-02-29,0.322896,0.115219,0.339439,0.138577,22.5001,559.4562,23.6528,0.021454
1996-05,1996-05-01,1996-06-30,43,1994-05-01,1996-04-30,0.234446,0.058629,0.242135,0.113459,18.6644,371.5837,19.2765,0.017453
1996-07,1996-07-01,1996-08-31,45,1994-07-01,1996-06-30,0.187654,0.054838,0.234175,0.137787,16.5633,427.2293,20.6695,0.015844
1996-09,1996-09-01,1996-10-31,44,1994-09-01,1996-08-31,0.347611,0.144797,0.380523,0.418889,30.8385,1139.6222,33.7583,0.030249
1996-11,1996-11-01,1996-12-31,43,1994-11-01,1996-10-31,0.31995,0.105301,0.3245,0.706276,27.0943,755.1295,27.4796,0.027122
1997-01,1997-01-01,1997-02-28,43,1995-01-01,1996-12-31,0.644604,0.542692,0.736676,0.589792,48.5238,3075.2271,55.4547,0.045626
1997-03,1997-03-01,1997-04-30,43,1995-03-01,1997-02-28,0.183136,0.056294,0.237264,0.175311,12.4576,260.4863,16.1396,0.011728
1997-05,1997-05-01,1997-06-30,43,1995-05-01,1997-04-30,0.22486,0.061026,0.247034,0.183215,13.4286,217.645,14.7528,0.012429
1997-07,1997-07-01,1997-08-31,44,1995-07-01,1997-06-30,0.778638,0.755322,0.869092,0.377279,36.8004,1687.196,41.0755,0.032707
1997-09,1997-09-01,1997-10-31,45,1995-09-01,1997-08-31,2.980323,9.403102,3.066448,0.584352,120.2741,15314.0088,123.7498,0.096234
1997-11,1997-11-01,1997-12-31,43,1995-11-01,1997-10-31,0.559908,0.358272,0.598558,0.158282,36.8224,1549.5436,39.3642,0.028402
1998-01,1998-01-01,1998-02-28,42,1996-01-01,1997-12-31,0.432471,0.216652,0.465459,0.151955,38.0003,1672.7166,40.8989,0.028381
1998-03,1998-03-01,1998-04-30,44,1996-03-01,1998-02-28,0.206937,0.047669,0.218333,0.090475,22.204,548.8116,23.4267,0.016333
1998-05,1998-05-01,1998-06-30,43,1996-05-01,1998-04-30,0.204854,0.048933,0.221207,0.102329,25.4923,757.7502,27.5273,0.018348
1998-07,1998-07-01,1998-08-31,44,1996-07-01,1998-06-30,0.150087,0.030025,0.173278,0.098416,20.88,581.1167,24.1064,0.015115
1998-09,1998-09-01,1998-10-31,44,1996-09-01,1998-08-31,1.197654,1.508925,1.228383,0.48004,175.1728,32280.3613,179.6674,0.112176
1998-11,1998-11-01,1998-12-31,44,1996-11-01,1998-10-31,0.208228,0.069691,0.26399,0.122673,34.88,1955.4648,44.2206,0.022869
1999-01,1999-01-01,1999-02-28,41,1997-01-01,1998-12-31,0.128523,0.022856,0.151181,0.075539,21.9214,664.9249,25.7861,0.01392
1999-03,1999-03-01,1999-04-30,45,1997-03-01,1999-02-28,0.125859,0.023478,0.153227,0.090774,21.5174,686.25,26.1964,0.013743
1999-05,1999-05-01,1999-06-30,43,1997-05-01,1999-04-30,0.658605,0.486032,0.69716,0.342924,107.1276,12859.2979,113.3988,0.063638
1999-07,1999-07-01,1999-08-31,44,1997-07-01,1999-06-30,1.039491,1.203161,1.096887,0.365225,164.0173,29954.4668,173.0736,0.087717
1999-09,1999-09-01,1999-10-31,43,1997-09-01,1999-08-31,0.609704,0.3975,0.630476,0.209123,105.2161,11837.5723,108.8006,0.053078
