periodo_predicho,fecha_pred_ini,fecha_pred_fin,dias_habiles_pred,fecha_train_ini,fecha_train_fin,mae_normalizado,mse_normalizado,rmse_normalizado,mape_normalizado,mae_escala_pesos,mse_escala_pesos,rmse_escala_pesos,mape_escala_pesos
1994-W52,1994-12-26,1995-01-01,5,1992-12-28,1994-12-25,0.050209,0.003211,0.056662,0.060741,1.3553,2.3393,1.5295,0.001636
1995-W01,1995-01-02,1995-01-08,5,1993-01-04,1995-01-01,0.20702,0.049654,0.222831,0.186613,5.5483,35.6654,5.9721,0.006632
1995-W02,1995-01-09,1995-01-15,5,1993-01-11,1995-01-08,0.367965,0.145026,0.380823,0.29243,9.5971,98.6545,9.9325,0.011418
1995-W03,1995-01-16,1995-01-22,5,1993-01-18,1995-01-15,0.608875,0.3992,0.631823,0.385067,15.5507,260.3965,16.1368,0.018316
1995-W04,1995-01-23,1995-01-29,5,1993-01-25,1995-01-22,0.769342,0.59767,0.773091,0.406934,19.3386,377.6337,19.4328,0.022567
1995-W05,1995-01-30,1995-02-05,5,1993-02-01,1995-01-29,0.459704,0.243049,0.493,0.248088,11.4055,149.6126,12.2316,0.013317
1995-W06,1995-02-06,1995-02-12,5,1993-02-08,1995-02-05,0.218711,0.061168,0.247321,0.144148,5.3277,36.2955,6.0246,0.006278
1995-W07,1995-02-13,1995-02-19,5,1993-02-15,1995-02-12,0.221312,0.063421,0.251835,0.153686,5.254,35.7437,5.9786,0.006205
1995-W08,1995-02-20,1995-02-26,5,1993-02-22,1995-02-19,0.092102,0.014189,0.119116,0.053278,2.1297,7.5868,2.7544,0.002495
1995-W09,1995-02-27,1995-03-05,5,1993-03-01,1995-02-26,0.311488,0.115849,0.340366,0.160991,7.0863,59.9591,7.7433,0.008255
1995-W10,1995-03-06,1995-03-12,5,1993-03-08,1995-03-05,0.345788,0.129092,0.359293,0.169354,7.7883,65.4879,8.0925,0.009042
1995-W11,1995-03-13,1995-03-19,5,1993-03-15,1995-03-12,0.451435,0.207576,0.455605,0.203565,10.1012,103.9285,10.1945,0.011666
1995-W12,1995-03-20,1995-03-26,5,1993-03-22,1995-03-19,0.33205,0.142256,0.377169,0.147961,7.4062,70.7721,8.4126,0.008539
1995-W13,1995-03-27,1995-04-02,5,1993-03-29,1995-03-26,0.426963,0.216949,0.465778,0.167307,9.5065,107.5524,10.3707,0.010861
1995-W14,1995-04-03,1995-04-09,5,1993-04-05,1995-04-02,0.486222,0.248769,0.498767,0.198542,10.8656,124.2317,11.1459,0.012431
1995-W15,1995-04-10,1995-04-16,5,1993-04-12,1995-04-09,0.086727,0.010553,0.10273,0.041417,1.9439,5.3017,2.3025,0.002242
1995-W16,1995-04-17,1995-04-23,5,1993-04-19,1995-04-16,0.252177,0.080214,0.283221,0.109634,5.6309,39.9935,6.324,0.006451
1995-W17,1995-04-24,1995-04-30,5,1993-04-26,1995-04-23,0.31812,0.108766,0.329798,0.130672,7.128,54.6066,7.3896,0.008131
1995-W18,1995-05-01,1995-05-07,5,1993-05-03,1995-04-30,0.410266,0.201998,0.449441,0.161053,9.248,102.6375,10.131,0.010502
1995-W19,1995-05-08,1995-05-14,5,1993-05-10,1995-05-07,0.26932,0.074853,0.273593,0.107418,6.1229,38.6889,6.22,0.006949
1995-W20,1995-05-15,1995-05-21,5,1993-05-17,1995-05-14,0.070781,0.010043,0.100212,0.030519,1.6255,5.2962,2.3013,0.00185
1995-W21,1995-05-22,1995-05-28,5,1993-05-24,1995-05-21,0.300667,0.095114,0.308405,0.153132,6.9489,50.8048,7.1277,0.007975
1995-W22,1995-05-29,1995-06-04,5,1993-05-31,1995-05-28,0.119826,0.022688,0.150625,0.059173,2.7727,12.1478,3.4854,0.003173
1995-W23,1995-06-05,1995-06-11,5,1993-06-07,1995-06-04,0.136559,0.025467,0.159583,0.071044,3.1599,13.6361,3.6927,0.003623
1995-W24,1995-06-12,1995-06-18,5,1993-06-14,1995-06-11,0.103437,0.014976,0.122377,0.053891,2.3937,8.0203,2.832,0.002742
1995-W25,1995-06-19,1995-06-25,5,1993-06-21,1995-06-18,0.059786,0.004668,0.068325,0.031167,1.3855,2.507,1.5834,0.001585
1995-W26,1995-06-26,1995-07-02,5,1993-06-28,1995-06-25,0.120472,0.024422,0.156276,0.057898,2.7953,13.148,3.626,0.003181
1995-W27,1995-07-03,1995-07-09,5,1993-07-05,1995-07-02,0.359168,0.172819,0.415715,0.149854,8.3498,93.4,9.6644,0.009412
1995-W28,1995-07-10,1995-07-16,5,1993-07-12,1995-07-09,0.739581,0.564875,0.751582,0.277315,17.3576,311.142,17.6392,0.019399
1995-W29,1995-07-17,1995-07-23,5,1993-07-19,1995-07-16,0.476736,0.236315,0.486122,0.188593,11.4255,135.7321,11.6504,0.012786
1995-W30,1995-07-24,1995-07-30,5,1993-07-26,1995-07-23,0.444373,0.215053,0.463738,0.173339,10.8543,128.309,11.3274,0.012106
1995-W31,1995-07-31,1995-08-06,5,1993-08-02,1995-07-30,0.550844,0.443884,0.666247,0.188402,13.7411,276.2209,16.6199,0.015123
1995-W32,1995-08-07,1995-08-13,5,1993-08-09,1995-08-06,0.994075,1.025794,1.012815,0.309882,25.4711,673.4679,25.9513,0.027744
1995-W33,1995-08-14,1995-08-20,5,1993-08-16,1995-08-13,1.19147,1.563408,1.250363,0.325972,31.7499,1110.1713,33.3192,0.033934
1995-W34,1995-08-21,1995-08-27,5,1993-08-23,1995-08-20,1.444144,2.138192,1.462256,0.356529,40.5266,1683.8594,41.0349,0.042562
1995-W35,1995-08-28,1995-09-03,5,1993-08-30,1995-08-27,1.472287,2.217283,1.489054,0.355342,44.185,1997.0315,44.6882,0.045817
1995-W36,1995-09-04,1995-09-10,5,1993-09-06,1995-09-03,0.55417,0.331115,0.575426,0.156692,17.8385,343.0891,18.5227,0.018679
1995-W37,1995-09-11,1995-09-17,5,1993-09-13,1995-09-10,0.380671,0.170117,0.412452,0.111099,12.8965,195.2489,13.9732,0.013454
1995-W38,1995-09-18,1995-09-24,5,1993-09-20,1995-09-17,0.64618,0.454651,0.674278,0.183632,22.9907,575.5383,23.9904,0.023718
1995-W39,1995-09-25,1995-10-01,5,1993-09-27,1995-09-24,0.380931,0.152877,0.390995,0.109111,14.2607,214.2558,14.6375,0.014608
